"P1";"P2";"Vainqueur"
"Persian";"Colossinge";"Colossinge"
"Dodrio (Mâle)";"Hypnomade (Femelle)";"Dodrio (Mâle)"
"Nidoqueen";"Voltali";"Voltali"
"Triopikeur";"Colossinge";"Colossinge"
"Nidoqueen";"Kabutops";"Nidoqueen"
"Triopikeur";"Kicklee";"Triopikeur"
"Dracaufeu";"Ectoplasma";"Dracaufeu"
"Lamantine";"Ectoplasma";"Ectoplasma"
"Tentacruel";"Mew";"Tentacruel"
"Dracaufeu";"Arbok";"Arbok"
"Dodrio (Mâle)";"Kabutops";"Dodrio (Mâle)"
"Ectoplasma";"Krabboss";"Ectoplasma"
"Hypnomade (Femelle)";"Noadkoko";"Hypnomade (Femelle)"
"Ossatueur";"M. Mime";"Ossatueur"
"Grolem";"Electhor";"Grolem"
"Dardargnan";"Ossatueur";"Dardargnan"
"Feunard";"Arcanin";"Feunard"
"Grotadmorv";"Kabutops";"Kabutops"
"Triopikeur";"Scarabrute";"Triopikeur"
"Poissoroy (Mâle)";"Lokhlass";"Lokhlass"
"Dodrio (Mâle)";"Pyroli";"Pyroli"
"Triopikeur";"Smogogo";"Smogogo"
"Dardargnan";"Noadkoko";"Dardargnan"
"Roucarnage";"Grolem";"Grolem"
"Parasect";"Pyroli";"Pyroli"
"Mélodelfe";"Noadkoko";"Mélodelfe"
"Electhor";"Mewtwo";"Mewtwo"
"Poissoroy (Mâle)";"Mew";"Mew"
"Rapasdepic";"Sulfura";"Rapasdepic"
"Electrode";"Kangourex";"Kangourex"
"Grodoudou";"Arcanin";"Arcanin"
"Grodoudou";"Kabutops";"Kabutops"
"Florizarre (Femelle)";"Sulfura";"Florizarre (Femelle)"
"Papilusion (Femelle)";"Triopikeur";"Papilusion (Femelle)"
"Canarticho";"Crustabri";"Crustabri"
"Roucarnage";"Electhor";"Roucarnage"
"Papilusion (Femelle)";"Aquali";"Aquali"
"Persian";"Tentacruel";"Tentacruel"
"Roucarnage";"Lokhlass";"Lokhlass"
"Aéromite";"Smogogo";"Aéromite"
"Parasect";"Electhor";"Electhor"
"Rafflesia (Femelle)";"Krabboss";"Krabboss"
"Crustabri";"Kangourex";"Kangourex"
"Dodrio (Mâle)";"Voltali";"Voltali"
"Colossinge";"Empiflor";"Empiflor"
"Lamantine";"Tauros";"Lamantine"
"Dodrio (Mâle)";"Noadkoko";"Dodrio (Mâle)"
"Electrode";"Mew";"Mew"
"Tentacruel";"Grotadmorv";"Tentacruel"
"Sablaireau";"Pyroli";"Pyroli"
"Rapasdepic";"Canarticho";"Rapasdepic"
"Léviator (Mâle)";"Métamorph";"Léviator (Mâle)"
"Mackogneur";"Kicklee";"Mackogneur"
"Krabboss";"Electrode";"Electrode"
"Tentacruel";"Lippoutou";"Tentacruel"
"Grolem";"Scarabrute";"Grolem"
"Feunard";"Sulfura";"Feunard"
"Lippoutou";"Aquali";"Aquali"
"Aéromite";"Persian";"Aéromite"
"Parasect";"Empiflor";"Empiflor"
"Scarabrute";"Métamorph";"Scarabrute"
"Smogogo";"Lokhlass";"Lokhlass"
"Tentacruel";"Ptéra";"Tentacruel"
"Feunard";"Persian";"Feunard"
"Nidoking";"Krabboss";"Nidoking"
"Krabboss";"Aquali";"Aquali"
"Alakazam (Mâle)";"Noadkoko";"Alakazam (Mâle)"
"Sablaireau";"Poissoroy (Mâle)";"Sablaireau"
"Nidoqueen";"Lokhlass";"Lokhlass"
"Galopa";"Artikodin";"Galopa"
"Rattatac (Mâle)";"Colossinge";"Rattatac (Mâle)"
"Empiflor";"Sulfura";"Empiflor"
"Lippoutou";"Electhor";"Electhor"
"Tygnon";"Aquali";"Aquali"
"Dodrio (Mâle)";"Electrode";"Dodrio (Mâle)"
"Dracaufeu";"M. Mime";"Dracaufeu"
"Mackogneur";"Tauros";"Mackogneur"
"Sablaireau";"Ossatueur";"Sablaireau"
"Nidoking";"Amonistar";"Nidoking"
"Staross";"Ptéra";"Staross"
"Canarticho";"Mew";"Canarticho"
"Scarabrute";"Mew";"Mew"
"Triopikeur";"Mackogneur";"Mackogneur"
"Florizarre (Femelle)";"Voltali";"Florizarre (Femelle)"
"Feunard";"Dodrio (Mâle)";"Feunard"
"Crustabri";"Staross";"Staross"
"Métamorph";"Pyroli";"Pyroli"
"Crustabri";"Ossatueur";"Crustabri"
"Rapasdepic";"Noadkoko";"Rapasdepic"
"Dracaufeu";"Sulfura";"Dracaufeu"
"Raichu (Mâle)";"Dracolosse";"Raichu (Mâle)"
"Ectoplasma";"Léviator (Mâle)";"Ectoplasma"
"Mélodelfe";"Smogogo";"Smogogo"
"Nidoqueen";"Métamorph";"Nidoqueen"
"Tortank";"Dracolosse";"Dracolosse"
"Aéromite";"M. Mime";"Aéromite"
"Galopa";"Léviator (Mâle)";"Galopa"
"Rapasdepic";"Ossatueur";"Rapasdepic"
"Smogogo";"Poissoroy (Mâle)";"Smogogo"
"Sablaireau";"Electhor";"Sablaireau"
"Canarticho";"Krabboss";"Canarticho"
"Rapasdepic";"Electrode";"Rapasdepic"
"Roucarnage";"Ptéra";"Roucarnage"
"Alakazam (Mâle)";"Lokhlass";"Lokhlass"
"Roucarnage";"Mew";"Roucarnage"
"Crustabri";"Tauros";"Crustabri"
"Mélodelfe";"Empiflor";"Empiflor"
"Electrode";"Ptéra";"Electrode"
"Raichu (Mâle)";"Kicklee";"Kicklee"
"Dardargnan";"Ectoplasma";"Dardargnan"
"Grotadmorv";"Kicklee";"Kicklee"
"Rattatac (Mâle)";"Pyroli";"Pyroli"
"Florizarre (Femelle)";"Lamantine";"Florizarre (Femelle)"
"Triopikeur";"Tentacruel";"Tentacruel"
"Raichu (Mâle)";"Artikodin";"Artikodin"
"Parasect";"Ptéra";"Ptéra"
"Tartard";"Ectoplasma";"Tartard"
"Métamorph";"Kabutops";"Kabutops"
"Arbok";"Hypnomade (Femelle)";"Arbok"
"Persian";"Krabboss";"Persian"
"Hypnomade (Femelle)";"Dracolosse";"Dracolosse"
"Empiflor";"Ectoplasma";"Empiflor"
"Nidoking";"Mackogneur";"Nidoking"
"Colossinge";"Artikodin";"Artikodin"
"Smogogo";"Amonistar";"Smogogo"
"Alakazam (Mâle)";"Ronflex";"Alakazam (Mâle)"
"Hypnomade (Femelle)";"Electrode";"Electrode"
"Papilusion (Femelle)";"M. Mime";"Papilusion (Femelle)"
"Sablaireau";"Persian";"Sablaireau"
"Dardargnan";"Canarticho";"Dardargnan"
"Poissoroy (Mâle)";"Staross";"Staross"
"Krabboss";"M. Mime";"Krabboss"
"Hypnomade (Femelle)";"Tauros";"Tauros"
"Tygnon";"M. Mime";"Tygnon"
"Krabboss";"Métamorph";"Krabboss"
"Alakazam (Mâle)";"Pyroli";"Pyroli"
"Lamantine";"Crustabri";"Crustabri"
"Dardargnan";"Rattatac (Mâle)";"Dardargnan"
"Florizarre (Femelle)";"Colossinge";"Florizarre (Femelle)"
"Parasect";"Sulfura";"Sulfura"
"Kicklee";"Poissoroy (Mâle)";"Kicklee"
"Mélodelfe";"Métamorph";"Métamorph"
"Crustabri";"Ronflex";"Crustabri"
"Arbok";"Grotadmorv";"Arbok"
"Raichu (Mâle)";"Electhor";"Raichu (Mâle)"
"Tygnon";"Ptéra";"Tygnon"
"Persian";"Métamorph";"Persian"
"Roucarnage";"Grodoudou";"Roucarnage"
"Ossatueur";"Voltali";"Voltali"
"Galopa";"Ptéra";"Galopa"
"Raichu (Mâle)";"Grolem";"Grolem"
"Raichu (Mâle)";"Canarticho";"Canarticho"
"Canarticho";"Electhor";"Canarticho"
"Mélodelfe";"Tentacruel";"Tentacruel"
"Aéromite";"Aquali";"Aquali"
"Roucarnage";"Canarticho";"Roucarnage"
"Grodoudou";"Parasect";"Parasect"
"Ptéra";"Mew";"Mew"
"Pyroli";"Mewtwo";"Pyroli"
"Feunard";"Alakazam (Mâle)";"Feunard"
"Krabboss";"Smogogo";"Smogogo"
"Dardargnan";"Tartard";"Dardargnan"
"Dardargnan";"Nidoqueen";"Nidoqueen"
"Grolem";"Electrode";"Grolem"
"Krabboss";"Ronflex";"Ronflex"
"Persian";"Ptéra";"Ptéra"
"Kabutops";"Mewtwo";"Mewtwo"
"Krabboss";"Noadkoko";"Noadkoko"
"Lokhlass";"Electhor";"Lokhlass"
"Hypnomade (Femelle)";"Mewtwo";"Mewtwo"
"Poissoroy (Mâle)";"Electhor";"Electhor"
"Grolem";"Tygnon";"Grolem"
"Hypnomade (Femelle)";"Ronflex";"Ronflex"
"Kangourex";"Sulfura";"Kangourex"
"Dardargnan";"Alakazam (Mâle)";"Dardargnan"
"Alakazam (Mâle)";"Ossatueur";"Ossatueur"
"Smogogo";"M. Mime";"Smogogo"
"Nidoking";"Ronflex";"Nidoking"
"Nidoking";"Parasect";"Nidoking"
"Noadkoko";"Ronflex";"Ronflex"
"Nidoqueen";"Staross";"Nidoqueen"
"Nidoqueen";"Triopikeur";"Nidoqueen"
"Dardargnan";"Poissoroy (Mâle)";"Dardargnan"
"Papilusion (Femelle)";"Ronflex";"Papilusion (Femelle)"
"Raichu (Mâle)";"Arcanin";"Arcanin"
"Akwakwak";"M. Mime";"Akwakwak"
"Nidoking";"Mélodelfe";"Nidoking"
"Alakazam (Mâle)";"Mackogneur";"Mackogneur"
"Parasect";"Hypnomade (Femelle)";"Parasect"
"Krabboss";"Pyroli";"Pyroli"
"Mackogneur";"Ptéra";"Mackogneur"
"Galopa";"Hypnomade (Femelle)";"Galopa"
"Mackogneur";"Grolem";"Grolem"
"Aéromite";"Lokhlass";"Lokhlass"
"Tartard";"Kicklee";"Tartard"
"Nidoqueen";"Feunard";"Feunard"
"Smogogo";"Pyroli";"Pyroli"
"Colossinge";"Amonistar";"Colossinge"
"Rattatac (Mâle)";"Electrode";"Rattatac (Mâle)"
"Nidoqueen";"Hypnomade (Femelle)";"Nidoqueen"
"Mélodelfe";"Voltali";"Voltali"
"Nidoqueen";"M. Mime";"Nidoqueen"
"Mackogneur";"Aquali";"Aquali"
"Nidoqueen";"Alakazam (Mâle)";"Nidoqueen"
"Hypnomade (Femelle)";"M. Mime";"Hypnomade (Femelle)"
"Grotadmorv";"Mew";"Grotadmorv"
"Empiflor";"M. Mime";"Empiflor"
"Nidoking";"Mewtwo";"Nidoking"
"Grolem";"Poissoroy (Mâle)";"Grolem"
"Staross";"Ronflex";"Staross"
"Lamantine";"Sulfura";"Sulfura"
"Crustabri";"Amonistar";"Crustabri"
"Dodrio (Mâle)";"Lippoutou";"Dodrio (Mâle)"
"Triopikeur";"Persian";"Triopikeur"
"Tortank";"Kabutops";"Kabutops"
"Nidoqueen";"Lippoutou";"Nidoqueen"
"Hypnomade (Femelle)";"Aquali";"Aquali"
"Nidoqueen";"Ronflex";"Nidoqueen"
"Arbok";"Akwakwak";"Arbok"
"Roucarnage";"Staross";"Staross"
"Dracaufeu";"Grolem";"Dracaufeu"
"Electrode";"Lokhlass";"Lokhlass"
"Grolem";"Kicklee";"Grolem"
"Rafflesia (Femelle)";"Tentacruel";"Tentacruel"
"Grodoudou";"Aquali";"Aquali"
"Triopikeur";"Crustabri";"Crustabri"
"Arbok";"Tygnon";"Arbok"
"Arbok";"Arcanin";"Arbok"
"Florizarre (Femelle)";"Aéromite";"Aéromite"
"Arcanin";"Métamorph";"Arcanin"
"Staross";"Mew";"Staross"
"Roucarnage";"Alakazam (Mâle)";"Roucarnage"
"Mackogneur";"Crustabri";"Crustabri"
"Tauros";"Pyroli";"Pyroli"
"Colossinge";"Ectoplasma";"Colossinge"
"Nidoqueen";"Mew";"Nidoqueen"
"M. Mime";"Artikodin";"Artikodin"
"Rattatac (Mâle)";"Dodrio (Mâle)";"Rattatac (Mâle)"
"Rattatac (Mâle)";"Hypnomade (Femelle)";"Rattatac (Mâle)"
"Grodoudou";"Electhor";"Electhor"
"Kicklee";"Aquali";"Aquali"
"Akwakwak";"Métamorph";"Métamorph"
"Métamorph";"Ronflex";"Ronflex"
"Tentacruel";"Sulfura";"Sulfura"
"Arcanin";"Artikodin";"Artikodin"
"Grodoudou";"Poissoroy (Mâle)";"Grodoudou"
"Grotadmorv";"Ronflex";"Ronflex"
"Akwakwak";"Grotadmorv";"Grotadmorv"
"Lippoutou";"Artikodin";"Artikodin"
"Nidoking";"Artikodin";"Nidoking"
"Rattatac (Mâle)";"Métamorph";"Rattatac (Mâle)"
"Rapasdepic";"Raichu (Mâle)";"Rapasdepic"
"Papilusion (Femelle)";"Ectoplasma";"Papilusion (Femelle)"
"Grodoudou";"Ronflex";"Ronflex"
"Aquali";"Mew";"Aquali"
"Voltali";"Mew";"Voltali"
"Grotadmorv";"M. Mime";"Grotadmorv"
"Alakazam (Mâle)";"Smogogo";"Alakazam (Mâle)"
"Lamantine";"Kicklee";"Lamantine"
"Akwakwak";"Hypnomade (Femelle)";"Akwakwak"
"Ectoplasma";"Ptéra";"Ectoplasma"
"Dracaufeu";"Mewtwo";"Dracaufeu"
"Parasect";"Artikodin";"Artikodin"
"Tentacruel";"Kangourex";"Kangourex"
"Grodoudou";"Lokhlass";"Lokhlass"
"Akwakwak";"Tentacruel";"Tentacruel"
"Arbok";"Kicklee";"Arbok"
"Kicklee";"Kabutops";"Kabutops"
"Triopikeur";"Tartard";"Tartard"
"Poissoroy (Mâle)";"Lippoutou";"Poissoroy (Mâle)"
"Roucarnage";"Voltali";"Voltali"
"Arbok";"Mew";"Arbok"
"Colossinge";"Crustabri";"Crustabri"
"Kicklee";"Voltali";"Voltali"
"Florizarre (Femelle)";"Hypnomade (Femelle)";"Florizarre (Femelle)"
"Tartard";"Smogogo";"Tartard"
"Empiflor";"Lamantine";"Empiflor"
"Mélodelfe";"Electrode";"Electrode"
"Arcanin";"Krabboss";"Arcanin"
"Tygnon";"Amonistar";"Tygnon"
"Nidoqueen";"Ectoplasma";"Nidoqueen"
"Canarticho";"Artikodin";"Artikodin"
"Feunard";"Rafflesia (Femelle)";"Feunard"
"Florizarre (Femelle)";"Lippoutou";"Florizarre (Femelle)"
"Aéromite";"Métamorph";"Aéromite"
"Dracaufeu";"Scarabrute";"Dracaufeu"
"Nidoqueen";"Crustabri";"Nidoqueen"
"Nidoqueen";"Léviator (Mâle)";"Nidoqueen"
"Parasect";"Grotadmorv";"Parasect"
"Roucarnage";"Artikodin";"Roucarnage"
"Akwakwak";"Artikodin";"Artikodin"
"Empiflor";"Grolem";"Grolem"
"Roucarnage";"Ronflex";"Roucarnage"
"Mélodelfe";"Tartard";"Tartard"
"Sablaireau";"Grodoudou";"Sablaireau"
"Galopa";"Noadkoko";"Galopa"
"Aéromite";"Electrode";"Aéromite"
"Roucarnage";"Akwakwak";"Roucarnage"
"Arcanin";"Grolem";"Grolem"
"Dardargnan";"Empiflor";"Dardargnan"
"Florizarre (Femelle)";"Galopa";"Florizarre (Femelle)"
"Scarabrute";"Léviator (Mâle)";"Scarabrute"
"Empiflor";"Ossatueur";"Empiflor"
"Roucarnage";"Métamorph";"Roucarnage"
"Rafflesia (Femelle)";"Hypnomade (Femelle)";"Hypnomade (Femelle)"
"Grodoudou";"Staross";"Staross"
"Grodoudou";"Grotadmorv";"Grotadmorv"
"Parasect";"Canarticho";"Canarticho"
"Persian";"Noadkoko";"Persian"
"Roucarnage";"Feunard";"Feunard"
"Lokhlass";"Voltali";"Lokhlass"
"Empiflor";"Dodrio (Mâle)";"Empiflor"
"Parasect";"Tygnon";"Tygnon"
"Rapasdepic";"Akwakwak";"Rapasdepic"
"Nidoking";"Alakazam (Mâle)";"Nidoking"
"Tartard";"Scarabrute";"Tartard"
"Papilusion (Femelle)";"Crustabri";"Crustabri"
"Rattatac (Mâle)";"Voltali";"Voltali"
"Nidoqueen";"Artikodin";"Nidoqueen"
"Krabboss";"Kicklee";"Kicklee"
"Akwakwak";"Lokhlass";"Lokhlass"
"Roucarnage";"Aquali";"Aquali"
"Lamantine";"Voltali";"Voltali"
"Rapasdepic";"Kangourex";"Kangourex"
"Raichu (Mâle)";"Rafflesia (Femelle)";"Raichu (Mâle)"
"Grolem";"Lippoutou";"Grolem"
"Sablaireau";"Mélodelfe";"Sablaireau"
"Dardargnan";"Mackogneur";"Dardargnan"
"Tartard";"Pyroli";"Pyroli"
"Nidoqueen";"Pyroli";"Pyroli"
"Rafflesia (Femelle)";"Artikodin";"Artikodin"
"Lokhlass";"Artikodin";"Lokhlass"
"Aéromite";"Mew";"Aéromite"
"Dardargnan";"Smogogo";"Dardargnan"
"Feunard";"Grodoudou";"Feunard"
"Sablaireau";"Electrode";"Sablaireau"
"Kicklee";"Tauros";"Tauros"
"Sablaireau";"Scarabrute";"Sablaireau"
"Noadkoko";"Mew";"Mew"
"Dracaufeu";"Parasect";"Dracaufeu"
"Nidoking";"Persian";"Nidoking"
"Rapasdepic";"Voltali";"Voltali"
"Dodrio (Mâle)";"Amonistar";"Dodrio (Mâle)"
"Krabboss";"Kangourex";"Kangourex"
"Smogogo";"Ptéra";"Smogogo"
"Grotadmorv";"Scarabrute";"Grotadmorv"
"Mélodelfe";"Amonistar";"Mélodelfe"
"Rafflesia (Femelle)";"Aéromite";"Aéromite"
"Sablaireau";"Amonistar";"Sablaireau"
"Galopa";"Aquali";"Aquali"
"Papilusion (Femelle)";"Krabboss";"Papilusion (Femelle)"
"Nidoking";"Kicklee";"Nidoking"
"Parasect";"Tartard";"Tartard"
"Rafflesia (Femelle)";"Kangourex";"Kangourex"
"Papilusion (Femelle)";"Amonistar";"Papilusion (Femelle)"
"Poissoroy (Mâle)";"Amonistar";"Amonistar"
"Nidoqueen";"Persian";"Nidoqueen"
"Tortank";"Akwakwak";"Tortank"
"Tortank";"Electrode";"Electrode"
"Dracaufeu";"Smogogo";"Dracaufeu"
"Tortank";"Raichu (Mâle)";"Tortank"
"Sablaireau";"Dracolosse";"Sablaireau"
"Parasect";"Tauros";"Tauros"
"Nidoqueen";"Tartard";"Nidoqueen"
"Mackogneur";"Tentacruel";"Mackogneur"
"Florizarre (Femelle)";"Rafflesia (Femelle)";"Florizarre (Femelle)"
"Dardargnan";"Sulfura";"Dardargnan"
"Arcanin";"Tartard";"Arcanin"
"Rattatac (Mâle)";"Krabboss";"Rattatac (Mâle)"
"Colossinge";"Tauros";"Tauros"
"Electrode";"Kicklee";"Electrode"
"Lokhlass";"Métamorph";"Lokhlass"
"Amonistar";"Artikodin";"Artikodin"
"Electrode";"Ronflex";"Electrode"
"Triopikeur";"Tauros";"Tauros"
"Lippoutou";"Pyroli";"Pyroli"
"Mélodelfe";"Sulfura";"Sulfura"
"Arbok";"Ptéra";"Arbok"
"Empiflor";"Hypnomade (Femelle)";"Empiflor"
"Rapasdepic";"Lamantine";"Rapasdepic"
"Nidoqueen";"Electrode";"Nidoqueen"
"Tortank";"Amonistar";"Tortank"
"Feunard";"Scarabrute";"Feunard"
"Empiflor";"Tentacruel";"Empiflor"
"Rattatac (Mâle)";"Feunard";"Feunard"
"Grodoudou";"Triopikeur";"Triopikeur"
"Tortank";"Mewtwo";"Mewtwo"
"Arcanin";"Voltali";"Voltali"
"Triopikeur";"Electhor";"Electhor"
"Rafflesia (Femelle)";"Métamorph";"Métamorph"
"Colossinge";"Krabboss";"Colossinge"
"Aéromite";"Colossinge";"Aéromite"
"Sablaireau";"M. Mime";"Sablaireau"
"Galopa";"Dodrio (Mâle)";"Galopa"
"Tentacruel";"Léviator (Mâle)";"Léviator (Mâle)"
"Persian";"Léviator (Mâle)";"Léviator (Mâle)"
"Kicklee";"Ptéra";"Ptéra"
"Arbok";"Aquali";"Aquali"
"Poissoroy (Mâle)";"Kabutops";"Kabutops"
"Roucarnage";"Smogogo";"Roucarnage"
"Krabboss";"Dracolosse";"Dracolosse"
"Colossinge";"Léviator (Mâle)";"Léviator (Mâle)"
"M. Mime";"Métamorph";"Métamorph"
"Roucarnage";"Amonistar";"Roucarnage"
"Noadkoko";"Artikodin";"Artikodin"
"Noadkoko";"Electhor";"Electhor"
"Poissoroy (Mâle)";"Voltali";"Voltali"
"Empiflor";"Amonistar";"Empiflor"
"Sablaireau";"Tauros";"Sablaireau"
"Léviator (Mâle)";"Artikodin";"Artikodin"
"Arcanin";"Dodrio (Mâle)";"Arcanin"
"Krabboss";"Ossatueur";"Ossatueur"
"Parasect";"Aquali";"Aquali"
"Florizarre (Femelle)";"Feunard";"Feunard"
"Kabutops";"Artikodin";"Artikodin"
"M. Mime";"Lippoutou";"Lippoutou"
"Canarticho";"Hypnomade (Femelle)";"Canarticho"
"Tortank";"Roucarnage";"Roucarnage"
"Feunard";"Crustabri";"Feunard"
"Dracaufeu";"Tauros";"Dracaufeu"
"Léviator (Mâle)";"Lokhlass";"Lokhlass"
"Ectoplasma";"Tauros";"Tauros"
"Sablaireau";"Grolem";"Grolem"
"Sablaireau";"Lamantine";"Sablaireau"
"Alakazam (Mâle)";"Sulfura";"Sulfura"
"Voltali";"Sulfura";"Voltali"
"M. Mime";"Aquali";"Aquali"
"Nidoqueen";"Poissoroy (Mâle)";"Nidoqueen"
"Dardargnan";"Akwakwak";"Dardargnan"
"Krabboss";"Ptéra";"Ptéra"
"Kicklee";"Amonistar";"Kicklee"
"Dracaufeu";"Aquali";"Aquali"
"Tauros";"Voltali";"Voltali"
"Roucarnage";"Kangourex";"Kangourex"
"Rattatac (Mâle)";"Alakazam (Mâle)";"Rattatac (Mâle)"
"Papilusion (Femelle)";"Poissoroy (Mâle)";"Papilusion (Femelle)"
"Roucarnage";"Tauros";"Roucarnage"
"Rapasdepic";"Scarabrute";"Rapasdepic"
"Roucarnage";"Poissoroy (Mâle)";"Roucarnage"
"Dardargnan";"Grodoudou";"Dardargnan"
"Akwakwak";"Ossatueur";"Ossatueur"
"Nidoking";"Lamantine";"Nidoking"
"Raichu (Mâle)";"Colossinge";"Raichu (Mâle)"
"Raichu (Mâle)";"Akwakwak";"Raichu (Mâle)"
"Mélodelfe";"Staross";"Staross"
"Florizarre (Femelle)";"Aquali";"Aquali"
"Tortank";"Rapasdepic";"Rapasdepic"
"Dardargnan";"Crustabri";"Dardargnan"
"Canarticho";"Tauros";"Canarticho"
"Ossatueur";"Léviator (Mâle)";"Ossatueur"
"Poissoroy (Mâle)";"Scarabrute";"Scarabrute"
"Parasect";"Mackogneur";"Mackogneur"
"Tentacruel";"Poissoroy (Mâle)";"Poissoroy (Mâle)"
"Léviator (Mâle)";"Electhor";"Léviator (Mâle)"
"Persian";"Aquali";"Aquali"
"Aéromite";"Tauros";"Aéromite"
"Kicklee";"Staross";"Staross"
"Mackogneur";"Staross";"Staross"
"Aéromite";"Grotadmorv";"Aéromite"
"Dracaufeu";"Rapasdepic";"Rapasdepic"
"Dracaufeu";"Ossatueur";"Dracaufeu"
"Dracaufeu";"Tentacruel";"Dracaufeu"
"Tauros";"Mew";"Mew"
"Persian";"Dodrio (Mâle)";"Dodrio (Mâle)"
"Rattatac (Mâle)";"Ronflex";"Rattatac (Mâle)"
"Arcanin";"Kabutops";"Arcanin"
"Colossinge";"Aquali";"Aquali"
"Empiflor";"Artikodin";"Artikodin"
"Sablaireau";"Tygnon";"Sablaireau"
"Rattatac (Mâle)";"Arbok";"Arbok"
"Dracaufeu";"Akwakwak";"Dracaufeu"
"Ossatueur";"Tygnon";"Ossatueur"
"Arbok";"Krabboss";"Arbok"
"Pyroli";"Electhor";"Pyroli"
"Grolem";"Grotadmorv";"Grolem"
"Noadkoko";"Scarabrute";"Scarabrute"
"Voltali";"Mewtwo";"Voltali"
"Dardargnan";"Feunard";"Feunard"
"Empiflor";"Staross";"Staross"
"Tentacruel";"Ronflex";"Ronflex"
"Parasect";"Triopikeur";"Triopikeur"
"Akwakwak";"Electrode";"Electrode"
"Nidoking";"Métamorph";"Nidoking"
"Tartard";"Ronflex";"Tartard"
"Raichu (Mâle)";"M. Mime";"Raichu (Mâle)"
"Tortank";"Arcanin";"Arcanin"
"Métamorph";"Sulfura";"Sulfura"
"Alakazam (Mâle)";"Léviator (Mâle)";"Léviator (Mâle)"
"Grodoudou";"Grolem";"Grolem"
"Empiflor";"Galopa";"Galopa"
"Alakazam (Mâle)";"Lamantine";"Alakazam (Mâle)"
"Roucarnage";"Dracolosse";"Roucarnage"
"Sulfura";"Dracolosse";"Sulfura"
"Grodoudou";"Métamorph";"Métamorph"
"Dardargnan";"Kicklee";"Dardargnan"
"Ossatueur";"Electhor";"Ossatueur"
"Crustabri";"Lokhlass";"Lokhlass"
"Grodoudou";"Akwakwak";"Akwakwak"
"Canarticho";"Sulfura";"Canarticho"
"Florizarre (Femelle)";"Artikodin";"Florizarre (Femelle)"
"Galopa";"Ronflex";"Galopa"
"Mackogneur";"Empiflor";"Empiflor"
"Arbok";"Empiflor";"Arbok"
"Nidoking";"Galopa";"Galopa"
"Métamorph";"Aquali";"Aquali"
"Kicklee";"Sulfura";"Sulfura"
"Akwakwak";"Aquali";"Aquali"
"Tortank";"Aéromite";"Aéromite"
"Hypnomade (Femelle)";"Lippoutou";"Hypnomade (Femelle)"
"Colossinge";"Dracolosse";"Colossinge"
"Tentacruel";"Krabboss";"Tentacruel"
"Persian";"Staross";"Staross"
"Dardargnan";"M. Mime";"Dardargnan"
"Rafflesia (Femelle)";"Lokhlass";"Lokhlass"
"Dodrio (Mâle)";"Kicklee";"Dodrio (Mâle)"
"Florizarre (Femelle)";"Dracolosse";"Florizarre (Femelle)"
"Dardargnan";"Galopa";"Dardargnan"
"Parasect";"Crustabri";"Crustabri"
"Smogogo";"Léviator (Mâle)";"Léviator (Mâle)"
"Smogogo";"Scarabrute";"Scarabrute"
"Florizarre (Femelle)";"Tortank";"Florizarre (Femelle)"
"Kicklee";"Mewtwo";"Mewtwo"
"Colossinge";"Alakazam (Mâle)";"Colossinge"
"Florizarre (Femelle)";"Grotadmorv";"Florizarre (Femelle)"
"Parasect";"Mew";"Mew"
"Dracaufeu";"Mackogneur";"Dracaufeu"
"Lippoutou";"Sulfura";"Sulfura"
"Noadkoko";"Amonistar";"Amonistar"
"Sablaireau";"Sulfura";"Sablaireau"
"Tortank";"Kicklee";"Kicklee"
"Grodoudou";"Galopa";"Galopa"
"Pyroli";"Amonistar";"Pyroli"
"Grodoudou";"Electrode";"Electrode"
"Tortank";"Kangourex";"Kangourex"
"Voltali";"Dracolosse";"Voltali"
"Grodoudou";"Amonistar";"Amonistar"
"Ronflex";"Dracolosse";"Dracolosse"
"Arcanin";"M. Mime";"Arcanin"
"Tortank";"Tygnon";"Tygnon"
"Roucarnage";"Raichu (Mâle)";"Roucarnage"
"Florizarre (Femelle)";"Lokhlass";"Lokhlass"
"Mélodelfe";"Akwakwak";"Akwakwak"
"Dardargnan";"Tentacruel";"Dardargnan"
"Canarticho";"Kicklee";"Canarticho"
"Triopikeur";"Léviator (Mâle)";"Léviator (Mâle)"
"Raichu (Mâle)";"Mewtwo";"Mewtwo"
"Mackogneur";"Mew";"Mackogneur"
"Arbok";"Galopa";"Arbok"
"M. Mime";"Mewtwo";"Mewtwo"
"Grodoudou";"Ossatueur";"Ossatueur"
"Raichu (Mâle)";"Tartard";"Tartard"
"Grotadmorv";"Ptéra";"Ptéra"
"Kicklee";"Smogogo";"Smogogo"
"Ronflex";"Electhor";"Ronflex"
"Krabboss";"Tauros";"Tauros"
"Dracaufeu";"Empiflor";"Dracaufeu"
"Grodoudou";"Colossinge";"Colossinge"
"Staross";"Sulfura";"Staross"
"Léviator (Mâle)";"Ptéra";"Léviator (Mâle)"
"Galopa";"Electrode";"Galopa"
"Canarticho";"Staross";"Staross"
"Dodrio (Mâle)";"Ossatueur";"Dodrio (Mâle)"
"Papilusion (Femelle)";"Tentacruel";"Papilusion (Femelle)"
"Rafflesia (Femelle)";"Staross";"Staross"
"Colossinge";"Scarabrute";"Colossinge"
"Aéromite";"Triopikeur";"Aéromite"
"Electrode";"M. Mime";"Electrode"
