"P1";"P2";"Vainqueur"
"Coatox (Mâle)";"Arceus (Normal)";"Coatox (Mâle)"
"Tritosor (Mer Orient)";"Grodrive";"Tritosor (Mer Orient)"
"Charkos";"Palkia";"Charkos"
"Torterra";"Givrali";"Givrali"
"Drascore";"Yanméga";"Yanméga"
"Hippodocus (Femelle)";"Manaphy";"Hippodocus (Femelle)"
"Tritosor (Mer Orient)";"Regigigas";"Tritosor (Mer Orient)"
"Charkos";"Papilord";"Papilord"
"Apireine";"Maganon";"Apireine"
"Apireine";"Givrali";"Givrali"
"Capidextre (Femelle)";"Rhinastoc (Mâle)";"Rhinastoc (Mâle)"
"Pachirisu (Mâle)";"Luminéon (Femelle)";"Pachirisu (Mâle)"
"Bastiodon";"Grodrive";"Grodrive"
"Moufflair";"Hippodocus (Femelle)";"Hippodocus (Femelle)"
"Papilord";"Chaffreux";"Papilord"
"Archéodong";"Vortente";"Archéodong"
"Moufflair";"Phyllali";"Phyllali"
"Bouldeneu (Femelle)";"Givrali";"Givrali"
"Cheniselle (Cape Sable)";"Yanméga";"Yanméga"
"Roserade (Femelle)";"Yanméga";"Yanméga"
"Apireine";"Drascore";"Drascore"
"Tritosor (Mer Orient)";"Givrali";"Givrali"
"Archéodong";"Coudlangue";"Archéodong"
"Pachirisu (Mâle)";"Maganon";"Pachirisu (Mâle)"
"Coudlangue";"Arceus (Normal)";"Arceus (Normal)"
"Lucario";"Shaymin (Terrestre)";"Lucario"
"Gallame";"Créfollet";"Gallame"
"Coudlangue";"Phyllali";"Phyllali"
"Capidextre (Femelle)";"Palkia";"Capidextre (Femelle)"
"Pachirisu (Mâle)";"Drascore";"Pachirisu (Mâle)"
"Papilord";"Elekable";"Papilord"
"Créfollet";"Shaymin (Terrestre)";"Shaymin (Terrestre)"
"Apireine";"Grodrive";"Apireine"
"Phione";"Darkrai";"Phione"
"Pijako";"Regigigas";"Pijako"
"Bouldeneu (Femelle)";"Shaymin (Terrestre)";"Bouldeneu (Femelle)"
"Castorno (Femelle)";"Rhinastoc (Mâle)";"Rhinastoc (Mâle)"
"Roserade (Femelle)";"Magnézone";"Roserade (Femelle)"
"Apireine";"Togekiss";"Togekiss"
"Archéodong";"Giratina";"Giratina"
"Heatran";"Regigigas";"Regigigas"
"Elekable";"Yanméga";"Yanméga"
"Magirêve";"Créfadet";"Magirêve"
"Archéodong";"Palkia";"Archéodong"
"Luxray (Mâle)";"Lockpin";"Luxray (Mâle)"
"Bastiodon";"Lucario";"Lucario"
"Coudlangue";"Manaphy";"Manaphy"
"Mélokrik (Femelle)";"Apireine";"Apireine"
"Bastiodon";"Créfollet";"Bastiodon"
"Cheniselle (Cape Sable)";"Momartik";"Momartik"
"Maganon";"Créfadet";"Créfadet"
"Vortente";"Palkia";"Vortente"
"Elekable";"Scorvol";"Scorvol"
"Vortente";"Darkrai";"Vortente"
"Bastiodon";"Lockpin";"Lockpin"
"Porygon-Z";"Darkrai";"Porygon-Z"
"Lockpin";"Vortente";"Lockpin"
"Maganon";"Tarinorme";"Tarinorme"
"Momartik";"Shaymin (Terrestre)";"Momartik"
"Mustéflott (Mâle)";"Palkia";"Mustéflott (Mâle)"
"Cheniselle (Cape Sable)";"Noctunoir";"Noctunoir"
"Pachirisu (Mâle)";"Scorvol";"Pachirisu (Mâle)"
"Simiabraz";"Cheniselle (Cape Sable)";"Simiabraz"
"Archéodong";"Coatox (Mâle)";"Coatox (Mâle)"
"Charkos";"Motisma (Hélice)";"Motisma (Hélice)"
"Capidextre (Femelle)";"Yanméga";"Yanméga"
"Gallame";"Dialga";"Dialga"
"Lucario";"Gallame";"Lucario"
"Mustéflott (Mâle)";"Momartik";"Mustéflott (Mâle)"
"Mélokrik (Femelle)";"Mammochon (Mâle)";"Mammochon (Mâle)"
"Chaffreux";"Rhinastoc (Mâle)";"Rhinastoc (Mâle)"
"Cheniselle (Cape Sable)";"Mammochon (Mâle)";"Mammochon (Mâle)"
"Vortente";"Shaymin (Terrestre)";"Shaymin (Terrestre)"
"Papilord";"Dialga";"Dialga"
"Mustéflott (Mâle)";"Luminéon (Femelle)";"Mustéflott (Mâle)"
"Apireine";"Mammochon (Mâle)";"Apireine"
"Castorno (Femelle)";"Coudlangue";"Coudlangue"
"Maganon";"Togekiss";"Togekiss"
"Etouraptor (Mâle)";"Cresselia";"Cresselia"
"Lockpin";"Porygon-Z";"Porygon-Z"
"Heatran";"Manaphy";"Heatran"
"Castorno (Femelle)";"Momartik";"Momartik"
"Castorno (Femelle)";"Carchacrok (Mâle)";"Carchacrok (Mâle)"
"Roserade (Femelle)";"Cheniselle (Cape Sable)";"Roserade (Femelle)"
"Pijako";"Créhelf";"Créhelf"
"Simiabraz";"Noctunoir";"Noctunoir"
"Tritosor (Mer Orient)";"Vortente";"Tritosor (Mer Orient)"
"Etouraptor (Mâle)";"Hippodocus (Femelle)";"Hippodocus (Femelle)"
"Charkos";"Shaymin (Terrestre)";"Shaymin (Terrestre)"
"Chaffreux";"Hippodocus (Femelle)";"Hippodocus (Femelle)"
"Mélokrik (Femelle)";"Scorvol";"Scorvol"
"Yanméga";"Darkrai";"Yanméga"
"Pijako";"Coatox (Mâle)";"Coatox (Mâle)"
"Lockpin";"Coudlangue";"Lockpin"
"Rhinastoc (Mâle)";"Créhelf";"Rhinastoc (Mâle)"
"Torterra";"Gallame";"Gallame"
"Tarinorme";"Regigigas";"Regigigas"
"Chaffreux";"Givrali";"Givrali"
"Hippodocus (Femelle)";"Rhinastoc (Mâle)";"Hippodocus (Femelle)"
"Coatox (Mâle)";"Togekiss";"Coatox (Mâle)"
"Spiritomb";"Darkrai";"Spiritomb"
"Castorno (Femelle)";"Créfadet";"Créfadet"
"Tritosor (Mer Orient)";"Magnézone";"Tritosor (Mer Orient)"
"Roserade (Femelle)";"Mustéflott (Mâle)";"Mustéflott (Mâle)"
"Shaymin (Terrestre)";"Arceus (Normal)";"Arceus (Normal)"
"Hippodocus (Femelle)";"Créfollet";"Hippodocus (Femelle)"
"Heatran";"Cresselia";"Cresselia"
"Capidextre (Femelle)";"Porygon-Z";"Porygon-Z"
"Tarinorme";"Noctunoir";"Noctunoir"
"Hippodocus (Femelle)";"Coudlangue";"Hippodocus (Femelle)"
"Pijako";"Phyllali";"Phyllali"
"Blizzaroi (Femelle)";"Maganon";"Blizzaroi (Femelle)"
"Papilord";"Noctunoir";"Papilord"
"Vortente";"Maganon";"Vortente"
"Torterra";"Vortente";"Torterra"
"Etouraptor (Mâle)";"Togekiss";"Etouraptor (Mâle)"
"Tritosor (Mer Orient)";"Cresselia";"Tritosor (Mer Orient)"
"Rhinastoc (Mâle)";"Arceus (Normal)";"Rhinastoc (Mâle)"
"Cheniselle (Cape Sable)";"Luminéon (Femelle)";"Luminéon (Femelle)"
"Magirêve";"Corboss";"Magirêve"
"Castorno (Femelle)";"Archéodong";"Archéodong"
"Bastiodon";"Cheniselle (Cape Sable)";"Cheniselle (Cape Sable)"
"Togekiss";"Créfadet";"Créfadet"
"Dimoret (Mâle)";"Manaphy";"Dimoret (Mâle)"
"Momartik";"Cresselia";"Cresselia"
"Grodrive";"Phione";"Phione"
"Mammochon (Mâle)";"Gallame";"Gallame"
"Castorno (Femelle)";"Arceus (Normal)";"Arceus (Normal)"
"Roserade (Femelle)";"Mammochon (Mâle)";"Roserade (Femelle)"
"Togekiss";"Givrali";"Givrali"
"Tarinorme";"Manaphy";"Manaphy"
"Apireine";"Elekable";"Elekable"
"Pachirisu (Mâle)";"Coatox (Mâle)";"Pachirisu (Mâle)"
"Bastiodon";"Créfadet";"Créfadet"
"Mélokrik (Femelle)";"Drascore";"Drascore"
"Etouraptor (Mâle)";"Shaymin (Terrestre)";"Etouraptor (Mâle)"
"Mustéflott (Mâle)";"Archéodong";"Mustéflott (Mâle)"
"Mustéflott (Mâle)";"Créfollet";"Mustéflott (Mâle)"
"Elekable";"Porygon-Z";"Porygon-Z"
"Moufflair";"Vortente";"Vortente"
"Magirêve";"Dialga";"Magirêve"
"Mammochon (Mâle)";"Darkrai";"Mammochon (Mâle)"
"Pachirisu (Mâle)";"Yanméga";"Yanméga"
"Tarinorme";"Phione";"Phione"
"Yanméga";"Porygon-Z";"Yanméga"
"Corboss";"Dimoret (Mâle)";"Dimoret (Mâle)"
"Papilord";"Phione";"Phione"
"Carchacrok (Mâle)";"Dimoret (Mâle)";"Dimoret (Mâle)"
"Tritosor (Mer Orient)";"Tarinorme";"Tritosor (Mer Orient)"
"Simiabraz";"Motisma (Hélice)";"Motisma (Hélice)"
"Coatox (Mâle)";"Momartik";"Momartik"
"Magnézone";"Maganon";"Magnézone"
"Luxray (Mâle)";"Mammochon (Mâle)";"Luxray (Mâle)"
"Roserade (Femelle)";"Rhinastoc (Mâle)";"Rhinastoc (Mâle)"
"Torterra";"Luminéon (Femelle)";"Luminéon (Femelle)"
"Momartik";"Arceus (Normal)";"Momartik"
"Tritosor (Mer Orient)";"Heatran";"Tritosor (Mer Orient)"
"Phyllali";"Mammochon (Mâle)";"Phyllali"
"Dimoret (Mâle)";"Togekiss";"Dimoret (Mâle)"
"Chaffreux";"Carchacrok (Mâle)";"Carchacrok (Mâle)"
"Moufflair";"Rhinastoc (Mâle)";"Rhinastoc (Mâle)"
"Heatran";"Giratina";"Giratina"
"Luxray (Mâle)";"Grodrive";"Luxray (Mâle)"
"Luxray (Mâle)";"Magirêve";"Luxray (Mâle)"
"Spiritomb";"Giratina";"Spiritomb"
"Papilord";"Dimoret (Mâle)";"Dimoret (Mâle)"
"Pijako";"Phione";"Phione"
"Tritosor (Mer Orient)";"Togekiss";"Tritosor (Mer Orient)"
"Carchacrok (Mâle)";"Maganon";"Carchacrok (Mâle)"
"Carchacrok (Mâle)";"Givrali";"Givrali"
"Mammochon (Mâle)";"Palkia";"Mammochon (Mâle)"
"Castorno (Femelle)";"Porygon-Z";"Porygon-Z"
"Pingoléon";"Magnézone";"Pingoléon"
"Carchacrok (Mâle)";"Heatran";"Heatran"
"Capidextre (Femelle)";"Grodrive";"Grodrive"
"Grodrive";"Noctunoir";"Noctunoir"
"Chaffreux";"Bouldeneu (Femelle)";"Bouldeneu (Femelle)"
"Carchacrok (Mâle)";"Hippodocus (Femelle)";"Hippodocus (Femelle)"
"Créfollet";"Heatran";"Heatran"
"Capidextre (Femelle)";"Dimoret (Mâle)";"Dimoret (Mâle)"
"Blizzaroi (Femelle)";"Gallame";"Gallame"
"Cheniselle (Cape Sable)";"Spiritomb";"Spiritomb"
"Lucario";"Créfollet";"Lucario"
"Torterra";"Bastiodon";"Torterra"
"Tritosor (Mer Orient)";"Créhelf";"Tritosor (Mer Orient)"
"Rhinastoc (Mâle)";"Scorvol";"Rhinastoc (Mâle)"
"Lockpin";"Shaymin (Terrestre)";"Shaymin (Terrestre)"
"Magnézone";"Arceus (Normal)";"Arceus (Normal)"
"Moufflair";"Scorvol";"Scorvol"
"Drascore";"Motisma (Hélice)";"Motisma (Hélice)"
"Capidextre (Femelle)";"Carchacrok (Mâle)";"Carchacrok (Mâle)"
"Mélokrik (Femelle)";"Charkos";"Mélokrik (Femelle)"
"Blizzaroi (Femelle)";"Tarinorme";"Tarinorme"
"Capidextre (Femelle)";"Chaffreux";"Chaffreux"
"Corboss";"Pijako";"Pijako"
"Magnézone";"Créhelf";"Créhelf"
"Tritosor (Mer Orient)";"Phyllali";"Tritosor (Mer Orient)"
"Charkos";"Heatran";"Heatran"
"Givrali";"Giratina";"Givrali"
"Tritosor (Mer Orient)";"Scorvol";"Tritosor (Mer Orient)"
"Simiabraz";"Giratina";"Simiabraz"
"Etouraptor (Mâle)";"Spiritomb";"Etouraptor (Mâle)"
"Tritosor (Mer Orient)";"Coudlangue";"Tritosor (Mer Orient)"
"Palkia";"Shaymin (Terrestre)";"Shaymin (Terrestre)"
"Pijako";"Cresselia";"Cresselia"
"Carchacrok (Mâle)";"Darkrai";"Carchacrok (Mâle)"
"Coudlangue";"Noctunoir";"Noctunoir"
"Bastiodon";"Momartik";"Momartik"
"Coatox (Mâle)";"Mammochon (Mâle)";"Coatox (Mâle)"
"Maganon";"Noctunoir";"Noctunoir"
"Charkos";"Lucario";"Lucario"
"Pingoléon";"Givrali";"Givrali"
"Pingoléon";"Mammochon (Mâle)";"Pingoléon"
"Mélokrik (Femelle)";"Cheniselle (Cape Sable)";"Cheniselle (Cape Sable)"
"Mélokrik (Femelle)";"Pijako";"Pijako"
"Bouldeneu (Femelle)";"Giratina";"Giratina"
"Spiritomb";"Créfadet";"Créfadet"
"Corboss";"Archéodong";"Corboss"
"Lucario";"Porygon-Z";"Lucario"
"Chaffreux";"Momartik";"Chaffreux"
"Gallame";"Motisma (Hélice)";"Motisma (Hélice)"
"Cheniselle (Cape Sable)";"Maganon";"Cheniselle (Cape Sable)"
"Spiritomb";"Givrali";"Givrali"
"Mustéflott (Mâle)";"Lockpin";"Mustéflott (Mâle)"
"Pingoléon";"Gallame";"Gallame"
"Moufflair";"Elekable";"Elekable"
"Pachirisu (Mâle)";"Noctunoir";"Pachirisu (Mâle)"
"Luxray (Mâle)";"Noctunoir";"Luxray (Mâle)"
"Drascore";"Maganon";"Drascore"
"Papilord";"Maganon";"Papilord"
"Créfollet";"Phione";"Phione"
"Cheniselle (Cape Sable)";"Palkia";"Cheniselle (Cape Sable)"
"Cheniselle (Cape Sable)";"Lucario";"Lucario"
"Grodrive";"Vortente";"Grodrive"
"Lockpin";"Créfollet";"Lockpin"
"Moufflair";"Togekiss";"Togekiss"
"Blizzaroi (Femelle)";"Shaymin (Terrestre)";"Shaymin (Terrestre)"
"Cheniselle (Cape Sable)";"Porygon-Z";"Porygon-Z"
"Papilord";"Tritosor (Mer Orient)";"Tritosor (Mer Orient)"
"Luxray (Mâle)";"Giratina";"Luxray (Mâle)"
"Mustéflott (Mâle)";"Maganon";"Mustéflott (Mâle)"
"Charkos";"Givrali";"Givrali"
"Regigigas";"Arceus (Normal)";"Arceus (Normal)"
"Palkia";"Cresselia";"Cresselia"
"Tritosor (Mer Orient)";"Elekable";"Tritosor (Mer Orient)"
"Carchacrok (Mâle)";"Drascore";"Drascore"
"Phyllali";"Créhelf";"Phyllali"
"Castorno (Femelle)";"Darkrai";"Darkrai"
"Mustéflott (Mâle)";"Capidextre (Femelle)";"Mustéflott (Mâle)"
"Pijako";"Noctunoir";"Pijako"
"Lockpin";"Tarinorme";"Lockpin"
"Givrali";"Momartik";"Givrali"
"Corboss";"Palkia";"Corboss"
"Castorno (Femelle)";"Noctunoir";"Noctunoir"
"Moufflair";"Heatran";"Heatran"
"Etouraptor (Mâle)";"Roserade (Femelle)";"Roserade (Femelle)"
"Magnézone";"Manaphy";"Manaphy"
"Grodrive";"Phyllali";"Phyllali"
"Pingoléon";"Spiritomb";"Spiritomb"
"Capidextre (Femelle)";"Lockpin";"Lockpin"
"Mélokrik (Femelle)";"Arceus (Normal)";"Arceus (Normal)"
"Charkos";"Giratina";"Giratina"
"Porygon-Z";"Créfadet";"Porygon-Z"
"Yanméga";"Manaphy";"Yanméga"
"Moufflair";"Porygon-Z";"Porygon-Z"
"Charkos";"Arceus (Normal)";"Arceus (Normal)"
"Coatox (Mâle)";"Tarinorme";"Coatox (Mâle)"
"Castorno (Femelle)";"Pachirisu (Mâle)";"Pachirisu (Mâle)"
"Carchacrok (Mâle)";"Shaymin (Terrestre)";"Shaymin (Terrestre)"
"Pingoléon";"Heatran";"Heatran"
"Simiabraz";"Regigigas";"Regigigas"
"Luxray (Mâle)";"Bouldeneu (Femelle)";"Luxray (Mâle)"
"Magnézone";"Regigigas";"Regigigas"
"Motisma (Hélice)";"Shaymin (Terrestre)";"Motisma (Hélice)"
"Bastiodon";"Bouldeneu (Femelle)";"Bouldeneu (Femelle)"
"Simiabraz";"Momartik";"Momartik"
"Créhelf";"Phione";"Créhelf"
"Dimoret (Mâle)";"Phyllali";"Dimoret (Mâle)"
"Mélokrik (Femelle)";"Noctunoir";"Noctunoir"
"Simiabraz";"Rhinastoc (Mâle)";"Rhinastoc (Mâle)"
"Lockpin";"Pijako";"Pijako"
"Lockpin";"Corboss";"Corboss"
"Archéodong";"Hippodocus (Femelle)";"Hippodocus (Femelle)"
"Roserade (Femelle)";"Elekable";"Roserade (Femelle)"
"Papilord";"Coudlangue";"Papilord"
"Luminéon (Femelle)";"Manaphy";"Luminéon (Femelle)"
"Scorvol";"Giratina";"Giratina"
"Papilord";"Blizzaroi (Femelle)";"Papilord"
"Torterra";"Cresselia";"Cresselia"
"Etouraptor (Mâle)";"Créfollet";"Etouraptor (Mâle)"
"Archéodong";"Carchacrok (Mâle)";"Carchacrok (Mâle)"
"Phyllali";"Arceus (Normal)";"Phyllali"
"Regigigas";"Phione";"Regigigas"
"Charkos";"Chaffreux";"Chaffreux"
"Coatox (Mâle)";"Heatran";"Coatox (Mâle)"
"Yanméga";"Mammochon (Mâle)";"Yanméga"
"Pijako";"Blizzaroi (Femelle)";"Pijako"
"Pingoléon";"Carchacrok (Mâle)";"Pingoléon"
"Luxray (Mâle)";"Bastiodon";"Luxray (Mâle)"
"Mammochon (Mâle)";"Regigigas";"Regigigas"
"Simiabraz";"Elekable";"Simiabraz"
"Castorno (Femelle)";"Palkia";"Palkia"
"Drascore";"Manaphy";"Drascore"
"Grodrive";"Momartik";"Momartik"
"Dimoret (Mâle)";"Mammochon (Mâle)";"Dimoret (Mâle)"
"Magirêve";"Maganon";"Magirêve"
"Corboss";"Drascore";"Corboss"
"Torterra";"Lucario";"Lucario"
"Rhinastoc (Mâle)";"Yanméga";"Yanméga"
"Magirêve";"Blizzaroi (Femelle)";"Magirêve"
"Spiritomb";"Créfollet";"Spiritomb"
"Coudlangue";"Tarinorme";"Coudlangue"
"Lucario";"Darkrai";"Lucario"
"Rhinastoc (Mâle)";"Phione";"Rhinastoc (Mâle)"
"Coudlangue";"Givrali";"Givrali"
"Vortente";"Giratina";"Giratina"
"Noctunoir";"Giratina";"Giratina"
"Scorvol";"Heatran";"Heatran"
"Phyllali";"Cresselia";"Phyllali"
"Yanméga";"Scorvol";"Yanméga"
"Rhinastoc (Mâle)";"Palkia";"Rhinastoc (Mâle)"
"Luxray (Mâle)";"Dimoret (Mâle)";"Luxray (Mâle)"
"Etouraptor (Mâle)";"Palkia";"Etouraptor (Mâle)"
"Roserade (Femelle)";"Grodrive";"Roserade (Femelle)"
"Castorno (Femelle)";"Regigigas";"Regigigas"
"Motisma (Hélice)";"Palkia";"Motisma (Hélice)"
"Givrali";"Arceus (Normal)";"Givrali"
"Pachirisu (Mâle)";"Mammochon (Mâle)";"Pachirisu (Mâle)"
"Blizzaroi (Femelle)";"Phyllali";"Phyllali"
"Simiabraz";"Carchacrok (Mâle)";"Simiabraz"
"Pingoléon";"Tarinorme";"Pingoléon"
"Castorno (Femelle)";"Togekiss";"Togekiss"
"Pingoléon";"Capidextre (Femelle)";"Pingoléon"
"Togekiss";"Dialga";"Dialga"
"Carchacrok (Mâle)";"Arceus (Normal)";"Arceus (Normal)"
"Tarinorme";"Palkia";"Tarinorme"
"Spiritomb";"Lucario";"Lucario"
"Coatox (Mâle)";"Magnézone";"Coatox (Mâle)"
"Apireine";"Darkrai";"Apireine"
"Rhinastoc (Mâle)";"Tarinorme";"Rhinastoc (Mâle)"
"Momartik";"Phione";"Momartik"
"Elekable";"Mammochon (Mâle)";"Elekable"
"Luxray (Mâle)";"Créfollet";"Luxray (Mâle)"
"Capidextre (Femelle)";"Hippodocus (Femelle)";"Hippodocus (Femelle)"
"Cheniselle (Cape Sable)";"Phyllali";"Phyllali"
"Roserade (Femelle)";"Porygon-Z";"Roserade (Femelle)"
"Pingoléon";"Castorno (Femelle)";"Pingoléon"
"Spiritomb";"Arceus (Normal)";"Arceus (Normal)"
"Togekiss";"Cresselia";"Cresselia"
"Elekable";"Heatran";"Elekable"
"Corboss";"Spiritomb";"Corboss"
"Créfollet";"Créfadet";"Créfadet"
"Mustéflott (Mâle)";"Manaphy";"Mustéflott (Mâle)"
"Elekable";"Palkia";"Elekable"
"Charkos";"Carchacrok (Mâle)";"Carchacrok (Mâle)"
"Carchacrok (Mâle)";"Créfollet";"Carchacrok (Mâle)"
"Capidextre (Femelle)";"Phyllali";"Phyllali"
"Elekable";"Giratina";"Giratina"
"Dialga";"Palkia";"Dialga"
"Capidextre (Femelle)";"Manaphy";"Manaphy"
"Pachirisu (Mâle)";"Givrali";"Givrali"
"Porygon-Z";"Shaymin (Terrestre)";"Porygon-Z"
"Mustéflott (Mâle)";"Moufflair";"Mustéflott (Mâle)"
"Etouraptor (Mâle)";"Archéodong";"Etouraptor (Mâle)"
"Luminéon (Femelle)";"Maganon";"Luminéon (Femelle)"
"Mustéflott (Mâle)";"Tritosor (Mer Orient)";"Mustéflott (Mâle)"
"Tritosor (Mer Orient)";"Yanméga";"Yanméga"
"Bastiodon";"Mustéflott (Mâle)";"Mustéflott (Mâle)"
"Magirêve";"Coatox (Mâle)";"Magirêve"
"Bastiodon";"Pachirisu (Mâle)";"Pachirisu (Mâle)"
"Luxray (Mâle)";"Coatox (Mâle)";"Luxray (Mâle)"
"Magirêve";"Phione";"Magirêve"
"Phyllali";"Gallame";"Phyllali"
"Créhelf";"Créfadet";"Créfadet"
"Tarinorme";"Heatran";"Heatran"
"Magirêve";"Motisma (Hélice)";"Motisma (Hélice)"
"Pachirisu (Mâle)";"Magirêve";"Magirêve"
"Torterra";"Apireine";"Torterra"
"Drascore";"Noctunoir";"Drascore"
"Mustéflott (Mâle)";"Drascore";"Mustéflott (Mâle)"
"Coudlangue";"Heatran";"Heatran"
"Capidextre (Femelle)";"Shaymin (Terrestre)";"Shaymin (Terrestre)"
"Carchacrok (Mâle)";"Magnézone";"Carchacrok (Mâle)"
"Etouraptor (Mâle)";"Heatran";"Etouraptor (Mâle)"
"Magnézone";"Darkrai";"Magnézone"
"Darkrai";"Shaymin (Terrestre)";"Shaymin (Terrestre)"
"Capidextre (Femelle)";"Luminéon (Femelle)";"Luminéon (Femelle)"
"Bastiodon";"Dimoret (Mâle)";"Dimoret (Mâle)"
"Luxray (Mâle)";"Tarinorme";"Luxray (Mâle)"
"Carchacrok (Mâle)";"Lucario";"Lucario"
"Apireine";"Lucario";"Lucario"
"Mustéflott (Mâle)";"Chaffreux";"Mustéflott (Mâle)"
"Coudlangue";"Bouldeneu (Femelle)";"Coudlangue"
"Vortente";"Créhelf";"Créhelf"
"Pachirisu (Mâle)";"Blizzaroi (Femelle)";"Pachirisu (Mâle)"
"Cheniselle (Cape Sable)";"Dimoret (Mâle)";"Dimoret (Mâle)"
"Charkos";"Bouldeneu (Femelle)";"Bouldeneu (Femelle)"
"Magnézone";"Yanméga";"Yanméga"
"Pingoléon";"Shaymin (Terrestre)";"Shaymin (Terrestre)"
"Mélokrik (Femelle)";"Archéodong";"Archéodong"
"Coatox (Mâle)";"Darkrai";"Coatox (Mâle)"
"Magirêve";"Luminéon (Femelle)";"Magirêve"
"Apireine";"Carchacrok (Mâle)";"Apireine"
"Scorvol";"Mammochon (Mâle)";"Scorvol"
"Simiabraz";"Mélokrik (Femelle)";"Simiabraz"
"Pingoléon";"Momartik";"Momartik"
"Papilord";"Coatox (Mâle)";"Coatox (Mâle)"
"Maganon";"Scorvol";"Scorvol"
"Luminéon (Femelle)";"Rhinastoc (Mâle)";"Rhinastoc (Mâle)"
"Pachirisu (Mâle)";"Phione";"Pachirisu (Mâle)"
"Mammochon (Mâle)";"Momartik";"Momartik"
"Castorno (Femelle)";"Gallame";"Gallame"
"Papilord";"Luminéon (Femelle)";"Papilord"
"Corboss";"Magnézone";"Corboss"
"Gallame";"Shaymin (Terrestre)";"Gallame"
"Mammochon (Mâle)";"Shaymin (Terrestre)";"Shaymin (Terrestre)"
"Roserade (Femelle)";"Créfollet";"Roserade (Femelle)"
"Coatox (Mâle)";"Phione";"Coatox (Mâle)"
"Capidextre (Femelle)";"Créhelf";"Créhelf"
"Tritosor (Mer Orient)";"Spiritomb";"Tritosor (Mer Orient)"
"Chaffreux";"Phione";"Phione"
"Dimoret (Mâle)";"Dialga";"Dialga"
"Pachirisu (Mâle)";"Tritosor (Mer Orient)";"Tritosor (Mer Orient)"
"Etouraptor (Mâle)";"Dimoret (Mâle)";"Dimoret (Mâle)"
"Apireine";"Magnézone";"Apireine"
"Etouraptor (Mâle)";"Arceus (Normal)";"Arceus (Normal)"
"Bastiodon";"Archéodong";"Bastiodon"
"Etouraptor (Mâle)";"Castorno (Femelle)";"Etouraptor (Mâle)"
"Corboss";"Blizzaroi (Femelle)";"Corboss"
"Luminéon (Femelle)";"Phyllali";"Phyllali"
"Giratina";"Arceus (Normal)";"Arceus (Normal)"
"Mélokrik (Femelle)";"Magnézone";"Magnézone"
"Cheniselle (Cape Sable)";"Manaphy";"Cheniselle (Cape Sable)"
"Luminéon (Femelle)";"Dimoret (Mâle)";"Dimoret (Mâle)"
"Pingoléon";"Pachirisu (Mâle)";"Pachirisu (Mâle)"
"Corboss";"Scorvol";"Corboss"
"Elekable";"Manaphy";"Elekable"
"Spiritomb";"Carchacrok (Mâle)";"Spiritomb"
"Apireine";"Dialga";"Dialga"
"Spiritomb";"Rhinastoc (Mâle)";"Rhinastoc (Mâle)"
"Bastiodon";"Darkrai";"Darkrai"
"Vortente";"Coudlangue";"Coudlangue"
"Hippodocus (Femelle)";"Momartik";"Hippodocus (Femelle)"
"Spiritomb";"Porygon-Z";"Porygon-Z"
"Givrali";"Mammochon (Mâle)";"Givrali"
"Dimoret (Mâle)";"Phione";"Dimoret (Mâle)"
"Scorvol";"Palkia";"Scorvol"
"Drascore";"Dimoret (Mâle)";"Dimoret (Mâle)"
"Vortente";"Motisma (Hélice)";"Motisma (Hélice)"
"Rhinastoc (Mâle)";"Créfollet";"Rhinastoc (Mâle)"
"Drascore";"Shaymin (Terrestre)";"Drascore"
"Tarinorme";"Giratina";"Giratina"
"Lockpin";"Togekiss";"Lockpin"
"Coudlangue";"Scorvol";"Scorvol"
"Noctunoir";"Darkrai";"Noctunoir"
"Apireine";"Phyllali";"Phyllali"
"Chaffreux";"Manaphy";"Chaffreux"
"Etouraptor (Mâle)";"Maganon";"Etouraptor (Mâle)"
"Togekiss";"Giratina";"Giratina"
"Togekiss";"Porygon-Z";"Porygon-Z"
"Etouraptor (Mâle)";"Dialga";"Dialga"
"Pingoléon";"Manaphy";"Pingoléon"
"Noctunoir";"Shaymin (Terrestre)";"Shaymin (Terrestre)"
"Apireine";"Momartik";"Momartik"
"Simiabraz";"Shaymin (Terrestre)";"Simiabraz"
"Blizzaroi (Femelle)";"Créfollet";"Blizzaroi (Femelle)"
"Charkos";"Spiritomb";"Spiritomb"
"Papilord";"Hippodocus (Femelle)";"Hippodocus (Femelle)"
"Castorno (Femelle)";"Corboss";"Corboss"
"Yanméga";"Momartik";"Yanméga"
"Lucario";"Phione";"Lucario"
"Créfadet";"Heatran";"Créfadet"
"Etouraptor (Mâle)";"Apireine";"Etouraptor (Mâle)"
"Luxray (Mâle)";"Chaffreux";"Luxray (Mâle)"
"Pingoléon";"Corboss";"Corboss"
"Pijako";"Vortente";"Pijako"
"Hippodocus (Femelle)";"Tarinorme";"Hippodocus (Femelle)"
"Capidextre (Femelle)";"Givrali";"Givrali"
"Elekable";"Givrali";"Givrali"
"Roserade (Femelle)";"Corboss";"Corboss"
"Moufflair";"Motisma (Hélice)";"Motisma (Hélice)"
"Hippodocus (Femelle)";"Cresselia";"Cresselia"
"Simiabraz";"Gallame";"Gallame"
"Manaphy";"Arceus (Normal)";"Arceus (Normal)"
"Tritosor (Mer Orient)";"Palkia";"Tritosor (Mer Orient)"
"Vortente";"Elekable";"Elekable"
"Moufflair";"Archéodong";"Archéodong"
