"P1";"P2";"Vainqueur"
"Qwilfish";"Entei";"Entei"
"Tarpaud (Mâle)";"Insolourdo";"Tarpaud (Mâle)"
"Aligatueur";"Joliflor";"Aligatueur"
"Joliflor";"Octillery (Mâle)";"Joliflor"
"Xatu (Mâle)";"Ho-Oh";"Ho-Oh"
"Cadoizo";"Tyranocif";"Cadoizo"
"Cizayox (Femelle)";"Caratroc";"Cizayox (Femelle)"
"Cotovol";"Mentali";"Mentali"
"Scarhino (Mâle)";"Donphan (Mâle)";"Scarhino (Mâle)"
"Kapoera";"Raikou";"Raikou"
"Joliflor";"Cadoizo";"Cadoizo"
"Xatu (Mâle)";"Démanta";"Démanta"
"Cotovol";"Kapoera";"Kapoera"
"Ecrémeuh";"Celebi";"Celebi"
"Noctali";"Cizayox (Femelle)";"Noctali"
"Cotovol";"Volcaropod";"Volcaropod"
"Nostenfer";"Airmure";"Nostenfer"
"Aligatueur";"Nostenfer";"Nostenfer"
"Pharamp";"Ho-Oh";"Ho-Oh"
"Fouinar";"Insolourdo";"Fouinar"
"Méganium (Mâle)";"Qwilfish";"Méganium (Mâle)"
"Qwilfish";"Ecrémeuh";"Ecrémeuh"
"Octillery (Mâle)";"Airmure";"Airmure"
"Pharamp";"Raikou";"Raikou"
"Migalos";"Celebi";"Migalos"
"Simularbre (Mâle)";"Suicune";"Suicune"
"Simularbre (Mâle)";"Kapoera";"Kapoera"
"Lanturn";"Octillery (Mâle)";"Lanturn"
"Typhlosion";"Foretress";"Typhlosion"
"Scarhino (Mâle)";"Airmure";"Scarhino (Mâle)"
"Qulbutoké (Mâle)";"Tyranocif";"Tyranocif"
"Azumarill";"Simularbre (Mâle)";"Simularbre (Mâle)"
"Qulbutoké (Mâle)";"Suicune";"Suicune"
"Tarpaud (Mâle)";"Scarhino (Mâle)";"Tarpaud (Mâle)"
"Maraiste (Mâle)";"Granbull";"Maraiste (Mâle)"
"Fouinar";"Leuphorie";"Fouinar"
"Foretress";"Granbull";"Foretress"
"Girafarig (Mâle)";"Raikou";"Girafarig (Mâle)"
"Xatu (Mâle)";"Scarhino (Mâle)";"Scarhino (Mâle)"
"Granbull";"Ecrémeuh";"Ecrémeuh"
"Tarpaud (Mâle)";"Ho-Oh";"Ho-Oh"
"Héliatronc";"Caratroc";"Caratroc"
"Qulbutoké (Mâle)";"Steelix (Mâle)";"Qulbutoké (Mâle)"
"Noarfang";"Cotovol";"Noarfang"
"Cotovol";"Ho-Oh";"Ho-Oh"
"Leuphorie";"Entei";"Entei"
"Nostenfer";"Foretress";"Nostenfer"
"Tarpaud (Mâle)";"Ecrémeuh";"Tarpaud (Mâle)"
"Coxyclaque (Mâle)";"Démolosse (Mâle)";"Démolosse (Mâle)"
"Octillery (Mâle)";"Donphan (Mâle)";"Donphan (Mâle)"
"Corayon";"Leuphorie";"Corayon"
"Qulbutoké (Mâle)";"Entei";"Entei"
"Joliflor";"Azumarill";"Joliflor"
"Scarhino (Mâle)";"Corayon";"Scarhino (Mâle)"
"Granbull";"Donphan (Mâle)";"Donphan (Mâle)"
"Scarhino (Mâle)";"Leuphorie";"Scarhino (Mâle)"
"Aligatueur";"Corayon";"Corayon"
"Lugia";"Ho-Oh";"Lugia"
"Coxyclaque (Mâle)";"Maraiste (Mâle)";"Coxyclaque (Mâle)"
"Cotovol";"Qulbutoké (Mâle)";"Qulbutoké (Mâle)"
"Azumarill";"Cotovol";"Azumarill"
"Girafarig (Mâle)";"Suicune";"Suicune"
"Insolourdo";"Steelix (Mâle)";"Insolourdo"
"Nostenfer";"Lugia";"Lugia"
"Fouinar";"Scarhino (Mâle)";"Scarhino (Mâle)"
"Girafarig (Mâle)";"Granbull";"Girafarig (Mâle)"
"Mentali";"Corayon";"Mentali"
"Ecrémeuh";"Leuphorie";"Ecrémeuh"
"Lanturn";"Mentali";"Mentali"
"Cotovol";"Cadoizo";"Cadoizo"
"Xatu (Mâle)";"Leuphorie";"Xatu (Mâle)"
"Méganium (Mâle)";"Airmure";"Méganium (Mâle)"
"Nostenfer";"Pharamp";"Nostenfer"
"Coxyclaque (Mâle)";"Insolourdo";"Insolourdo"
"Héliatronc";"Cadoizo";"Cadoizo"
"Joliflor";"Démolosse (Mâle)";"Démolosse (Mâle)"
"Noctali";"Granbull";"Noctali"
"Cizayox (Femelle)";"Raikou";"Raikou"
"Fouinar";"Foretress";"Fouinar"
"Azumarill";"Donphan (Mâle)";"Azumarill"
"Qulbutoké (Mâle)";"Raikou";"Raikou"
"Joliflor";"Cizayox (Femelle)";"Cizayox (Femelle)"
"Lanturn";"Caratroc";"Lanturn"
"Ho-Oh";"Celebi";"Ho-Oh"
"Roigada";"Insolourdo";"Insolourdo"
"Aligatueur";"Lugia";"Lugia"
"Noctali";"Celebi";"Noctali"
"Cadoizo";"Hyporoi";"Hyporoi"
"Typhlosion";"Démanta";"Démanta"
"Foretress";"Suicune";"Suicune"
"Noctali";"Ho-Oh";"Noctali"
"Steelix (Mâle)";"Entei";"Entei"
"Qulbutoké (Mâle)";"Qwilfish";"Qulbutoké (Mâle)"
"Démolosse (Mâle)";"Ho-Oh";"Démolosse (Mâle)"
"Aligatueur";"Héliatronc";"Aligatueur"
"Lanturn";"Cizayox (Femelle)";"Lanturn"
"Noarfang";"Joliflor";"Noarfang"
"Hyporoi";"Kapoera";"Hyporoi"
"Kapoera";"Suicune";"Suicune"
"Noctali";"Démanta";"Noctali"
"Lugia";"Celebi";"Lugia"
"Aligatueur";"Airmure";"Airmure"
"Typhlosion";"Corayon";"Corayon"
"Ecrémeuh";"Entei";"Entei"
"Scarhino (Mâle)";"Hyporoi";"Scarhino (Mâle)"
"Cotovol";"Suicune";"Suicune"
"Pharamp";"Démanta";"Démanta"
"Typhlosion";"Lugia";"Lugia"
"Tarpaud (Mâle)";"Steelix (Mâle)";"Tarpaud (Mâle)"
"Octillery (Mâle)";"Ho-Oh";"Ho-Oh"
"Cizayox (Femelle)";"Ho-Oh";"Cizayox (Femelle)"
"Insolourdo";"Cizayox (Femelle)";"Cizayox (Femelle)"
"Fouinar";"Lugia";"Lugia"
"Aligatueur";"Entei";"Entei"
"Démolosse (Mâle)";"Leuphorie";"Démolosse (Mâle)"
"Coxyclaque (Mâle)";"Démanta";"Démanta"
"Steelix (Mâle)";"Volcaropod";"Volcaropod"
"Typhlosion";"Scarhino (Mâle)";"Scarhino (Mâle)"
"Coxyclaque (Mâle)";"Caratroc";"Coxyclaque (Mâle)"
"Volcaropod";"Entei";"Volcaropod"
"Qwilfish";"Octillery (Mâle)";"Octillery (Mâle)"
"Xatu (Mâle)";"Qwilfish";"Xatu (Mâle)"
"Démanta";"Entei";"Démanta"
"Migalos";"Raikou";"Migalos"
"Nostenfer";"Caratroc";"Nostenfer"
"Pharamp";"Mentali";"Mentali"
"Coxyclaque (Mâle)";"Mentali";"Mentali"
"Cizayox (Femelle)";"Démolosse (Mâle)";"Démolosse (Mâle)"
"Héliatronc";"Donphan (Mâle)";"Donphan (Mâle)"
"Démanta";"Raikou";"Démanta"
"Simularbre (Mâle)";"Insolourdo";"Simularbre (Mâle)"
"Démanta";"Suicune";"Suicune"
"Granbull";"Entei";"Entei"
"Mentali";"Volcaropod";"Mentali"
"Noarfang";"Démanta";"Noarfang"
"Héliatronc";"Raikou";"Raikou"
"Roigada";"Démolosse (Mâle)";"Démolosse (Mâle)"
"Tarpaud (Mâle)";"Démanta";"Démanta"
"Fouinar";"Donphan (Mâle)";"Donphan (Mâle)"
"Méganium (Mâle)";"Migalos";"Méganium (Mâle)"
"Azumarill";"Mentali";"Mentali"
"Aligatueur";"Leuphorie";"Aligatueur"
"Volcaropod";"Cadoizo";"Volcaropod"
"Simularbre (Mâle)";"Caratroc";"Simularbre (Mâle)"
"Cadoizo";"Leuphorie";"Cadoizo"
"Xatu (Mâle)";"Pharamp";"Pharamp"
"Démolosse (Mâle)";"Ecrémeuh";"Démolosse (Mâle)"
"Méganium (Mâle)";"Queulorior";"Méganium (Mâle)"
"Steelix (Mâle)";"Kapoera";"Kapoera"
"Nostenfer";"Octillery (Mâle)";"Nostenfer"
"Zarbi (D)";"Qulbutoké (Mâle)";"Zarbi (D)"
"Nostenfer";"Azumarill";"Nostenfer"
"Cizayox (Femelle)";"Volcaropod";"Cizayox (Femelle)"
"Héliatronc";"Démolosse (Mâle)";"Démolosse (Mâle)"
"Démanta";"Airmure";"Démanta"
"Donphan (Mâle)";"Leuphorie";"Donphan (Mâle)"
"Girafarig (Mâle)";"Démanta";"Girafarig (Mâle)"
"Héliatronc";"Foretress";"Foretress"
"Aligatueur";"Granbull";"Aligatueur"
"Cizayox (Femelle)";"Tyranocif";"Cizayox (Femelle)"
"Tarpaud (Mâle)";"Démolosse (Mâle)";"Démolosse (Mâle)"
"Fouinar";"Zarbi (D)";"Zarbi (D)"
"Pharamp";"Granbull";"Pharamp"
"Aligatueur";"Mentali";"Mentali"
"Lanturn";"Maraiste (Mâle)";"Lanturn"
"Migalos";"Simularbre (Mâle)";"Migalos"
"Azumarill";"Cadoizo";"Cadoizo"
"Xatu (Mâle)";"Airmure";"Airmure"
"Nostenfer";"Roigada";"Roigada"
"Queulorior";"Raikou";"Raikou"
"Typhlosion";"Tarpaud (Mâle)";"Tarpaud (Mâle)"
"Caratroc";"Celebi";"Celebi"
"Joliflor";"Démanta";"Démanta"
"Joliflor";"Leuphorie";"Joliflor"
"Noctali";"Leuphorie";"Noctali"
"Noarfang";"Airmure";"Noarfang"
"Girafarig (Mâle)";"Entei";"Girafarig (Mâle)"
"Xatu (Mâle)";"Zarbi (D)";"Zarbi (D)"
"Lanturn";"Hyporoi";"Lanturn"
"Méganium (Mâle)";"Cadoizo";"Méganium (Mâle)"
"Ecrémeuh";"Ho-Oh";"Ho-Oh"
"Migalos";"Mentali";"Mentali"
"Héliatronc";"Scarhino (Mâle)";"Scarhino (Mâle)"
"Démanta";"Hyporoi";"Hyporoi"
"Noarfang";"Kapoera";"Noarfang"
"Xatu (Mâle)";"Azumarill";"Azumarill"
"Lanturn";"Raikou";"Lanturn"
"Coxyclaque (Mâle)";"Scarhino (Mâle)";"Scarhino (Mâle)"
"Lanturn";"Héliatronc";"Lanturn"
"Lanturn";"Entei";"Lanturn"
"Azumarill";"Tyranocif";"Tyranocif"
"Volcaropod";"Octillery (Mâle)";"Volcaropod"
"Xatu (Mâle)";"Simularbre (Mâle)";"Simularbre (Mâle)"
"Migalos";"Ho-Oh";"Migalos"
"Migalos";"Suicune";"Suicune"
"Aligatueur";"Tarpaud (Mâle)";"Tarpaud (Mâle)"
"Scarhino (Mâle)";"Celebi";"Scarhino (Mâle)"
"Joliflor";"Entei";"Entei"
"Steelix (Mâle)";"Qwilfish";"Qwilfish"
"Simularbre (Mâle)";"Roigada";"Simularbre (Mâle)"
"Noarfang";"Volcaropod";"Noarfang"
"Azumarill";"Cizayox (Femelle)";"Cizayox (Femelle)"
"Noctali";"Lugia";"Noctali"
"Azumarill";"Héliatronc";"Azumarill"
"Noarfang";"Lugia";"Noarfang"
"Tarpaud (Mâle)";"Qulbutoké (Mâle)";"Tarpaud (Mâle)"
"Pharamp";"Celebi";"Celebi"
"Fouinar";"Volcaropod";"Volcaropod"
"Zarbi (D)";"Insolourdo";"Zarbi (D)"
"Noctali";"Kapoera";"Noctali"
"Pharamp";"Kapoera";"Pharamp"
"Volcaropod";"Leuphorie";"Volcaropod"
"Héliatronc";"Steelix (Mâle)";"Steelix (Mâle)"
"Insolourdo";"Qwilfish";"Insolourdo"
"Simularbre (Mâle)";"Héliatronc";"Simularbre (Mâle)"
"Simularbre (Mâle)";"Ecrémeuh";"Simularbre (Mâle)"
"Xatu (Mâle)";"Tyranocif";"Tyranocif"
"Typhlosion";"Celebi";"Celebi"
"Joliflor";"Granbull";"Joliflor"
"Airmure";"Suicune";"Suicune"
"Aligatueur";"Tyranocif";"Aligatueur"
"Octillery (Mâle)";"Entei";"Entei"
"Pharamp";"Scarhino (Mâle)";"Scarhino (Mâle)"
"Steelix (Mâle)";"Leuphorie";"Leuphorie"
"Migalos";"Volcaropod";"Migalos"
"Noarfang";"Raikou";"Noarfang"
"Tarpaud (Mâle)";"Mentali";"Mentali"
"Méganium (Mâle)";"Noarfang";"Méganium (Mâle)"
"Maraiste (Mâle)";"Zarbi (D)";"Zarbi (D)"
"Cotovol";"Héliatronc";"Héliatronc"
"Mentali";"Octillery (Mâle)";"Mentali"
"Lanturn";"Cotovol";"Lanturn"
"Maraiste (Mâle)";"Caratroc";"Caratroc"
"Suicune";"Lugia";"Suicune"
"Insolourdo";"Démanta";"Démanta"
"Aligatueur";"Hyporoi";"Hyporoi"
"Aligatueur";"Démolosse (Mâle)";"Démolosse (Mâle)"
"Hyporoi";"Suicune";"Suicune"
"Fouinar";"Raikou";"Raikou"
"Azumarill";"Ho-Oh";"Ho-Oh"
"Mentali";"Entei";"Mentali"
"Cotovol";"Girafarig (Mâle)";"Girafarig (Mâle)"
"Méganium (Mâle)";"Leuphorie";"Méganium (Mâle)"
"Foretress";"Cizayox (Femelle)";"Cizayox (Femelle)"
"Typhlosion";"Coxyclaque (Mâle)";"Typhlosion"
"Entei";"Suicune";"Suicune"
"Girafarig (Mâle)";"Qwilfish";"Girafarig (Mâle)"
"Joliflor";"Héliatronc";"Joliflor"
"Insolourdo";"Volcaropod";"Volcaropod"
"Foretress";"Airmure";"Airmure"
"Noctali";"Airmure";"Noctali"
"Noarfang";"Entei";"Noarfang"
"Queulorior";"Ecrémeuh";"Queulorior"
"Foretress";"Ho-Oh";"Ho-Oh"
"Steelix (Mâle)";"Suicune";"Suicune"
"Zarbi (D)";"Queulorior";"Zarbi (D)"
"Fouinar";"Héliatronc";"Fouinar"
"Girafarig (Mâle)";"Lugia";"Lugia"
"Airmure";"Kapoera";"Kapoera"
"Caratroc";"Tyranocif";"Caratroc"
"Démanta";"Kapoera";"Démanta"
"Qwilfish";"Queulorior";"Queulorior"
"Scarhino (Mâle)";"Entei";"Scarhino (Mâle)"
"Qulbutoké (Mâle)";"Hyporoi";"Hyporoi"
"Mentali";"Zarbi (D)";"Mentali"
"Foretress";"Lugia";"Lugia"
"Granbull";"Hyporoi";"Hyporoi"
"Joliflor";"Tarpaud (Mâle)";"Tarpaud (Mâle)"
"Démanta";"Donphan (Mâle)";"Démanta"
"Nostenfer";"Héliatronc";"Nostenfer"
"Zarbi (D)";"Cadoizo";"Zarbi (D)"
"Mentali";"Noctali";"Noctali"
"Coxyclaque (Mâle)";"Lugia";"Lugia"
"Cizayox (Femelle)";"Donphan (Mâle)";"Cizayox (Femelle)"
"Méganium (Mâle)";"Cizayox (Femelle)";"Méganium (Mâle)"
"Coxyclaque (Mâle)";"Volcaropod";"Volcaropod"
"Donphan (Mâle)";"Suicune";"Suicune"
"Cotovol";"Raikou";"Raikou"
"Mentali";"Girafarig (Mâle)";"Mentali"
"Tarpaud (Mâle)";"Corayon";"Corayon"
"Qulbutoké (Mâle)";"Démanta";"Démanta"
"Lanturn";"Qulbutoké (Mâle)";"Lanturn"
"Qulbutoké (Mâle)";"Foretress";"Foretress"
"Azumarill";"Qulbutoké (Mâle)";"Azumarill"
"Xatu (Mâle)";"Tarpaud (Mâle)";"Tarpaud (Mâle)"
"Typhlosion";"Qwilfish";"Typhlosion"
"Xatu (Mâle)";"Noctali";"Noctali"
"Zarbi (D)";"Hyporoi";"Hyporoi"
"Caratroc";"Kapoera";"Kapoera"
"Maraiste (Mâle)";"Démanta";"Démanta"
