"P1";"P2";"Vainqueur"
"Darumacho (Galar)";"Zamazenta (Héros Aguerri)";"Zamazenta (Héros Aguerri)"
"Lézargus";"Krakos";"Krakos"
"Polthégeist";"Zamazenta (Héros Aguerri)";"Zamazenta (Héros Aguerri)"
"Hexadron";"Wimessir (Mâle)";"Hexadron"
"Bekaglaçon (Tête de Gel)";"Qwilpik";"Bekaglaçon (Tête de Gel)"
"Limonde (Galar)";"Gorythmic";"Gorythmic"
"Moumouflon";"Palarticho";"Moumouflon"
"Galvagla";"Hydragon";"Galvagla"
"Dunaconda";"Farfurex";"Dunaconda"
"Astronelle";"Wimessir (Mâle)";"Astronelle"
"Krakos";"Cerbyllin";"Krakos"
"Blancoton";"Scolocendre";"Scolocendre"
"Galopa (Galar)";"Fragilady (Hisui)";"Galopa (Galar)"
"Typhlosion (Hisui)";"Qwilpik";"Typhlosion (Hisui)"
"Muplodocus (Hisui)";"M. Glaquette";"Muplodocus (Hisui)"
"Astronelle";"Berserkatt";"Berserkatt"
"Electrode (Hisui)";"Typhlosion (Hisui)";"Electrode (Hisui)"
"Fulgudog";"Regidrago";"Regidrago"
"Tutétékri";"Wattapik";"Tutétékri"
"Muplodocus (Hisui)";"Dolman";"Muplodocus (Hisui)"
"Zacian (Héros Aguerri)";"Amovénus (Totémique)";"Zacian (Héros Aguerri)"
"Lézargus";"Rongrigou";"Lézargus"
"Rongrigou";"Galvagla";"Galvagla"
"Morpeko";"Pachyradjah";"Pachyradjah"
"Nigosier";"Cerbyllin";"Nigosier"
"Muplodocus (Hisui)";"Cerbyllin";"Muplodocus (Hisui)"
"Monthracite";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Séracrawl (Hisui)";"Hachécateur";"Séracrawl (Hisui)"
"Roigada (Galar)";"Palarticho";"Roigada (Galar)"
"Fulgudog";"Blizzeval";"Blizzeval"
"Qwilpik";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Hastacuda";"Angoliath";"Hastacuda"
"Limonde (Galar)";"Monthracite";"Monthracite"
"Electhor (Galar)";"Pachyradjah";"Pachyradjah"
"Roigada (Galar)";"Clamiral (Hisui)";"Clamiral (Hisui)"
"Blancoton";"Torgamord";"Blancoton"
"Dratatin";"Zarude";"Zarude"
"Flagadoss (Galar)";"Charmilly (Lait Salé Baie en Sucre)";"Charmilly (Lait Salé Baie en Sucre)"
"Galvagla";"Qwilpik";"Galvagla"
"M. Glaquette";"Cerbyllin";"Cerbyllin"
"Roublenard";"Hydragla";"Roublenard"
"Darumacho (Galar)";"Qwilpik";"Qwilpik"
"Palarticho";"Blizzeval";"Blizzeval"
"Flagadoss (Galar)";"Monthracite";"Monthracite"
"Roublenard";"Hachécateur";"Roublenard"
"Torgamord";"Zacian (Héros Aguerri)";"Zacian (Héros Aguerri)"
"Roublenard";"Ixon";"Ixon"
"Krakos";"Duralugon";"Krakos"
"Zoroark (Hisui)";"Cerbyllin";"Zoroark (Hisui)"
"Monthracite";"Zamazenta (Héros Aguerri)";"Zamazenta (Héros Aguerri)"
"Sulfura (Galar)";"Paragruel (Femelle)";"Sulfura (Galar)"
"Typhlosion (Hisui)";"Dolman";"Typhlosion (Hisui)"
"Fulgudog";"Galvagla";"Galvagla"
"Ixon";"Duralugon";"Ixon"
"Galvagon";"Spectreval";"Spectreval"
"Blancoton";"Hydragla";"Blancoton"
"Fulgudog";"Morpeko";"Fulgudog"
"Beldeneige";"Ethernatos";"Beldeneige"
"Flagadoss (Galar)";"Dratatin";"Flagadoss (Galar)"
"Monthracite";"Wimessir (Mâle)";"Monthracite"
"Clamiral (Hisui)";"Amovénus (Totémique)";"Clamiral (Hisui)"
"Electhor (Galar)";"Regidrago";"Regidrago"
"Pomdrapi";"Blizzeval";"Blizzeval"
"Zoroark (Hisui)";"Shifours (Mille Poings)";"Zoroark (Hisui)"
"Dunaconda";"Shifours (Mille Poings)";"Dunaconda"
"Dunaconda";"Spectreval";"Spectreval"
"Angoliath";"Wimessir (Mâle)";"Wimessir (Mâle)"
"M. Glaquette";"Dolman";"Dolman"
"Regieleki";"Farfurex";"Regieleki"
"Corayôme";"Farfurex";"Corayôme"
"Blancoton";"Pachyradjah";"Pachyradjah"
"Limonde (Galar)";"M. Glaquette";"Limonde (Galar)"
"Moumouflon";"Berserkatt";"Moumouflon"
"Astronelle";"Angoliath";"Astronelle"
"Darumacho (Galar)";"Wattapik";"Wattapik"
"M. Glaquette";"Galvagla";"Galvagla"
"Archéduc (Hisui)";"Galvagon";"Archéduc (Hisui)"
"Lézargus";"Pachyradjah";"Lézargus"
"Darumacho (Galar)";"Pachyradjah";"Pachyradjah"
"Hexadron";"Regidrago";"Regidrago"
"Blancoton";"Beldeneige";"Beldeneige"
"Flagadoss (Galar)";"Pomdrapi";"Pomdrapi"
"Beldeneige";"Blizzeval";"Beldeneige"
"Roigada (Galar)";"Sorcilence";"Roigada (Galar)"
"Monthracite";"Regieleki";"Regieleki"
"Hastacuda";"Cerbyllin";"Hastacuda"
"Galopa (Galar)";"Sorcilence";"Galopa (Galar)"
"Tutétékri";"Duralugon";"Tutétékri"
"Muplodocus (Hisui)";"Regieleki";"Muplodocus (Hisui)"
"Artikodin (Galar)";"Ursaking";"Ursaking"
"Smogogo (Galar)";"Angoliath";"Smogogo (Galar)"
"Torgamord";"Dunaconda";"Dunaconda"
"Torgamord";"Lanssorien";"Torgamord"
"Fragilady (Hisui)";"Roublenard";"Roublenard"
"Pomdrapi";"Ixon";"Pomdrapi"
"Corvaillus";"Ethernatos";"Corvaillus"
"Ixon";"Paragruel (Femelle)";"Ixon"
"Fragilady (Hisui)";"Limonde (Galar)";"Fragilady (Hisui)"
"Arcanin (Hisui)";"Pomdrapi";"Arcanin (Hisui)"
"Nigosier";"Hydragon";"Nigosier"
"Sulfura (Galar)";"Pomdrapi";"Sulfura (Galar)"
"Berserkatt";"Zarude";"Zarude"
"Galopa (Galar)";"Roigada (Galar)";"Roigada (Galar)"
"Berserkatt";"Ursaking";"Ursaking"
"Archéduc (Hisui)";"Duralugon";"Archéduc (Hisui)"
"Corayôme";"Tutétékri";"Corayôme"
"Galvagon";"Regidrago";"Regidrago"
"Muplodocus (Hisui)";"Pachyradjah";"Muplodocus (Hisui)"
"Limonde (Galar)";"Regidrago";"Regidrago"
"Fragilady (Hisui)";"Dolman";"Dolman"
"Muplodocus (Hisui)";"Hydragla";"Muplodocus (Hisui)"
"Dunaconda";"Hachécateur";"Dunaconda"
"Moumouflon";"Torgamord";"Moumouflon"
"Pachyradjah";"Regidrago";"Regidrago"
"Muplodocus (Hisui)";"Blizzeval";"Blizzeval"
"Arcanin (Hisui)";"Ethernatos";"Arcanin (Hisui)"
"Angoliath";"Duralugon";"Duralugon"
"Darumacho (Galar)";"Fulgudog";"Fulgudog"
"Rongrigou";"Angoliath";"Rongrigou"
"Blancoton";"Palarticho";"Blancoton"
"Astronelle";"Spectreval";"Spectreval"
"Pachyradjah";"Qwilpik";"Pachyradjah"
"Torgamord";"Angoliath";"Torgamord"
"Moumouflon";"Zarude";"Moumouflon"
"Pomdrapi";"Wattapik";"Pomdrapi"
"Roigada (Galar)";"Fragilady (Hisui)";"Roigada (Galar)"
"Archéduc (Hisui)";"Dunaconda";"Dunaconda"
"Hexadron";"Ethernatos";"Ethernatos"
"Gorythmic";"Farfurex";"Gorythmic"
"Monthracite";"Spectreval";"Spectreval"
"Gueriaigle (Hisui)";"M. Glaquette";"Gueriaigle (Hisui)"
"Fulgudog";"Regieleki";"Fulgudog"
"Blizzeval";"Spectreval";"Spectreval"
"Fulgudog";"Spectreval";"Spectreval"
"Pyrobut";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Limonde (Galar)";"Hydragon";"Limonde (Galar)"
"Roigada (Galar)";"Zoroark (Hisui)";"Zoroark (Hisui)"
"Electrode (Hisui)";"Zarude";"Electrode (Hisui)"
"Hexadron";"Beldeneige";"Beldeneige"
"Artikodin (Galar)";"Ethernatos";"Ethernatos"
"Krakos";"M. Glaquette";"Krakos"
"Wimessir (Mâle)";"Qwilpik";"Qwilpik"
"Rongrigou";"Fulgudog";"Fulgudog"
"Hastacuda";"Ixon";"Ixon"
"Roigada (Galar)";"Berserkatt";"Berserkatt"
"Galopa (Galar)";"Ixon";"Ixon"
"Moumouflon";"Galvagon";"Moumouflon"
"Galopa (Galar)";"Salarsen (Grave)";"Galopa (Galar)"
"Sylveroy";"Ursaking";"Ursaking"
"Clamiral (Hisui)";"Regidrago";"Clamiral (Hisui)"
"Lézargus";"Palarticho";"Lézargus"
"Typhlosion (Hisui)";"M. Glaquette";"Typhlosion (Hisui)"
"Gueriaigle (Hisui)";"Hydragon";"Gueriaigle (Hisui)"
"Palarticho";"Pachyradjah";"Pachyradjah"
"Fulgudog";"Cerbyllin";"Fulgudog"
"Charmilly (Lait Salé Baie en Sucre)";"Wattapik";"Charmilly (Lait Salé Baie en Sucre)"
"Corvaillus";"Sorcilence";"Corvaillus"
"Rongrigou";"Qwilpik";"Qwilpik"
"Muplodocus (Hisui)";"Morpeko";"Muplodocus (Hisui)"
"Roigada (Galar)";"Dunaconda";"Dunaconda"
"Cerbyllin";"Farfurex";"Farfurex"
"Cerbyllin";"Qwilpik";"Qwilpik"
"Palarticho";"Hydragla";"Hydragla"
"Darumacho (Galar)";"Galvagon";"Galvagon"
"Moumouflon";"Hexadron";"Moumouflon"
"Roigada (Galar)";"Polthégeist";"Roigada (Galar)"
"Hydragla";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Pomdrapi";"Sorcilence";"Pomdrapi"
"Pachyradjah";"Paragruel (Femelle)";"Paragruel (Femelle)"
"Sulfura (Galar)";"Dolman";"Sulfura (Galar)"
"Gueriaigle (Hisui)";"Palarticho";"Gueriaigle (Hisui)"
"Krakos";"Ixon";"Ixon"
"Archéduc (Hisui)";"Polthégeist";"Archéduc (Hisui)"
"Artikodin (Galar)";"Shifours (Mille Poings)";"Artikodin (Galar)"
"Duralugon";"Regieleki";"Regieleki"
"Flagadoss (Galar)";"Hydragla";"Flagadoss (Galar)"
"Typhlosion (Hisui)";"Rongrigou";"Typhlosion (Hisui)"
"Monthracite";"Wattapik";"Monthracite"
"Salarsen (Grave)";"Cerbyllin";"Salarsen (Grave)"
"Lézargus";"Corayôme";"Corayôme"
"Hydragon";"Hydragla";"Hydragla"
"Clamiral (Hisui)";"Zoroark (Hisui)";"Zoroark (Hisui)"
"Electrode (Hisui)";"Gueriaigle (Hisui)";"Gueriaigle (Hisui)"
"Scolocendre";"Hydragla";"Scolocendre"
"Bekaglaçon (Tête de Gel)";"Zacian (Héros Aguerri)";"Zacian (Héros Aguerri)"
"Muplodocus (Hisui)";"Bekaglaçon (Tête de Gel)";"Muplodocus (Hisui)"
"Séracrawl (Hisui)";"Ursaking";"Séracrawl (Hisui)"
"Astronelle";"Krakos";"Astronelle"
"Beldeneige";"Galvagla";"Beldeneige"
"Farfurex";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Rongrigou";"Moumouflon";"Moumouflon"
"Monthracite";"Sylveroy";"Monthracite"
"Angoliath";"Galvagla";"Galvagla"
"Bekaglaçon (Tête de Gel)";"Hachécateur";"Hachécateur"
"Artikodin (Galar)";"Pomdrapi";"Pomdrapi"
"Gorythmic";"Scolocendre";"Scolocendre"
"Roigada (Galar)";"Ursaking";"Ursaking"
"Galopa (Galar)";"Typhlosion (Hisui)";"Galopa (Galar)"
"Hastacuda";"Salarsen (Grave)";"Hastacuda"
"Arcanin (Hisui)";"Hexadron";"Arcanin (Hisui)"
"Sulfura (Galar)";"Dunaconda";"Dunaconda"
"Sulfura (Galar)";"Polthégeist";"Sulfura (Galar)"
"Monthracite";"Bekaglaçon (Tête de Gel)";"Monthracite"
"Roigada (Galar)";"Zamazenta (Héros Aguerri)";"Zamazenta (Héros Aguerri)"
"Arcanin (Hisui)";"Astronelle";"Arcanin (Hisui)"
"Gueriaigle (Hisui)";"Hastacuda";"Gueriaigle (Hisui)"
"Torgamord";"Wattapik";"Torgamord"
"Clamiral (Hisui)";"Sylveroy";"Clamiral (Hisui)"
"Roublenard";"Amovénus (Totémique)";"Roublenard"
"Salarsen (Grave)";"Beldeneige";"Beldeneige"
"Fragilady (Hisui)";"Polthégeist";"Polthégeist"
"Moumouflon";"Dolman";"Moumouflon"
"Scolocendre";"Regidrago";"Scolocendre"
"Moumouflon";"Dunaconda";"Dunaconda"
"Archéduc (Hisui)";"Rongrigou";"Archéduc (Hisui)"
"Hachécateur";"Amovénus (Totémique)";"Hachécateur"
"Clamiral (Hisui)";"Pyrobut";"Clamiral (Hisui)"
"Artikodin (Galar)";"Pyrobut";"Pyrobut"
"Hydragla";"Ursaking";"Ursaking"
"Astronelle";"Hydragon";"Astronelle"
"Fragilady (Hisui)";"Hastacuda";"Hastacuda"
"Hastacuda";"M. Glaquette";"Hastacuda"
"Sulfura (Galar)";"Hydragla";"Sulfura (Galar)"
"Blizzeval";"Cerbyllin";"Blizzeval"
"Dratatin";"Blizzeval";"Blizzeval"
"Flagadoss (Galar)";"Limonde (Galar)";"Flagadoss (Galar)"
"Sorcilence";"Palarticho";"Palarticho"
"Smogogo (Galar)";"Limonde (Galar)";"Limonde (Galar)"
"Electhor (Galar)";"Astronelle";"Electhor (Galar)"
"Limonde (Galar)";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Ixon";"Charmilly (Lait Salé Baie en Sucre)";"Ixon"
"Galopa (Galar)";"Corayôme";"Corayôme"
"Zamazenta (Héros Aguerri)";"Regieleki";"Zamazenta (Héros Aguerri)"
"Darumacho (Galar)";"Moumouflon";"Moumouflon"
"Séracrawl (Hisui)";"Nigosier";"Séracrawl (Hisui)"
"Corayôme";"Cerbyllin";"Corayôme"
"Galvagla";"Spectreval";"Spectreval"
"Fragilady (Hisui)";"Galvagla";"Galvagla"
"Gueriaigle (Hisui)";"Charmilly (Lait Salé Baie en Sucre)";"Gueriaigle (Hisui)"
"Rongrigou";"Shifours (Mille Poings)";"Shifours (Mille Poings)"
"Artikodin (Galar)";"Regidrago";"Regidrago"
"Typhlosion (Hisui)";"Roigada (Galar)";"Roigada (Galar)"
"Zoroark (Hisui)";"Lézargus";"Zoroark (Hisui)"
"Zacian (Héros Aguerri)";"Shifours (Mille Poings)";"Zacian (Héros Aguerri)"
"M. Glaquette";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Ixon";"Ursaking";"Ixon"
"Torgamord";"Pachyradjah";"Pachyradjah"
"Tutétékri";"Hexadron";"Hexadron"
"Nigosier";"Dolman";"Nigosier"
"Flagadoss (Galar)";"Lézargus";"Flagadoss (Galar)"
"Galopa (Galar)";"Darumacho (Galar)";"Galopa (Galar)"
"Darumacho (Galar)";"Polthégeist";"Polthégeist"
"Sulfura (Galar)";"Regieleki";"Sulfura (Galar)"
"Rongrigou";"Torgamord";"Torgamord"
"Zarude";"Hachécateur";"Hachécateur"
"Fulgudog";"Berserkatt";"Fulgudog"
"Wattapik";"Dolman";"Wattapik"
"M. Glaquette";"Morpeko";"Morpeko"
"Monthracite";"Angoliath";"Monthracite"
"Wimessir (Mâle)";"Regidrago";"Regidrago"
"Torgamord";"Zarude";"Zarude"
"Clamiral (Hisui)";"Torgamord";"Clamiral (Hisui)"
"Muplodocus (Hisui)";"Zarude";"Muplodocus (Hisui)"
"Beldeneige";"Zarude";"Beldeneige"
"Clamiral (Hisui)";"Muplodocus (Hisui)";"Clamiral (Hisui)"
"Scolocendre";"Polthégeist";"Scolocendre"
"Limonde (Galar)";"Wimessir (Mâle)";"Wimessir (Mâle)"
"Muplodocus (Hisui)";"Tutétékri";"Muplodocus (Hisui)"
"Sulfura (Galar)";"Scolocendre";"Sulfura (Galar)"
"Pachyradjah";"Hydragla";"Pachyradjah"
"Zacian (Héros Aguerri)";"Ethernatos";"Zacian (Héros Aguerri)"
"Smogogo (Galar)";"Monthracite";"Monthracite"
"Lézargus";"Spectreval";"Spectreval"
"Typhlosion (Hisui)";"Pomdrapi";"Pomdrapi"
"Salarsen (Grave)";"Hydragla";"Salarsen (Grave)"
"Clamiral (Hisui)";"Gueriaigle (Hisui)";"Clamiral (Hisui)"
"Zarude";"Farfurex";"Zarude"
"Scolocendre";"Tutétékri";"Scolocendre"
"Hydragla";"Sylveroy";"Sylveroy"
"Darumacho (Galar)";"Dolman";"Darumacho (Galar)"
"Nigosier";"Sorcilence";"Nigosier"
"Roigada (Galar)";"Ethernatos";"Ethernatos"
"Corvaillus";"Hydragla";"Corvaillus"
"Wattapik";"Duralugon";"Wattapik"
"Astronelle";"Scolocendre";"Scolocendre"
"Clamiral (Hisui)";"Limonde (Galar)";"Clamiral (Hisui)"
"Salarsen (Grave)";"Shifours (Mille Poings)";"Salarsen (Grave)"
"Hexadron";"Dolman";"Hexadron"
"Fragilady (Hisui)";"Qwilpik";"Qwilpik"
"M. Glaquette";"Pachyradjah";"Pachyradjah"
"Zoroark (Hisui)";"Sorcilence";"Zoroark (Hisui)"
"Limonde (Galar)";"Rongrigou";"Limonde (Galar)"
"Séracrawl (Hisui)";"Gorythmic";"Séracrawl (Hisui)"
"Electrode (Hisui)";"Krakos";"Electrode (Hisui)"
"Flagadoss (Galar)";"Ixon";"Ixon"
"Corayôme";"Shifours (Mille Poings)";"Corayôme"
"Fragilady (Hisui)";"Ixon";"Ixon"
"Darumacho (Galar)";"Gorythmic";"Gorythmic"
"Ixon";"Wattapik";"Ixon"
"Pyrobut";"Dunaconda";"Dunaconda"
"Salarsen (Grave)";"Krakos";"Salarsen (Grave)"
"Pyrobut";"Palarticho";"Pyrobut"
"Electrode (Hisui)";"Hydragon";"Electrode (Hisui)"
"Artikodin (Galar)";"Spectreval";"Spectreval"
"Astronelle";"Regieleki";"Regieleki"
"Smogogo (Galar)";"Dunaconda";"Dunaconda"
"Lézargus";"Amovénus (Totémique)";"Lézargus"
"Galopa (Galar)";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Gueriaigle (Hisui)";"Dratatin";"Gueriaigle (Hisui)"
"Zoroark (Hisui)";"Monthracite";"Zoroark (Hisui)"
"Clamiral (Hisui)";"Séracrawl (Hisui)";"Clamiral (Hisui)"
"Pomdrapi";"Hachécateur";"Hachécateur"
"Torgamord";"Berserkatt";"Berserkatt"
"Angoliath";"Farfurex";"Farfurex"
"Arcanin (Hisui)";"Krakos";"Arcanin (Hisui)"
"Salarsen (Grave)";"Hydragon";"Salarsen (Grave)"
"Roigada (Galar)";"Sylveroy";"Roigada (Galar)"
"Fulgudog";"M. Glaquette";"Fulgudog"
"Wattapik";"Spectreval";"Spectreval"
"Electhor (Galar)";"Clamiral (Hisui)";"Clamiral (Hisui)"
"Artikodin (Galar)";"Paragruel (Femelle)";"Paragruel (Femelle)"
"Pomdrapi";"Bekaglaçon (Tête de Gel)";"Pomdrapi"
"Hastacuda";"Bekaglaçon (Tête de Gel)";"Hastacuda"
"Salarsen (Grave)";"Morpeko";"Salarsen (Grave)"
"Flagadoss (Galar)";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Bekaglaçon (Tête de Gel)";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Gorythmic";"Zamazenta (Héros Aguerri)";"Zamazenta (Héros Aguerri)"
"Palarticho";"Hachécateur";"Hachécateur"
"Scolocendre";"Cerbyllin";"Scolocendre"
"Morpeko";"Blizzeval";"Blizzeval"
"Archéduc (Hisui)";"Salarsen (Grave)";"Archéduc (Hisui)"
"Fulgudog";"Duralugon";"Fulgudog"
"Sulfura (Galar)";"Wimessir (Mâle)";"Sulfura (Galar)"
"Fragilady (Hisui)";"Wattapik";"Wattapik"
"Gorythmic";"Wattapik";"Gorythmic"
"Pyrobut";"Dratatin";"Pyrobut"
"Polthégeist";"Sorcilence";"Polthégeist"
"Séracrawl (Hisui)";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Hydragla";"Paragruel (Femelle)";"Paragruel (Femelle)"
"Fulgudog";"Hydragon";"Fulgudog"
"Roigada (Galar)";"Tutétékri";"Roigada (Galar)"
"Pomdrapi";"Morpeko";"Pomdrapi"
"Electrode (Hisui)";"Sylveroy";"Electrode (Hisui)"
"Gueriaigle (Hisui)";"Duralugon";"Gueriaigle (Hisui)"
"Berserkatt";"Ethernatos";"Ethernatos"
"Galvagla";"Shifours (Mille Poings)";"Galvagla"
"Beldeneige";"Galvagon";"Beldeneige"
"Dunaconda";"Lanssorien";"Dunaconda"
"Limonde (Galar)";"Duralugon";"Duralugon"
"Zoroark (Hisui)";"Limonde (Galar)";"Zoroark (Hisui)"
"Arcanin (Hisui)";"Palarticho";"Arcanin (Hisui)"
"Corayôme";"Lanssorien";"Corayôme"
"Arcanin (Hisui)";"Muplodocus (Hisui)";"Arcanin (Hisui)"
"Sulfura (Galar)";"Corvaillus";"Corvaillus"
"Séracrawl (Hisui)";"Tutétékri";"Séracrawl (Hisui)"
"Zoroark (Hisui)";"Ethernatos";"Zoroark (Hisui)"
"Fragilady (Hisui)";"Regieleki";"Regieleki"
"Tutétékri";"Galvagla";"Galvagla"
"Moumouflon";"Krakos";"Moumouflon"
"Corvaillus";"Dunaconda";"Dunaconda"
"Monthracite";"Pachyradjah";"Monthracite"
"Berserkatt";"Hydragon";"Berserkatt"
"Pomdrapi";"Wimessir (Mâle)";"Pomdrapi"
"Gorythmic";"Polthégeist";"Gorythmic"
"Tutétékri";"Bekaglaçon (Tête de Gel)";"Bekaglaçon (Tête de Gel)"
"Qwilpik";"Paragruel (Femelle)";"Paragruel (Femelle)"
"Salarsen (Grave)";"Galvagon";"Salarsen (Grave)"
"Monthracite";"Zarude";"Monthracite"
"Roublenard";"M. Glaquette";"Roublenard"
"Blizzeval";"Qwilpik";"Blizzeval"
"Arcanin (Hisui)";"Roublenard";"Arcanin (Hisui)"
"Zamazenta (Héros Aguerri)";"Farfurex";"Zamazenta (Héros Aguerri)"
"Hastacuda";"Duralugon";"Hastacuda"
"Gueriaigle (Hisui)";"Rongrigou";"Gueriaigle (Hisui)"
"Electrode (Hisui)";"Zacian (Héros Aguerri)";"Zacian (Héros Aguerri)"
"Gorythmic";"Spectreval";"Spectreval"
"Darumacho (Galar)";"Berserkatt";"Berserkatt"
"Dolman";"Shifours (Mille Poings)";"Shifours (Mille Poings)"
"Pachyradjah";"Lanssorien";"Pachyradjah"
"Dolman";"Zarude";"Zarude"
"Roublenard";"Palarticho";"Palarticho"
"Artikodin (Galar)";"Charmilly (Lait Salé Baie en Sucre)";"Charmilly (Lait Salé Baie en Sucre)"
"Roigada (Galar)";"Dratatin";"Roigada (Galar)"
"Hastacuda";"Ursaking";"Ursaking"
"Muplodocus (Hisui)";"Galvagla";"Galvagla"
"Zoroark (Hisui)";"Paragruel (Femelle)";"Zoroark (Hisui)"
"Electrode (Hisui)";"Pomdrapi";"Pomdrapi"
"Electhor (Galar)";"Qwilpik";"Electhor (Galar)"
"Blancoton";"Salarsen (Grave)";"Blancoton"
"Fragilady (Hisui)";"Pomdrapi";"Pomdrapi"
"Shifours (Mille Poings)";"Cerbyllin";"Shifours (Mille Poings)"
"Galopa (Galar)";"Muplodocus (Hisui)";"Muplodocus (Hisui)"
"Dolman";"Spectreval";"Spectreval"
"Ixon";"Berserkatt";"Ixon"
"Corayôme";"Qwilpik";"Corayôme"
"Polthégeist";"Hexadron";"Hexadron"
"Galopa (Galar)";"Lézargus";"Lézargus"
"Morpeko";"Hachécateur";"Hachécateur"
"Sorcilence";"Ethernatos";"Ethernatos"
"Rongrigou";"Ixon";"Ixon"
"Dratatin";"Sorcilence";"Sorcilence"
"Séracrawl (Hisui)";"Duralugon";"Séracrawl (Hisui)"
"Charmilly (Lait Salé Baie en Sucre)";"Beldeneige";"Beldeneige"
"Electrode (Hisui)";"Smogogo (Galar)";"Electrode (Hisui)"
"Rongrigou";"Salarsen (Grave)";"Salarsen (Grave)"
"Dratatin";"Polthégeist";"Polthégeist"
"Lézargus";"Zacian (Héros Aguerri)";"Zacian (Héros Aguerri)"
"Flagadoss (Galar)";"Sylveroy";"Flagadoss (Galar)"
"Bekaglaçon (Tête de Gel)";"Lanssorien";"Bekaglaçon (Tête de Gel)"
"Blancoton";"Polthégeist";"Polthégeist"
"Pachyradjah";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Electhor (Galar)";"Blancoton";"Blancoton"
"Electhor (Galar)";"Séracrawl (Hisui)";"Séracrawl (Hisui)"
"Monthracite";"Farfurex";"Monthracite"
"Hydragon";"Hachécateur";"Hachécateur"
"Corayôme";"Amovénus (Totémique)";"Corayôme"
"Limonde (Galar)";"Shifours (Mille Poings)";"Limonde (Galar)"
"Clamiral (Hisui)";"Fulgudog";"Clamiral (Hisui)"
"Typhlosion (Hisui)";"Hastacuda";"Typhlosion (Hisui)"
"Galopa (Galar)";"Lanssorien";"Galopa (Galar)"
"Flagadoss (Galar)";"Cerbyllin";"Flagadoss (Galar)"
"Astronelle";"Galvagon";"Astronelle"
"Astronelle";"Morpeko";"Astronelle"
"Electrode (Hisui)";"Nigosier";"Nigosier"
"Zacian (Héros Aguerri)";"Regieleki";"Regieleki"
"Corvaillus";"Pomdrapi";"Corvaillus"
"Séracrawl (Hisui)";"Hydragla";"Séracrawl (Hisui)"
"Beldeneige";"Dolman";"Beldeneige"
"Galopa (Galar)";"Pachyradjah";"Pachyradjah"
"Galopa (Galar)";"Fulgudog";"Fulgudog"
"Polthégeist";"Tutétékri";"Tutétékri"
"Darumacho (Galar)";"Blizzeval";"Blizzeval"
"Spectreval";"Ursaking";"Spectreval"
"Muplodocus (Hisui)";"Moumouflon";"Muplodocus (Hisui)"
"Electrode (Hisui)";"Moumouflon";"Moumouflon"
"Ethernatos";"Spectreval";"Spectreval"
"Shifours (Mille Poings)";"Zarude";"Zarude"
"Darumacho (Galar)";"Scolocendre";"Scolocendre"
"Artikodin (Galar)";"Electhor (Galar)";"Electhor (Galar)"
"Astronelle";"Blizzeval";"Blizzeval"
"Wimessir (Mâle)";"Ethernatos";"Ethernatos"
"Smogogo (Galar)";"Hexadron";"Hexadron"
"Sulfura (Galar)";"Wattapik";"Sulfura (Galar)"
"Darumacho (Galar)";"Lanssorien";"Lanssorien"
"Pomdrapi";"Paragruel (Femelle)";"Paragruel (Femelle)"
"Gueriaigle (Hisui)";"Hexadron";"Gueriaigle (Hisui)"
"Salarsen (Grave)";"Wimessir (Mâle)";"Salarsen (Grave)"
"Artikodin (Galar)";"Gorythmic";"Gorythmic"
"Regidrago";"Hachécateur";"Regidrago"
"Lézargus";"Paragruel (Femelle)";"Paragruel (Femelle)"
"Berserkatt";"Pachyradjah";"Berserkatt"
"Dolman";"Regieleki";"Regieleki"
"Hydragon";"Sylveroy";"Sylveroy"
"Sorcilence";"Dolman";"Sorcilence"
"Limonde (Galar)";"Zamazenta (Héros Aguerri)";"Zamazenta (Héros Aguerri)"
"Hexadron";"Wattapik";"Hexadron"
"Polthégeist";"Cerbyllin";"Polthégeist"
"Gueriaigle (Hisui)";"Blizzeval";"Gueriaigle (Hisui)"
"Polthégeist";"Zacian (Héros Aguerri)";"Zacian (Héros Aguerri)"
"Darumacho (Galar)";"Beldeneige";"Beldeneige"
"Galvagla";"Zarude";"Galvagla"
"Beldeneige";"Farfurex";"Beldeneige"
"Scolocendre";"Beldeneige";"Scolocendre"
"Gorythmic";"Hexadron";"Hexadron"
"Blancoton";"Zacian (Héros Aguerri)";"Zacian (Héros Aguerri)"
"Electhor (Galar)";"Hachécateur";"Hachécateur"
"Corayôme";"Ethernatos";"Corayôme"
"Monthracite";"Hydragon";"Monthracite"
"Smogogo (Galar)";"Galvagon";"Galvagon"
"Hydragla";"Qwilpik";"Hydragla"
"Pomdrapi";"Zarude";"Pomdrapi"
"Hastacuda";"Corayôme";"Corayôme"
