"P1";"P2";"Vainqueur"
"Kaorine";"Absol";"Absol"
"Hélédelle";"Latios";"Latios"
"Posipi";"Camérupt (Femelle)";"Posipi"
"Ninjask";"Drattak";"Drattak"
"Camérupt (Femelle)";"Branette";"Branette"
"Brouhabam";"Vacilys";"Vacilys"
"Monaflèmit";"Drattak";"Drattak"
"Colhomard";"Eoko";"Eoko"
"Chapignon";"Lovdisc";"Chapignon"
"Ninjask";"Séléroc";"Ninjask"
"Kaorine";"Registeel";"Registeel"
"Papinox (Mâle)";"Oniglali";"Oniglali"
"Vacilys";"Tropius";"Vacilys"
"Hélédelle";"Sharpedo";"Sharpedo"
"Mangriff";"Groudon";"Groudon"
"Maskadra";"Vacilys";"Vacilys"
"Chartor";"Kaimorse";"Kaimorse"
"Grahyèna";"Jirachi";"Grahyèna"
"Barbicha";"Branette";"Barbicha"
"Papinox (Mâle)";"Tropius";"Tropius"
"Chapignon";"Absol";"Absol"
"Tengalice (Mâle)";"Eoko";"Tengalice (Mâle)"
"Rayquaza";"Jirachi";"Rayquaza"
"Ninjask";"Posipi";"Ninjask"
"Branette";"Latias";"Latias"
"Chapignon";"Muciole";"Chapignon"
"Lumivole";"Branette";"Branette"
"Jungko";"Ninjask";"Ninjask"
"Spinda";"Kyogre";"Kyogre"
"Camérupt (Femelle)";"Vacilys";"Vacilys"
"Jungko";"Serpang";"Jungko"
"Libégon";"Armaldo";"Libégon"
"Papinox (Mâle)";"Kyogre";"Kyogre"
"Ninjask";"Tropius";"Ninjask"
"Cacturne (Femelle)";"Jirachi";"Jirachi"
"Braségali (Mâle)";"Kaorine";"Kaorine"
"Charmillon (Mâle)";"Mangriff";"Charmillon (Mâle)"
"Maskadra";"Munja";"Munja"
"Morphéo (Blizzard)";"Regirock";"Morphéo (Blizzard)"
"Mangriff";"Jirachi";"Jirachi"
"Munja";"Serpang";"Munja"
"Spinda";"Séléroc";"Séléroc"
"Kyogre";"Jirachi";"Kyogre"
"Jungko";"Relicanth (Femelle)";"Jungko"
"Groudon";"Rayquaza";"Groudon"
"Gardevoir";"Lovdisc";"Gardevoir"
"Mysdibule";"Posipi";"Posipi"
"Galeking";"Relicanth (Femelle)";"Relicanth (Femelle)"
"Ninjask";"Séviper";"Ninjask"
"Brouhabam";"Séléroc";"Brouhabam"
"Muciole";"Camérupt (Femelle)";"Camérupt (Femelle)"
"Jungko";"Vacilys";"Jungko"
"Maskadra";"Monaflèmit";"Monaflèmit"
"Laggron";"Avaltout (Mâle)";"Laggron"
"Mangriff";"Métalosse";"Métalosse"
"Solaroc";"Eoko";"Solaroc"
"Hélédelle";"Charmina (Mâle)";"Hélédelle"
"Hélédelle";"Armaldo";"Hélédelle"
"Ténéfix";"Relicanth (Femelle)";"Relicanth (Femelle)"
"Ténéfix";"Séviper";"Séviper"
"Avaltout (Mâle)";"Groret";"Groret"
"Laggron";"Registeel";"Registeel"
"Muciole";"Chartor";"Chartor"
"Braségali (Mâle)";"Hariyama";"Hariyama"
"Séléroc";"Serpang";"Séléroc"
"Milobellus (Femelle)";"Kaimorse";"Milobellus (Femelle)"
"Ludicolo (Mâle)";"Monaflèmit";"Monaflèmit"
"Chartor";"Groret";"Groret"
"Tengalice (Mâle)";"Latios";"Latios"
"Chapignon";"Groudon";"Groudon"
"Regice";"Rayquaza";"Rayquaza"
"Mangriff";"Armaldo";"Armaldo"
"Spinda";"Altaria";"Altaria"
"Linéon";"Papinox (Mâle)";"Linéon"
"Négapi";"Chartor";"Chartor"
"Spinda";"Relicanth (Femelle)";"Relicanth (Femelle)"
"Monaflèmit";"Jirachi";"Monaflèmit"
"Bekipan";"Wailord";"Wailord"
"Wailord";"Séléroc";"Wailord"
"Ninjask";"Muciole";"Ninjask"
"Kaorine";"Latios";"Latios"
"Delcatty";"Latios";"Latios"
"Elecsprint";"Séviper";"Elecsprint"
"Ludicolo (Mâle)";"Absol";"Absol"
"Maskadra";"Eoko";"Eoko"
"Kecleon";"Regirock";"Kecleon"
"Brouhabam";"Absol";"Absol"
"Braségali (Mâle)";"Chartor";"Chartor"
"Hariyama";"Registeel";"Registeel"
"Chapignon";"Ninjask";"Ninjask"
"Muciole";"Kecleon";"Kecleon"
"Séviper";"Armaldo";"Séviper"
"Serpang";"Registeel";"Registeel"
"Monaflèmit";"Deoxys (Vitesse)";"Deoxys (Vitesse)"
"Grahyèna";"Relicanth (Femelle)";"Grahyèna"
"Monaflèmit";"Rayquaza";"Monaflèmit"
"Muciole";"Milobellus (Femelle)";"Milobellus (Femelle)"
"Sharpedo";"Kaorine";"Sharpedo"
"Bekipan";"Séviper";"Séviper"
"Tropius";"Kaimorse";"Tropius"
"Brouhabam";"Altaria";"Altaria"
"Bekipan";"Camérupt (Femelle)";"Bekipan"
"Wailord";"Rosabyss";"Rosabyss"
"Tengalice (Mâle)";"Groret";"Groret"
"Linéon";"Posipi";"Linéon"
"Avaltout (Mâle)";"Lovdisc";"Lovdisc"
"Tengalice (Mâle)";"Posipi";"Tengalice (Mâle)"
"Barbicha";"Lovdisc";"Lovdisc"
"Tengalice (Mâle)";"Bekipan";"Tengalice (Mâle)"
"Linéon";"Charmillon (Mâle)";"Linéon"
"Ludicolo (Mâle)";"Bekipan";"Ludicolo (Mâle)"
"Sharpedo";"Libégon";"Libégon"
"Posipi";"Armaldo";"Armaldo"
"Munja";"Branette";"Munja"
"Linéon";"Kecleon";"Linéon"
"Brouhabam";"Cacturne (Femelle)";"Brouhabam"
"Mysdibule";"Kaorine";"Mysdibule"
"Gardevoir";"Solaroc";"Gardevoir"
"Eoko";"Groudon";"Groudon"
"Métalosse";"Groudon";"Groudon"
"Bekipan";"Regirock";"Regirock"
"Brouhabam";"Elecsprint";"Elecsprint"
"Charmina (Mâle)";"Colhomard";"Colhomard"
"Ninjask";"Chartor";"Ninjask"
"Cacturne (Femelle)";"Relicanth (Femelle)";"Relicanth (Femelle)"
"Charmina (Mâle)";"Mangriff";"Mangriff"
"Wailord";"Camérupt (Femelle)";"Wailord"
"Braségali (Mâle)";"Hélédelle";"Hélédelle"
"Vacilys";"Kyogre";"Vacilys"
"Hariyama";"Kecleon";"Kecleon"
"Colhomard";"Registeel";"Registeel"
"Papinox (Mâle)";"Lovdisc";"Lovdisc"
"Regice";"Deoxys (Vitesse)";"Deoxys (Vitesse)"
"Munja";"Kaimorse";"Munja"
"Cacturne (Femelle)";"Eoko";"Eoko"
"Chapignon";"Tropius";"Chapignon"
"Delcatty";"Muciole";"Delcatty"
"Libégon";"Séviper";"Libégon"
"Gardevoir";"Kaorine";"Gardevoir"
"Solaroc";"Regirock";"Solaroc"
"Linéon";"Elecsprint";"Linéon"
"Munja";"Muciole";"Munja"
"Maskadra";"Cacturne (Femelle)";"Cacturne (Femelle)"
"Vacilys";"Lovdisc";"Vacilys"
"Séléroc";"Branette";"Séléroc"
"Charmillon (Mâle)";"Chartor";"Charmillon (Mâle)"
"Monaflèmit";"Munja";"Munja"
"Grahyèna";"Rosabyss";"Grahyèna"
"Posipi";"Regice";"Regice"
"Armaldo";"Morphéo (Blizzard)";"Morphéo (Blizzard)"
"Elecsprint";"Cacturne (Femelle)";"Elecsprint"
"Brouhabam";"Métalosse";"Métalosse"
"Barbicha";"Latias";"Latias"
"Delcatty";"Altaria";"Delcatty"
"Camérupt (Femelle)";"Colhomard";"Colhomard"
"Ninjask";"Kaorine";"Ninjask"
"Galeking";"Kaimorse";"Galeking"
"Hariyama";"Branette";"Branette"
"Linéon";"Chartor";"Linéon"
"Maskadra";"Hariyama";"Maskadra"
"Hariyama";"Séléroc";"Séléroc"
"Muciole";"Kyogre";"Kyogre"
"Braségali (Mâle)";"Grahyèna";"Grahyèna"
"Grahyèna";"Lumivole";"Grahyèna"
"Ludicolo (Mâle)";"Mysdibule";"Mysdibule"
"Rosabyss";"Regice";"Rosabyss"
"Branette";"Regirock";"Regirock"
"Branette";"Relicanth (Femelle)";"Branette"
"Posipi";"Deoxys (Vitesse)";"Posipi"
"Altaria";"Vacilys";"Vacilys"
"Colhomard";"Milobellus (Femelle)";"Milobellus (Femelle)"
"Ludicolo (Mâle)";"Sharpedo";"Sharpedo"
"Monaflèmit";"Serpang";"Monaflèmit"
"Muciole";"Serpang";"Muciole"
"Ludicolo (Mâle)";"Vacilys";"Vacilys"
"Eoko";"Latias";"Latias"
"Camérupt (Femelle)";"Altaria";"Altaria"
"Charmillon (Mâle)";"Relicanth (Femelle)";"Charmillon (Mâle)"
"Ludicolo (Mâle)";"Wailord";"Wailord"
"Colhomard";"Rayquaza";"Rayquaza"
"Maskadra";"Jirachi";"Jirachi"
"Sharpedo";"Relicanth (Femelle)";"Sharpedo"
"Charmina (Mâle)";"Kecleon";"Kecleon"
"Milobellus (Femelle)";"Deoxys (Vitesse)";"Milobellus (Femelle)"
"Chartor";"Groudon";"Groudon"
"Lumivole";"Relicanth (Femelle)";"Relicanth (Femelle)"
"Barbicha";"Groudon";"Groudon"
"Camérupt (Femelle)";"Groret";"Groret"
"Gardevoir";"Colhomard";"Gardevoir"
"Séléroc";"Oniglali";"Oniglali"
"Absol";"Registeel";"Absol"
"Posipi";"Libégon";"Libégon"
"Milobellus (Femelle)";"Lovdisc";"Milobellus (Femelle)"
"Ludicolo (Mâle)";"Latias";"Latias"
"Morphéo (Blizzard)";"Kaimorse";"Morphéo (Blizzard)"
"Wailord";"Chartor";"Wailord"
"Charmina (Mâle)";"Regice";"Regice"
"Chartor";"Deoxys (Vitesse)";"Chartor"
"Latias";"Rayquaza";"Latias"
"Wailord";"Branette";"Wailord"
"Armaldo";"Oniglali";"Armaldo"
"Munja";"Charmina (Mâle)";"Munja"
"Chapignon";"Mangriff";"Chapignon"
"Charmina (Mâle)";"Wailord";"Wailord"
"Lumivole";"Deoxys (Vitesse)";"Deoxys (Vitesse)"
"Grahyèna";"Groudon";"Grahyèna"
"Ludicolo (Mâle)";"Drattak";"Drattak"
"Papinox (Mâle)";"Absol";"Absol"
"Linéon";"Wailord";"Linéon"
"Posipi";"Colhomard";"Colhomard"
"Négapi";"Kaorine";"Négapi"
"Mysdibule";"Milobellus (Femelle)";"Milobellus (Femelle)"
"Bekipan";"Milobellus (Femelle)";"Milobellus (Femelle)"
"Camérupt (Femelle)";"Morphéo (Blizzard)";"Morphéo (Blizzard)"
"Négapi";"Lumivole";"Négapi"
"Mangriff";"Regice";"Regice"
"Tengalice (Mâle)";"Négapi";"Négapi"
"Muciole";"Jirachi";"Jirachi"
"Gardevoir";"Rosabyss";"Rosabyss"
"Brouhabam";"Drattak";"Drattak"
"Eoko";"Regirock";"Regirock"
"Mysdibule";"Négapi";"Négapi"
"Armaldo";"Jirachi";"Armaldo"
"Kecleon";"Serpang";"Kecleon"
"Libégon";"Kaorine";"Libégon"
"Barbicha";"Registeel";"Registeel"
"Hélédelle";"Kyogre";"Kyogre"
"Charmillon (Mâle)";"Latios";"Latios"
"Galeking";"Kecleon";"Kecleon"
"Monaflèmit";"Branette";"Branette"
"Galeking";"Muciole";"Galeking"
"Barbicha";"Eoko";"Barbicha"
"Kaimorse";"Deoxys (Vitesse)";"Kaimorse"
"Spinda";"Latios";"Latios"
"Chapignon";"Posipi";"Chapignon"
"Chapignon";"Delcatty";"Delcatty"
"Laggron";"Regice";"Laggron"
"Ludicolo (Mâle)";"Kyogre";"Kyogre"
"Gardevoir";"Latios";"Latios"
"Laggron";"Drattak";"Drattak"
"Avaltout (Mâle)";"Morphéo (Blizzard)";"Morphéo (Blizzard)"
"Hariyama";"Absol";"Absol"
"Rosabyss";"Relicanth (Femelle)";"Rosabyss"
"Libégon";"Mangriff";"Libégon"
"Eoko";"Jirachi";"Jirachi"
"Chapignon";"Séléroc";"Chapignon"
"Maskadra";"Avaltout (Mâle)";"Maskadra"
"Posipi";"Altaria";"Altaria"
"Tropius";"Kyogre";"Kyogre"
"Solaroc";"Kaorine";"Kaorine"
"Muciole";"Kaimorse";"Kaimorse"
"Jungko";"Métalosse";"Jungko"
"Tengalice (Mâle)";"Charmina (Mâle)";"Tengalice (Mâle)"
"Négapi";"Registeel";"Négapi"
"Maskadra";"Muciole";"Maskadra"
"Delcatty";"Wailord";"Delcatty"
"Jungko";"Kaimorse";"Kaimorse"
"Tengalice (Mâle)";"Ténéfix";"Tengalice (Mâle)"
"Jungko";"Hariyama";"Jungko"
"Groret";"Kecleon";"Kecleon"
"Wailord";"Regirock";"Wailord"
"Grahyèna";"Absol";"Absol"
"Elecsprint";"Libégon";"Elecsprint"
"Papinox (Mâle)";"Branette";"Branette"
"Chapignon";"Branette";"Chapignon"
"Branette";"Métalosse";"Métalosse"
"Ludicolo (Mâle)";"Regirock";"Regirock"
"Chartor";"Métalosse";"Métalosse"
"Rosabyss";"Regirock";"Rosabyss"
"Jungko";"Brouhabam";"Jungko"
"Hariyama";"Kyogre";"Kyogre"
"Lumivole";"Kyogre";"Kyogre"
"Altaria";"Kecleon";"Kecleon"
"Altaria";"Armaldo";"Armaldo"
"Laggron";"Charmillon (Mâle)";"Charmillon (Mâle)"
"Chapignon";"Groret";"Chapignon"
"Cacturne (Femelle)";"Lovdisc";"Cacturne (Femelle)"
"Lumivole";"Latias";"Latias"
"Ludicolo (Mâle)";"Posipi";"Posipi"
"Drattak";"Registeel";"Drattak"
"Gardevoir";"Regice";"Regice"
"Jungko";"Lumivole";"Jungko"
"Wailord";"Latios";"Latios"
"Camérupt (Femelle)";"Lovdisc";"Lovdisc"
"Chapignon";"Elecsprint";"Elecsprint"
"Avaltout (Mâle)";"Groudon";"Groudon"
"Ninjask";"Galeking";"Ninjask"
"Gardevoir";"Altaria";"Gardevoir"
"Ninjask";"Sharpedo";"Ninjask"
"Avaltout (Mâle)";"Solaroc";"Solaroc"
"Avaltout (Mâle)";"Séléroc";"Séléroc"
"Charmillon (Mâle)";"Camérupt (Femelle)";"Charmillon (Mâle)"
"Muciole";"Lovdisc";"Lovdisc"
"Chapignon";"Colhomard";"Chapignon"
"Galeking";"Libégon";"Libégon"
"Serpang";"Latias";"Latias"
"Delcatty";"Jirachi";"Delcatty"
"Séléroc";"Kaorine";"Séléroc"
"Tengalice (Mâle)";"Relicanth (Femelle)";"Relicanth (Femelle)"
"Brouhabam";"Négapi";"Négapi"
"Monaflèmit";"Libégon";"Libégon"
"Wailord";"Milobellus (Femelle)";"Milobellus (Femelle)"
"Tengalice (Mâle)";"Deoxys (Vitesse)";"Deoxys (Vitesse)"
"Regirock";"Regice";"Regirock"
"Ludicolo (Mâle)";"Registeel";"Registeel"
"Hariyama";"Morphéo (Blizzard)";"Morphéo (Blizzard)"
"Camérupt (Femelle)";"Regirock";"Regirock"
"Bekipan";"Sharpedo";"Sharpedo"
"Chartor";"Colhomard";"Chartor"
"Séléroc";"Colhomard";"Colhomard"
"Colhomard";"Kaorine";"Colhomard"
"Bekipan";"Armaldo";"Armaldo"
"Chartor";"Rayquaza";"Rayquaza"
"Camérupt (Femelle)";"Rayquaza";"Rayquaza"
"Brouhabam";"Mysdibule";"Brouhabam"
"Groret";"Eoko";"Groret"
"Tengalice (Mâle)";"Oniglali";"Oniglali"
"Papinox (Mâle)";"Avaltout (Mâle)";"Papinox (Mâle)"
"Muciole";"Groret";"Groret"
"Groret";"Solaroc";"Groret"
"Galeking";"Kyogre";"Kyogre"
"Charmillon (Mâle)";"Rosabyss";"Charmillon (Mâle)"
"Bekipan";"Lovdisc";"Bekipan"
"Braségali (Mâle)";"Eoko";"Eoko"
"Hélédelle";"Elecsprint";"Elecsprint"
"Jungko";"Lovdisc";"Jungko"
"Tengalice (Mâle)";"Delcatty";"Delcatty"
"Tengalice (Mâle)";"Avaltout (Mâle)";"Tengalice (Mâle)"
"Monaflèmit";"Kaimorse";"Kaimorse"
"Galeking";"Regirock";"Regirock"
"Mangriff";"Séviper";"Séviper"
"Galeking";"Morphéo (Blizzard)";"Morphéo (Blizzard)"
"Braségali (Mâle)";"Regice";"Regice"
"Négapi";"Avaltout (Mâle)";"Négapi"
"Chartor";"Solaroc";"Chartor"
"Laggron";"Kaorine";"Laggron"
"Grahyèna";"Muciole";"Grahyèna"
"Monaflèmit";"Regice";"Regice"
"Charmillon (Mâle)";"Oniglali";"Charmillon (Mâle)"
"Maskadra";"Négapi";"Négapi"
"Tengalice (Mâle)";"Solaroc";"Tengalice (Mâle)"
"Lovdisc";"Rayquaza";"Rayquaza"
"Wailord";"Solaroc";"Wailord"
"Elecsprint";"Lovdisc";"Elecsprint"
"Grahyèna";"Tropius";"Grahyèna"
"Monaflèmit";"Posipi";"Monaflèmit"
"Kaorine";"Eoko";"Eoko"
"Hélédelle";"Ninjask";"Ninjask"
"Elecsprint";"Rayquaza";"Elecsprint"
"Braségali (Mâle)";"Branette";"Branette"
"Hariyama";"Négapi";"Négapi"
"Wailord";"Lovdisc";"Wailord"
"Braségali (Mâle)";"Rayquaza";"Rayquaza"
"Bekipan";"Oniglali";"Bekipan"
"Solaroc";"Barbicha";"Solaroc"
"Wailord";"Oniglali";"Wailord"
"Milobellus (Femelle)";"Absol";"Absol"
"Braségali (Mâle)";"Négapi";"Négapi"
"Jungko";"Mangriff";"Jungko"
"Tengalice (Mâle)";"Chapignon";"Chapignon"
"Hélédelle";"Chartor";"Hélédelle"
"Monaflèmit";"Mysdibule";"Mysdibule"
"Libégon";"Kyogre";"Libégon"
"Chapignon";"Galeking";"Chapignon"
"Séviper";"Lovdisc";"Séviper"
"Laggron";"Séviper";"Séviper"
"Monaflèmit";"Rosabyss";"Rosabyss"
"Elecsprint";"Posipi";"Elecsprint"
"Linéon";"Avaltout (Mâle)";"Linéon"
"Vacilys";"Serpang";"Vacilys"
"Papinox (Mâle)";"Maskadra";"Papinox (Mâle)"
"Braségali (Mâle)";"Groret";"Groret"
"Posipi";"Métalosse";"Métalosse"
"Vacilys";"Branette";"Vacilys"
"Bekipan";"Kyogre";"Kyogre"
"Ténéfix";"Rosabyss";"Rosabyss"
"Ludicolo (Mâle)";"Lumivole";"Ludicolo (Mâle)"
"Rosabyss";"Métalosse";"Rosabyss"
"Delcatty";"Groret";"Groret"
"Hariyama";"Regirock";"Regirock"
"Maskadra";"Ninjask";"Ninjask"
"Papinox (Mâle)";"Ninjask";"Ninjask"
"Branette";"Oniglali";"Branette"
"Armaldo";"Milobellus (Femelle)";"Milobellus (Femelle)"
"Tropius";"Absol";"Absol"
"Hariyama";"Tropius";"Tropius"
"Maskadra";"Groudon";"Groudon"
"Mysdibule";"Rosabyss";"Rosabyss"
"Ténéfix";"Lumivole";"Ténéfix"
"Charmina (Mâle)";"Registeel";"Registeel"
"Ludicolo (Mâle)";"Ninjask";"Ninjask"
"Gardevoir";"Galeking";"Gardevoir"
"Kaorine";"Kecleon";"Kecleon"
"Cacturne (Femelle)";"Kyogre";"Kyogre"
"Braségali (Mâle)";"Lovdisc";"Lovdisc"
"Hélédelle";"Regice";"Hélédelle"
"Jungko";"Registeel";"Jungko"
"Muciole";"Tropius";"Tropius"
"Linéon";"Kyogre";"Linéon"
"Chapignon";"Monaflèmit";"Chapignon"
"Sharpedo";"Lovdisc";"Sharpedo"
"Brouhabam";"Regice";"Regice"
"Morphéo (Blizzard)";"Lovdisc";"Morphéo (Blizzard)"
"Hariyama";"Avaltout (Mâle)";"Hariyama"
"Cacturne (Femelle)";"Branette";"Cacturne (Femelle)"
"Papinox (Mâle)";"Mysdibule";"Mysdibule"
"Ninjask";"Brouhabam";"Ninjask"
"Linéon";"Absol";"Absol"
"Groret";"Séviper";"Groret"
"Libégon";"Latias";"Latias"
"Colhomard";"Deoxys (Vitesse)";"Colhomard"
"Métalosse";"Rayquaza";"Rayquaza"
"Kaimorse";"Lovdisc";"Kaimorse"
"Brouhabam";"Lumivole";"Brouhabam"
"Spinda";"Libégon";"Libégon"
"Lovdisc";"Kyogre";"Kyogre"
"Wailord";"Altaria";"Wailord"
"Brouhabam";"Relicanth (Femelle)";"Relicanth (Femelle)"
"Regirock";"Deoxys (Vitesse)";"Deoxys (Vitesse)"
"Linéon";"Négapi";"Linéon"
"Braségali (Mâle)";"Laggron";"Laggron"
"Ludicolo (Mâle)";"Jirachi";"Jirachi"
"Spinda";"Morphéo (Blizzard)";"Morphéo (Blizzard)"
"Drattak";"Groudon";"Drattak"
"Serpang";"Rosabyss";"Rosabyss"
"Tengalice (Mâle)";"Absol";"Absol"
"Posipi";"Eoko";"Posipi"
"Groret";"Lovdisc";"Groret"
"Munja";"Avaltout (Mâle)";"Munja"
"Tropius";"Serpang";"Tropius"
"Ténéfix";"Elecsprint";"Elecsprint"
"Chapignon";"Deoxys (Vitesse)";"Chapignon"
"Tengalice (Mâle)";"Lumivole";"Tengalice (Mâle)"
"Grahyèna";"Serpang";"Grahyèna"
"Gardevoir";"Groret";"Groret"
"Barbicha";"Serpang";"Barbicha"
"Laggron";"Grahyèna";"Grahyèna"
"Grahyèna";"Lovdisc";"Grahyèna"
"Camérupt (Femelle)";"Métalosse";"Métalosse"
"Hélédelle";"Morphéo (Blizzard)";"Morphéo (Blizzard)"
"Ludicolo (Mâle)";"Eoko";"Eoko"
"Muciole";"Eoko";"Eoko"
"Sharpedo";"Absol";"Absol"
"Linéon";"Deoxys (Vitesse)";"Linéon"
"Hélédelle";"Muciole";"Hélédelle"
"Regice";"Registeel";"Registeel"
"Grahyèna";"Eoko";"Grahyèna"
"Galeking";"Chartor";"Chartor"
"Mysdibule";"Lumivole";"Mysdibule"
"Armaldo";"Absol";"Absol"
"Chapignon";"Drattak";"Drattak"
"Tengalice (Mâle)";"Morphéo (Blizzard)";"Morphéo (Blizzard)"
"Groret";"Tropius";"Groret"
"Charmillon (Mâle)";"Hariyama";"Charmillon (Mâle)"
"Ludicolo (Mâle)";"Tropius";"Tropius"
"Elecsprint";"Spinda";"Elecsprint"
"Kecleon";"Latias";"Latias"
"Ninjask";"Absol";"Absol"
"Barbicha";"Métalosse";"Métalosse"
"Munja";"Groudon";"Groudon"
"Camérupt (Femelle)";"Groudon";"Groudon"
"Cacturne (Femelle)";"Armaldo";"Cacturne (Femelle)"
"Jungko";"Chapignon";"Chapignon"
"Ninjask";"Vacilys";"Ninjask"
"Lumivole";"Sharpedo";"Sharpedo"
"Rosabyss";"Groudon";"Rosabyss"
"Laggron";"Absol";"Absol"
"Laggron";"Groudon";"Groudon"
"Spinda";"Armaldo";"Armaldo"
"Delcatty";"Serpang";"Delcatty"
"Groudon";"Deoxys (Vitesse)";"Groudon"
"Relicanth (Femelle)";"Jirachi";"Jirachi"
"Altaria";"Serpang";"Altaria"
"Braségali (Mâle)";"Camérupt (Femelle)";"Braségali (Mâle)"
"Brouhabam";"Rosabyss";"Rosabyss"
"Bekipan";"Métalosse";"Métalosse"
"Jungko";"Groudon";"Groudon"
"Tengalice (Mâle)";"Wailord";"Wailord"
"Hariyama";"Deoxys (Vitesse)";"Deoxys (Vitesse)"
"Lumivole";"Absol";"Absol"
"Grahyèna";"Rayquaza";"Grahyèna"
"Linéon";"Regirock";"Linéon"
"Spinda";"Métalosse";"Métalosse"
"Charmillon (Mâle)";"Solaroc";"Charmillon (Mâle)"
"Séléroc";"Regice";"Regice"
"Drattak";"Jirachi";"Drattak"
"Métalosse";"Latios";"Latios"
"Lumivole";"Colhomard";"Colhomard"
"Linéon";"Altaria";"Linéon"
"Elecsprint";"Chartor";"Elecsprint"
"Maskadra";"Chapignon";"Chapignon"
"Séléroc";"Groudon";"Groudon"
"Kecleon";"Groudon";"Groudon"
"Ninjask";"Altaria";"Ninjask"
"Galeking";"Registeel";"Registeel"
"Kecleon";"Jirachi";"Kecleon"
"Elecsprint";"Camérupt (Femelle)";"Elecsprint"
"Laggron";"Munja";"Munja"
"Négapi";"Camérupt (Femelle)";"Négapi"
"Drattak";"Métalosse";"Drattak"
"Groret";"Regirock";"Groret"
"Tengalice (Mâle)";"Sharpedo";"Sharpedo"
"Maskadra";"Rosabyss";"Rosabyss"
"Laggron";"Lumivole";"Laggron"
"Relicanth (Femelle)";"Latias";"Latias"
"Galeking";"Absol";"Absol"
"Bekipan";"Elecsprint";"Elecsprint"
"Papinox (Mâle)";"Elecsprint";"Elecsprint"
"Linéon";"Latias";"Linéon"
"Ténéfix";"Tropius";"Tropius"
"Jungko";"Monaflèmit";"Monaflèmit"
"Camérupt (Femelle)";"Relicanth (Femelle)";"Relicanth (Femelle)"
"Groret";"Cacturne (Femelle)";"Cacturne (Femelle)"
"Gardevoir";"Serpang";"Gardevoir"
"Charmina (Mâle)";"Kaimorse";"Kaimorse"
"Lovdisc";"Groudon";"Groudon"
"Monaflèmit";"Colhomard";"Monaflèmit"
"Avaltout (Mâle)";"Serpang";"Serpang"
"Solaroc";"Serpang";"Solaroc"
"Brouhabam";"Chartor";"Chartor"
"Altaria";"Rayquaza";"Rayquaza"
"Colhomard";"Rosabyss";"Rosabyss"
"Bekipan";"Relicanth (Femelle)";"Relicanth (Femelle)"
"Jungko";"Grahyèna";"Grahyèna"
"Hélédelle";"Métalosse";"Métalosse"
"Muciole";"Séléroc";"Séléroc"
"Registeel";"Rayquaza";"Registeel"
"Charmillon (Mâle)";"Hélédelle";"Hélédelle"
"Grahyèna";"Spinda";"Grahyèna"
"Serpang";"Kyogre";"Kyogre"
"Sharpedo";"Armaldo";"Sharpedo"
"Tropius";"Jirachi";"Tropius"
"Jungko";"Kecleon";"Kecleon"
"Armaldo";"Tropius";"Tropius"
"Milobellus (Femelle)";"Branette";"Milobellus (Femelle)"
"Lumivole";"Séléroc";"Séléroc"
"Ludicolo (Mâle)";"Relicanth (Femelle)";"Relicanth (Femelle)"
"Braségali (Mâle)";"Delcatty";"Delcatty"
"Jungko";"Spinda";"Jungko"
"Elecsprint";"Groudon";"Elecsprint"
"Linéon";"Rosabyss";"Linéon"
"Ludicolo (Mâle)";"Groudon";"Groudon"
"Ludicolo (Mâle)";"Milobellus (Femelle)";"Milobellus (Femelle)"
"Maskadra";"Delcatty";"Delcatty"
"Braségali (Mâle)";"Spinda";"Spinda"
"Grahyèna";"Maskadra";"Grahyèna"
"Galeking";"Sharpedo";"Sharpedo"
"Morphéo (Blizzard)";"Branette";"Morphéo (Blizzard)"
"Ninjask";"Munja";"Ninjask"
"Négapi";"Vacilys";"Négapi"
"Séviper";"Morphéo (Blizzard)";"Morphéo (Blizzard)"
"Ninjask";"Libégon";"Ninjask"
"Chartor";"Regice";"Chartor"
"Laggron";"Kaimorse";"Kaimorse"
"Hariyama";"Vacilys";"Vacilys"
"Ninjask";"Elecsprint";"Elecsprint"
"Maskadra";"Lumivole";"Maskadra"
"Monaflèmit";"Elecsprint";"Elecsprint"
"Chapignon";"Cacturne (Femelle)";"Chapignon"
"Oniglali";"Latios";"Latios"
"Libégon";"Vacilys";"Libégon"
"Cacturne (Femelle)";"Séléroc";"Séléroc"
"Chartor";"Spinda";"Chartor"
"Jungko";"Deoxys (Vitesse)";"Jungko"
"Lovdisc";"Latios";"Latios"
"Ludicolo (Mâle)";"Séléroc";"Séléroc"
"Kaorine";"Kyogre";"Kyogre"
"Relicanth (Femelle)";"Deoxys (Vitesse)";"Deoxys (Vitesse)"
"Groret";"Relicanth (Femelle)";"Groret"
"Hélédelle";"Camérupt (Femelle)";"Hélédelle"
"Gardevoir";"Avaltout (Mâle)";"Gardevoir"
"Charmillon (Mâle)";"Groudon";"Charmillon (Mâle)"
"Munja";"Barbicha";"Munja"
"Galeking";"Altaria";"Altaria"
"Gardevoir";"Kecleon";"Kecleon"
"Hélédelle";"Groudon";"Hélédelle"
"Muciole";"Regice";"Regice"
"Serpang";"Relicanth (Femelle)";"Relicanth (Femelle)"
"Bekipan";"Groudon";"Groudon"
"Delcatty";"Sharpedo";"Delcatty"
"Braségali (Mâle)";"Mysdibule";"Mysdibule"
"Altaria";"Regirock";"Regirock"
