"P1";"P2";"Vainqueur"
"Crabaraque";"Mygavolt";"Mygavolt"
"Crapustule";"Tranchodon";"Tranchodon"
"Gigalithe";"Limonde";"Gigalithe"
"Sorbouboul";"Ohmassacre";"Sorbouboul"
"Viridium";"Genesect (Normal)";"Viridium"
"Bargantua (Motif Rouge)";"Aflamanoir";"Bargantua (Motif Rouge)"
"Lançargot";"Vaututrice";"Vaututrice"
"Léopardus";"Polagriffe";"Léopardus"
"Feuiloutan";"Keldeo (Décidé)";"Keldeo (Décidé)"
"Cryptéro";"Aéroptéryx";"Aéroptéryx"
"Farfaduvet";"Fragilady";"Fragilady"
"Darumacho";"Golemastoc";"Golemastoc"
"Mégapagos";"Emolga";"Mégapagos"
"Feuiloutan";"Viridium";"Viridium"
"Majaspic";"Zéblitz";"Zéblitz"
"Crapustule";"Meloetta (Chant)";"Crapustule"
"Farfaduvet";"Zekrom";"Zekrom"
"Haydaim (Hiver)";"Fermite";"Haydaim (Hiver)"
"Mushana";"Lugulabre";"Lugulabre"
"Miasmax";"Lugulabre";"Lugulabre"
"Flamoutan";"Tranchodon";"Tranchodon"
"Noacier";"Golemastoc";"Golemastoc"
"Maracachi";"Miasmax";"Maracachi"
"Déflaisan (Mâle)";"Farfaduvet";"Déflaisan (Mâle)"
"Léopardus";"Darumacho";"Léopardus"
"Flamoutan";"Minotaupe";"Minotaupe"
"Victini";"Fulguris (Totémique)";"Victini"
"Flamoutan";"Crabaraque";"Crabaraque"
"Judokrak";"Fulguris (Totémique)";"Fulguris (Totémique)"
"Haydaim (Hiver)";"Gueriaigle";"Gueriaigle"
"Mastouffe";"Pyrax";"Pyrax"
"Neitram";"Cobaltium";"Cobaltium"
"Pashmilla";"Pyrax";"Pashmilla"
"Aéroptéryx";"Zoroark";"Aéroptéryx"
"Mushana";"Pashmilla";"Pashmilla"
"Brutapode";"Genesect (Normal)";"Brutapode"
"Scalproie";"Reshiram";"Reshiram"
"Flotoutan";"Scalproie";"Scalproie"
"Crocorible";"Baggaïd";"Baggaïd"
"Mygavolt";"Aflamanoir";"Mygavolt"
"Mushana";"Rhinolove";"Mushana"
"Zéblitz";"Reshiram";"Zéblitz"
"Lugulabre";"Shaofouine";"Shaofouine"
"Golemastoc";"Zekrom";"Zekrom"
"Gigalithe";"Reshiram";"Gigalithe"
"Bétochef";"Terrakium";"Terrakium"
"Symbios";"Lançargot";"Lançargot"
"Feuiloutan";"Pashmilla";"Pashmilla"
"Sidérella";"Polagriffe";"Polagriffe"
"Mushana";"Darumacho";"Mushana"
"Brutapode";"Crabaraque";"Brutapode"
"Déflaisan (Mâle)";"Terrakium";"Terrakium"
"Neitram";"Drakkarmin";"Neitram"
"Emolga";"Shaofouine";"Emolga"
"Minotaupe";"Crapustule";"Minotaupe"
"Nanméouïe";"Hexagel";"Hexagel"
"Polagriffe";"Genesect (Normal)";"Genesect (Normal)"
"Minotaupe";"Lugulabre";"Lugulabre"
"Miradar";"Léopardus";"Léopardus"
"Moyade (Mâle)";"Zekrom";"Zekrom"
"Sidérella";"Meloetta (Chant)";"Meloetta (Chant)"
"Crabaraque";"Frison";"Crabaraque"
"Bétochef";"Hexagel";"Hexagel"
"Karaclée";"Fragilady";"Fragilady"
"Clamiral";"Gueriaigle";"Clamiral"
"Judokrak";"Mygavolt";"Mygavolt"
"Vaututrice";"Zekrom";"Zekrom"
"Crabaraque";"Limaspeed";"Crabaraque"
"Darumacho";"Maracachi";"Maracachi"
"Flotoutan";"Mygavolt";"Mygavolt"
"Fragilady";"Lakmécygne";"Lakmécygne"
"Ohmassacre";"Frison";"Frison"
"Cryptéro";"Drakkarmin";"Cryptéro"
"Darumacho";"Mégapagos";"Mégapagos"
"Golemastoc";"Kyurem";"Golemastoc"
"Flamoutan";"Drakkarmin";"Drakkarmin"
"Pashmilla";"Haydaim (Hiver)";"Haydaim (Hiver)"
"Hexagel";"Genesect (Normal)";"Genesect (Normal)"
"Gaulet";"Aflamanoir";"Aflamanoir"
"Gaulet";"Mygavolt";"Mygavolt"
"Fragilady";"Hexagel";"Hexagel"
"Noacier";"Aflamanoir";"Noacier"
"Nanméouïe";"Baggaïd";"Baggaïd"
"Lançargot";"Keldeo (Décidé)";"Keldeo (Décidé)"
"Zekrom";"Meloetta (Chant)";"Zekrom"
"Pashmilla";"Gueriaigle";"Gueriaigle"
"Tutankafer";"Moyade (Mâle)";"Tutankafer"
"Crocorible";"Tutankafer";"Tutankafer"
"Ohmassacre";"Hexagel";"Hexagel"
"Ohmassacre";"Terrakium";"Terrakium"
"Shaofouine";"Trioxhydre";"Trioxhydre"
"Victini";"Aéroptéryx";"Aéroptéryx"
"Maracachi";"Limonde";"Maracachi"
"Victini";"Flamoutan";"Victini"
"Brutapode";"Vaututrice";"Brutapode"
"Roitiflam";"Reshiram";"Reshiram"
"Flamoutan";"Miasmax";"Miasmax"
"Gaulet";"Terrakium";"Terrakium"
"Mamanbo";"Limaspeed";"Limaspeed"
"Majaspic";"Déflaisan (Mâle)";"Majaspic"
"Karaclée";"Bargantua (Motif Rouge)";"Karaclée"
"Mushana";"Fulguris (Totémique)";"Mushana"
"Miradar";"Feuiloutan";"Feuiloutan"
"Léopardus";"Tranchodon";"Tranchodon"
"Mushana";"Meloetta (Chant)";"Mushana"
"Bétochef";"Mygavolt";"Mygavolt"
"Judokrak";"Mamanbo";"Mamanbo"
"Feuiloutan";"Zéblitz";"Zéblitz"
"Farfaduvet";"Genesect (Normal)";"Genesect (Normal)"
"Clamiral";"Mastouffe";"Clamiral"
"Emolga";"Noacier";"Emolga"
"Rhinolove";"Bargantua (Motif Rouge)";"Rhinolove"
"Mushana";"Limaspeed";"Mushana"
"Feuiloutan";"Démétéros (Totémique)";"Démétéros (Totémique)"
"Moyade (Mâle)";"Limonde";"Moyade (Mâle)"
"Bargantua (Motif Rouge)";"Darumacho";"Bargantua (Motif Rouge)"
"Majaspic";"Karaclée";"Majaspic"
"Flotoutan";"Crapustule";"Crapustule"
"Pashmilla";"Symbios";"Pashmilla"
"Maracachi";"Démétéros (Totémique)";"Maracachi"
"Rhinolove";"Lakmécygne";"Rhinolove"
"Tranchodon";"Terrakium";"Tranchodon"
"Mégapagos";"Fermite";"Mégapagos"
"Feuiloutan";"Darumacho";"Feuiloutan"
"Maracachi";"Tutankafer";"Tutankafer"
"Clamiral";"Meloetta (Chant)";"Clamiral"
"Feuiloutan";"Mushana";"Mushana"
"Limonde";"Boréas (Totémique)";"Boréas (Totémique)"
"Gueriaigle";"Reshiram";"Reshiram"
"Aéroptéryx";"Genesect (Normal)";"Aéroptéryx"
"Sorbouboul";"Moyade (Mâle)";"Moyade (Mâle)"
"Roitiflam";"Drakkarmin";"Drakkarmin"
"Neitram";"Fermite";"Neitram"
"Victini";"Genesect (Normal)";"Victini"
"Rhinolove";"Drakkarmin";"Rhinolove"
"Mégapagos";"Cliticlic";"Mégapagos"
"Judokrak";"Brutapode";"Brutapode"
"Pashmilla";"Tranchodon";"Tranchodon"
"Victini";"Lançargot";"Victini"
"Mamanbo";"Limonde";"Mamanbo"
"Neitram";"Keldeo (Décidé)";"Keldeo (Décidé)"
"Judokrak";"Pyrax";"Pyrax"
"Aéroptéryx";"Terrakium";"Aéroptéryx"
"Scalproie";"Zekrom";"Zekrom"
"Drakkarmin";"Frison";"Frison"
"Manternel";"Mégapagos";"Mégapagos"
"Tranchodon";"Fulguris (Totémique)";"Tranchodon"
"Trioxhydre";"Meloetta (Chant)";"Trioxhydre"
"Sorbouboul";"Lançargot";"Lançargot"
"Majaspic";"Mégapagos";"Majaspic"
"Sorbouboul";"Golemastoc";"Golemastoc"
"Cryptéro";"Mégapagos";"Mégapagos"
"Crocorible";"Sidérella";"Crocorible"
"Hexagel";"Keldeo (Décidé)";"Keldeo (Décidé)"
"Rhinolove";"Baggaïd";"Baggaïd"
"Manternel";"Neitram";"Neitram"
"Flamoutan";"Gigalithe";"Gigalithe"
"Boréas (Totémique)";"Démétéros (Totémique)";"Démétéros (Totémique)"
"Karaclée";"Noacier";"Noacier"
"Rhinolove";"Golemastoc";"Golemastoc"
"Léopardus";"Feuiloutan";"Léopardus"
"Crocorible";"Frison";"Crocorible"
"Hexagel";"Terrakium";"Terrakium"
"Miradar";"Neitram";"Neitram"
"Victini";"Viridium";"Viridium"
"Clamiral";"Manternel";"Clamiral"
"Hexagel";"Viridium";"Viridium"
"Roitiflam";"Baggaïd";"Baggaïd"
"Lugulabre";"Fulguris (Totémique)";"Lugulabre"
"Minotaupe";"Darumacho";"Minotaupe"
"Miradar";"Cryptéro";"Cryptéro"
"Roitiflam";"Lugulabre";"Lugulabre"
"Aéroptéryx";"Golemastoc";"Aéroptéryx"
"Lançargot";"Cliticlic";"Cliticlic"
"Fragilady";"Boréas (Totémique)";"Fragilady"
"Tutankafer";"Sidérella";"Tutankafer"
"Crocorible";"Ohmassacre";"Crocorible"
"Mamanbo";"Meloetta (Chant)";"Mamanbo"
"Bargantua (Motif Rouge)";"Kyurem";"Bargantua (Motif Rouge)"
"Clamiral";"Bétochef";"Clamiral"
"Léopardus";"Minotaupe";"Léopardus"
"Déflaisan (Mâle)";"Zekrom";"Zekrom"
"Déflaisan (Mâle)";"Aflamanoir";"Déflaisan (Mâle)"
"Fragilady";"Mygavolt";"Mygavolt"
"Miradar";"Symbios";"Symbios"
"Zoroark";"Gueriaigle";"Gueriaigle"
"Roitiflam";"Scalproie";"Scalproie"
"Tutankafer";"Pashmilla";"Pashmilla"
"Gaulet";"Kyurem";"Kyurem"
"Déflaisan (Mâle)";"Pyrax";"Déflaisan (Mâle)"
"Drakkarmin";"Fulguris (Totémique)";"Fulguris (Totémique)"
"Rhinolove";"Boréas (Totémique)";"Rhinolove"
"Darumacho";"Frison";"Frison"
"Victini";"Limonde";"Victini"
"Mégapagos";"Scalproie";"Mégapagos"
"Feuiloutan";"Gaulet";"Feuiloutan"
"Miradar";"Boréas (Totémique)";"Boréas (Totémique)"
"Rhinolove";"Polagriffe";"Rhinolove"
"Crocorible";"Noacier";"Noacier"
"Sidérella";"Keldeo (Décidé)";"Keldeo (Décidé)"
"Aéroptéryx";"Meloetta (Chant)";"Aéroptéryx"
"Shaofouine";"Boréas (Totémique)";"Shaofouine"
"Rhinolove";"Pashmilla";"Pashmilla"
"Gigalithe";"Sorbouboul";"Gigalithe"
"Déflaisan (Mâle)";"Manternel";"Manternel"
"Symbios";"Zekrom";"Zekrom"
"Zéblitz";"Gigalithe";"Zéblitz"
"Mégapagos";"Trioxhydre";"Mégapagos"
"Mushana";"Hexagel";"Mushana"
"Sorbouboul";"Terrakium";"Terrakium"
"Darumacho";"Moyade (Mâle)";"Moyade (Mâle)"
"Lakmécygne";"Démétéros (Totémique)";"Démétéros (Totémique)"
"Roitiflam";"Frison";"Frison"
"Majaspic";"Trioxhydre";"Majaspic"
"Gigalithe";"Fermite";"Gigalithe"
"Darumacho";"Baggaïd";"Baggaïd"
"Bargantua (Motif Rouge)";"Cryptéro";"Cryptéro"
"Majaspic";"Cryptéro";"Majaspic"
"Sidérella";"Lakmécygne";"Lakmécygne"
"Miasmax";"Limonde";"Limonde"
"Mushana";"Genesect (Normal)";"Genesect (Normal)"
"Majaspic";"Fulguris (Totémique)";"Majaspic"
"Clamiral";"Neitram";"Clamiral"
"Feuiloutan";"Hexagel";"Hexagel"
"Roitiflam";"Bargantua (Motif Rouge)";"Bargantua (Motif Rouge)"
"Zéblitz";"Mygavolt";"Mygavolt"
"Neitram";"Meloetta (Chant)";"Neitram"
"Gaulet";"Hexagel";"Hexagel"
"Lakmécygne";"Hexagel";"Lakmécygne"
"Crabaraque";"Ohmassacre";"Crabaraque"
"Déflaisan (Mâle)";"Shaofouine";"Shaofouine"
"Zéblitz";"Maracachi";"Zéblitz"
"Mygavolt";"Pyrax";"Mygavolt"
"Flotoutan";"Déflaisan (Mâle)";"Déflaisan (Mâle)"
"Minotaupe";"Haydaim (Hiver)";"Haydaim (Hiver)"
"Mygavolt";"Lugulabre";"Mygavolt"
"Symbios";"Moyade (Mâle)";"Moyade (Mâle)"
"Haydaim (Hiver)";"Noacier";"Haydaim (Hiver)"
"Léopardus";"Meloetta (Chant)";"Léopardus"
"Ohmassacre";"Cobaltium";"Cobaltium"
"Brutapode";"Neitram";"Brutapode"
"Rhinolove";"Aéroptéryx";"Aéroptéryx"
"Neitram";"Trioxhydre";"Trioxhydre"
"Miasmax";"Tranchodon";"Tranchodon"
"Limaspeed";"Scalproie";"Limaspeed"
"Mushana";"Kyurem";"Mushana"
"Feuiloutan";"Farfaduvet";"Feuiloutan"
"Lakmécygne";"Moyade (Mâle)";"Lakmécygne"
"Judokrak";"Hexagel";"Hexagel"
"Ohmassacre";"Polagriffe";"Ohmassacre"
"Maracachi";"Mygavolt";"Mygavolt"
"Brutapode";"Lançargot";"Brutapode"
"Victini";"Scalproie";"Victini"
"Tranchodon";"Zekrom";"Tranchodon"
"Mastouffe";"Crapustule";"Mastouffe"
"Judokrak";"Gueriaigle";"Gueriaigle"
"Bargantua (Motif Rouge)";"Pyrax";"Pyrax"
"Léopardus";"Haydaim (Hiver)";"Haydaim (Hiver)"
"Majaspic";"Cliticlic";"Majaspic"
"Zéblitz";"Cobaltium";"Zéblitz"
"Gigalithe";"Tranchodon";"Gigalithe"
"Bargantua (Motif Rouge)";"Tutankafer";"Bargantua (Motif Rouge)"
"Aéroptéryx";"Sorbouboul";"Aéroptéryx"
"Zoroark";"Viridium";"Viridium"
"Lakmécygne";"Pyrax";"Pyrax"
"Reshiram";"Zekrom";"Reshiram"
"Zoroark";"Shaofouine";"Shaofouine"
"Majaspic";"Crapustule";"Majaspic"
"Lançargot";"Gueriaigle";"Gueriaigle"
"Lançargot";"Tranchodon";"Tranchodon"
"Flamoutan";"Crocorible";"Crocorible"
"Mamanbo";"Terrakium";"Terrakium"
"Flotoutan";"Vaututrice";"Vaututrice"
"Lakmécygne";"Mamanbo";"Lakmécygne"
"Majaspic";"Ohmassacre";"Majaspic"
"Karaclée";"Shaofouine";"Shaofouine"
"Mastouffe";"Sidérella";"Mastouffe"
"Polagriffe";"Scalproie";"Polagriffe"
"Crapustule";"Terrakium";"Terrakium"
"Majaspic";"Cobaltium";"Majaspic"
"Pashmilla";"Emolga";"Pashmilla"
"Flotoutan";"Crabaraque";"Crabaraque"
"Rhinolove";"Lançargot";"Lançargot"
"Lançargot";"Mamanbo";"Lançargot"
"Moyade (Mâle)";"Lugulabre";"Lugulabre"
"Lakmécygne";"Kyurem";"Kyurem"
"Judokrak";"Neitram";"Neitram"
"Bétochef";"Crocorible";"Crocorible"
"Gigalithe";"Ohmassacre";"Gigalithe"
"Mastouffe";"Noacier";"Noacier"
"Bétochef";"Golemastoc";"Golemastoc"
"Nanméouïe";"Noacier";"Noacier"
"Farfaduvet";"Moyade (Mâle)";"Farfaduvet"
"Bétochef";"Cliticlic";"Cliticlic"
"Victini";"Flotoutan";"Victini"
"Crapustule";"Fragilady";"Fragilady"
"Tranchodon";"Gueriaigle";"Tranchodon"
"Mygavolt";"Kyurem";"Mygavolt"
"Frison";"Cobaltium";"Cobaltium"
"Feuiloutan";"Tutankafer";"Tutankafer"
"Baggaïd";"Zekrom";"Zekrom"
"Judokrak";"Limonde";"Limonde"
"Mamanbo";"Fermite";"Mamanbo"
"Mushana";"Bétochef";"Mushana"
"Baggaïd";"Drakkarmin";"Baggaïd"
"Polagriffe";"Boréas (Totémique)";"Polagriffe"
"Mushana";"Maracachi";"Maracachi"
"Zéblitz";"Fulguris (Totémique)";"Zéblitz"
"Mushana";"Mamanbo";"Mamanbo"
"Minotaupe";"Lançargot";"Lançargot"
"Feuiloutan";"Ohmassacre";"Feuiloutan"
"Karaclée";"Symbios";"Karaclée"
"Gigalithe";"Lugulabre";"Gigalithe"
"Fragilady";"Meloetta (Chant)";"Fragilady"
"Miradar";"Zoroark";"Zoroark"
"Roitiflam";"Démétéros (Totémique)";"Démétéros (Totémique)"
"Déflaisan (Mâle)";"Moyade (Mâle)";"Déflaisan (Mâle)"
"Mushana";"Mygavolt";"Mygavolt"
"Gigalithe";"Haydaim (Hiver)";"Haydaim (Hiver)"
"Mastouffe";"Miasmax";"Mastouffe"
"Crapustule";"Limaspeed";"Limaspeed"
"Mégapagos";"Gueriaigle";"Gueriaigle"
"Victini";"Feuiloutan";"Feuiloutan"
"Aéroptéryx";"Emolga";"Emolga"
"Flotoutan";"Pyrax";"Pyrax"
"Miasmax";"Polagriffe";"Polagriffe"
"Lakmécygne";"Genesect (Normal)";"Genesect (Normal)"
"Polagriffe";"Limaspeed";"Limaspeed"
"Darumacho";"Terrakium";"Terrakium"
"Fragilady";"Cliticlic";"Fragilady"
"Haydaim (Hiver)";"Lugulabre";"Haydaim (Hiver)"
"Limonde";"Viridium";"Viridium"
"Miradar";"Crocorible";"Crocorible"
"Crapustule";"Mégapagos";"Mégapagos"
"Victini";"Fermite";"Victini"
"Cryptéro";"Mamanbo";"Cryptéro"
"Hexagel";"Limonde";"Hexagel"
"Mastouffe";"Vaututrice";"Vaututrice"
"Manternel";"Lakmécygne";"Lakmécygne"
"Flotoutan";"Mushana";"Mushana"
"Pyrax";"Cobaltium";"Pyrax"
"Sorbouboul";"Gueriaigle";"Gueriaigle"
"Clamiral";"Moyade (Mâle)";"Clamiral"
"Clamiral";"Tutankafer";"Clamiral"
"Miasmax";"Lakmécygne";"Lakmécygne"
"Fragilady";"Zoroark";"Fragilady"
"Flotoutan";"Moyade (Mâle)";"Moyade (Mâle)"
"Trioxhydre";"Viridium";"Trioxhydre"
"Déflaisan (Mâle)";"Emolga";"Emolga"
"Miradar";"Bétochef";"Bétochef"
"Feuiloutan";"Limaspeed";"Limaspeed"
"Lakmécygne";"Limonde";"Lakmécygne"
"Léopardus";"Zéblitz";"Zéblitz"
"Mamanbo";"Reshiram";"Reshiram"
"Mamanbo";"Gueriaigle";"Gueriaigle"
"Mushana";"Boréas (Totémique)";"Mushana"
"Rhinolove";"Cobaltium";"Cobaltium"
"Brutapode";"Moyade (Mâle)";"Brutapode"
"Feuiloutan";"Nanméouïe";"Nanméouïe"
"Manternel";"Hexagel";"Manternel"
"Tutankafer";"Fulguris (Totémique)";"Tutankafer"
"Gigalithe";"Aéroptéryx";"Gigalithe"
"Clamiral";"Miasmax";"Clamiral"
"Majaspic";"Minotaupe";"Majaspic"
"Manternel";"Maracachi";"Maracachi"
"Karaclée";"Lançargot";"Karaclée"
"Nanméouïe";"Farfaduvet";"Nanméouïe"
"Majaspic";"Fermite";"Majaspic"
"Noacier";"Boréas (Totémique)";"Noacier"
"Brutapode";"Mégapagos";"Brutapode"
"Pashmilla";"Fulguris (Totémique)";"Pashmilla"
"Tranchodon";"Frison";"Tranchodon"
"Mushana";"Brutapode";"Brutapode"
"Frison";"Keldeo (Décidé)";"Keldeo (Décidé)"
"Mushana";"Frison";"Mushana"
"Miradar";"Lakmécygne";"Lakmécygne"
"Aflamanoir";"Viridium";"Viridium"
"Roitiflam";"Cliticlic";"Cliticlic"
"Mégapagos";"Polagriffe";"Mégapagos"
"Darumacho";"Lugulabre";"Lugulabre"
"Baggaïd";"Zoroark";"Baggaïd"
"Lugulabre";"Genesect (Normal)";"Lugulabre"
"Shaofouine";"Golemastoc";"Golemastoc"
"Crapustule";"Farfaduvet";"Farfaduvet"
"Minotaupe";"Sidérella";"Minotaupe"
"Mamanbo";"Cobaltium";"Cobaltium"
"Déflaisan (Mâle)";"Frison";"Frison"
"Roitiflam";"Miradar";"Roitiflam"
"Gaulet";"Vaututrice";"Vaututrice"
"Clamiral";"Judokrak";"Clamiral"
"Lakmécygne";"Lançargot";"Lançargot"
"Lançargot";"Fermite";"Lançargot"
"Ohmassacre";"Démétéros (Totémique)";"Ohmassacre"
"Crabaraque";"Golemastoc";"Golemastoc"
"Feuiloutan";"Cryptéro";"Cryptéro"
"Zekrom";"Genesect (Normal)";"Zekrom"
"Roitiflam";"Boréas (Totémique)";"Boréas (Totémique)"
"Gueriaigle";"Terrakium";"Gueriaigle"
"Fragilady";"Ohmassacre";"Fragilady"
"Roitiflam";"Miasmax";"Roitiflam"
"Déflaisan (Mâle)";"Karaclée";"Déflaisan (Mâle)"
"Symbios";"Frison";"Symbios"
"Baggaïd";"Fermite";"Baggaïd"
"Roitiflam";"Cobaltium";"Cobaltium"
"Déflaisan (Mâle)";"Mégapagos";"Mégapagos"
"Zoroark";"Pashmilla";"Pashmilla"
"Mastouffe";"Mamanbo";"Mamanbo"
"Déflaisan (Mâle)";"Golemastoc";"Golemastoc"
"Lakmécygne";"Gueriaigle";"Gueriaigle"
"Aflamanoir";"Cobaltium";"Cobaltium"
"Maracachi";"Limaspeed";"Maracachi"
"Karaclée";"Mégapagos";"Mégapagos"
"Boréas (Totémique)";"Kyurem";"Kyurem"
"Crabaraque";"Pashmilla";"Pashmilla"
"Mastouffe";"Lakmécygne";"Lakmécygne"
"Mégapagos";"Zekrom";"Mégapagos"
"Zoroark";"Kyurem";"Zoroark"
"Flotoutan";"Manternel";"Manternel"
"Miasmax";"Boréas (Totémique)";"Boréas (Totémique)"
"Zéblitz";"Vaututrice";"Zéblitz"
"Léopardus";"Vaututrice";"Léopardus"
"Victini";"Farfaduvet";"Victini"
"Scalproie";"Kyurem";"Scalproie"
"Mastouffe";"Zekrom";"Zekrom"
"Farfaduvet";"Frison";"Frison"
"Gigalithe";"Gaulet";"Gigalithe"
"Crapustule";"Cryptéro";"Cryptéro"
"Noacier";"Polagriffe";"Noacier"
"Cliticlic";"Kyurem";"Cliticlic"
"Mastouffe";"Drakkarmin";"Mastouffe"
"Crapustule";"Moyade (Mâle)";"Crapustule"
"Darumacho";"Gaulet";"Darumacho"
"Crocorible";"Hexagel";"Crocorible"
"Minotaupe";"Shaofouine";"Shaofouine"
"Darumacho";"Pashmilla";"Pashmilla"
"Boréas (Totémique)";"Reshiram";"Reshiram"
"Ohmassacre";"Keldeo (Décidé)";"Keldeo (Décidé)"
"Farfaduvet";"Reshiram";"Reshiram"
"Limaspeed";"Fermite";"Limaspeed"
"Mégapagos";"Pashmilla";"Pashmilla"
"Haydaim (Hiver)";"Limaspeed";"Haydaim (Hiver)"
"Farfaduvet";"Lakmécygne";"Farfaduvet"
"Gigalithe";"Karaclée";"Gigalithe"
"Flamoutan";"Haydaim (Hiver)";"Haydaim (Hiver)"
"Judokrak";"Fermite";"Judokrak"
"Victini";"Frison";"Victini"
"Majaspic";"Aflamanoir";"Majaspic"
"Gaulet";"Fulguris (Totémique)";"Fulguris (Totémique)"
"Brutapode";"Golemastoc";"Brutapode"
"Hexagel";"Aflamanoir";"Hexagel"
"Cliticlic";"Polagriffe";"Cliticlic"
"Darumacho";"Meloetta (Chant)";"Darumacho"
"Judokrak";"Boréas (Totémique)";"Boréas (Totémique)"
"Feuiloutan";"Gigalithe";"Gigalithe"
"Baggaïd";"Lançargot";"Lançargot"
"Cliticlic";"Démétéros (Totémique)";"Cliticlic"
"Judokrak";"Symbios";"Symbios"
"Mégapagos";"Gaulet";"Mégapagos"
"Aflamanoir";"Fermite";"Aflamanoir"
"Nanméouïe";"Mamanbo";"Mamanbo"
"Karaclée";"Pyrax";"Pyrax"
"Fragilady";"Gueriaigle";"Gueriaigle"
"Karaclée";"Keldeo (Décidé)";"Keldeo (Décidé)"
"Mégapagos";"Hexagel";"Mégapagos"
"Aéroptéryx";"Polagriffe";"Aéroptéryx"
"Lugulabre";"Limaspeed";"Lugulabre"
"Feuiloutan";"Fermite";"Feuiloutan"
"Crocorible";"Meloetta (Chant)";"Crocorible"
"Bargantua (Motif Rouge)";"Cobaltium";"Cobaltium"
"Mamanbo";"Drakkarmin";"Mamanbo"
"Zoroark";"Noacier";"Noacier"
"Limonde";"Shaofouine";"Shaofouine"
"Miasmax";"Viridium";"Viridium"
"Fermite";"Fulguris (Totémique)";"Fulguris (Totémique)"
"Feuiloutan";"Boréas (Totémique)";"Boréas (Totémique)"
"Flotoutan";"Fulguris (Totémique)";"Fulguris (Totémique)"
"Cryptéro";"Limonde";"Cryptéro"
"Nanméouïe";"Limaspeed";"Limaspeed"
"Hexagel";"Pyrax";"Pyrax"
"Mastouffe";"Cryptéro";"Cryptéro"
"Hexagel";"Fermite";"Hexagel"
"Maracachi";"Reshiram";"Reshiram"
"Gigalithe";"Gueriaigle";"Gueriaigle"
"Zéblitz";"Symbios";"Zéblitz"
"Victini";"Déflaisan (Mâle)";"Victini"
"Rhinolove";"Noacier";"Noacier"
"Miradar";"Miasmax";"Miradar"
"Léopardus";"Bargantua (Motif Rouge)";"Léopardus"
"Mamanbo";"Frison";"Mamanbo"
"Mégapagos";"Genesect (Normal)";"Mégapagos"
"Farfaduvet";"Aflamanoir";"Aflamanoir"
"Crocorible";"Darumacho";"Darumacho"
"Majaspic";"Golemastoc";"Majaspic"
"Mushana";"Zekrom";"Zekrom"
"Majaspic";"Drakkarmin";"Majaspic"
"Nanméouïe";"Démétéros (Totémique)";"Démétéros (Totémique)"
"Mastouffe";"Fragilady";"Fragilady"
"Mastouffe";"Meloetta (Chant)";"Mastouffe"
"Cryptéro";"Viridium";"Viridium"
"Zéblitz";"Frison";"Zéblitz"
"Bargantua (Motif Rouge)";"Crocorible";"Bargantua (Motif Rouge)"
"Roitiflam";"Limaspeed";"Limaspeed"
"Shaofouine";"Drakkarmin";"Shaofouine"
"Flotoutan";"Farfaduvet";"Farfaduvet"
"Karaclée";"Miasmax";"Karaclée"
"Zoroark";"Cobaltium";"Cobaltium"
"Bétochef";"Darumacho";"Darumacho"
"Tutankafer";"Symbios";"Tutankafer"
"Hexagel";"Meloetta (Chant)";"Hexagel"
"Bargantua (Motif Rouge)";"Genesect (Normal)";"Genesect (Normal)"
"Nanméouïe";"Aéroptéryx";"Aéroptéryx"
"Fragilady";"Kyurem";"Fragilady"
"Rhinolove";"Gaulet";"Rhinolove"
"Mégapagos";"Démétéros (Totémique)";"Mégapagos"
"Baggaïd";"Lakmécygne";"Lakmécygne"
"Zoroark";"Tranchodon";"Tranchodon"
"Moyade (Mâle)";"Aflamanoir";"Aflamanoir"
"Feuiloutan";"Mégapagos";"Feuiloutan"
"Mastouffe";"Fulguris (Totémique)";"Fulguris (Totémique)"
"Mastouffe";"Karaclée";"Mastouffe"
"Crabaraque";"Baggaïd";"Crabaraque"
"Léopardus";"Emolga";"Léopardus"
"Mastouffe";"Zoroark";"Zoroark"
"Flotoutan";"Polagriffe";"Polagriffe"
"Cryptéro";"Polagriffe";"Cryptéro"
"Minotaupe";"Gueriaigle";"Gueriaigle"
"Mushana";"Noacier";"Noacier"
"Zéblitz";"Cryptéro";"Zéblitz"
"Mamanbo";"Kyurem";"Mamanbo"
"Terrakium";"Démétéros (Totémique)";"Terrakium"
"Clamiral";"Haydaim (Hiver)";"Haydaim (Hiver)"
"Roitiflam";"Polagriffe";"Roitiflam"
"Brutapode";"Cryptéro";"Brutapode"
"Farfaduvet";"Pyrax";"Pyrax"
"Limonde";"Vaututrice";"Vaututrice"
"Brutapode";"Viridium";"Brutapode"
"Minotaupe";"Cryptéro";"Cryptéro"
"Brutapode";"Kyurem";"Brutapode"
"Mastouffe";"Rhinolove";"Rhinolove"
"Nanméouïe";"Reshiram";"Reshiram"
"Scalproie";"Fulguris (Totémique)";"Fulguris (Totémique)"
"Haydaim (Hiver)";"Tranchodon";"Haydaim (Hiver)"
"Flamoutan";"Fragilady";"Fragilady"
"Victini";"Gueriaigle";"Gueriaigle"
"Sidérella";"Scalproie";"Scalproie"
"Vaututrice";"Terrakium";"Vaututrice"
"Fragilady";"Mégapagos";"Mégapagos"
"Limaspeed";"Cobaltium";"Limaspeed"
"Terrakium";"Keldeo (Décidé)";"Keldeo (Décidé)"
"Zéblitz";"Fragilady";"Zéblitz"
