"P1";"P2";"Vainqueur"
"Feunard (Alola)";"Katagami";"Feunard (Alola)"
"Archéduc";"Quartermac";"Archéduc"
"Sarmuraï";"Météno (Météore)";"Sarmuraï"
"Rubombelle";"Floramantis";"Floramantis"
"Feunard (Alola)";"Solgaleo";"Feunard (Alola)"
"Lougaroc (Crépusculaire)";"Bourrinos";"Lougaroc (Crépusculaire)"
"Rubombelle";"Engloutyran";"Rubombelle"
"Lucanon";"Quartermac";"Lucanon"
"Gouroutan";"Mimiqui";"Mimiqui"
"Prédastérie";"Cancrelove";"Cancrelove"
"Feunard (Alola)";"Grolem (Alola)";"Feunard (Alola)"
"Trépassable";"Tokorico";"Tokorico"
"Argouste";"Lucanon";"Lucanon"
"Rattatac (Alola)";"Tarenbulle";"Tarenbulle"
"Froussardine (Solitaire)";"Tokotoro";"Froussardine (Solitaire)"
"Rattatac (Alola)";"Grolem (Alola)";"Grolem (Alola)"
"Raichu (Alola)";"Katagami";"Raichu (Alola)"
"Lucanon";"Malamandre";"Lucanon"
"Lunala";"Magearna";"Lunala"
"Lucanon";"Tokotoro";"Lucanon"
"Grotadmorv (Alola)";"Necrozma";"Necrozma"
"Rubombelle";"Gouroutan";"Rubombelle"
"Grotadmorv (Alola)";"Câblifère";"Câblifère"
"Ossatueur (Alola)";"Magearna";"Ossatueur (Alola)"
"Argouste";"Prédastérie";"Prédastérie"
"Chelours";"Bamboiselle";"Bamboiselle"
"Noadkoko (Alola)";"Dodoala";"Noadkoko (Alola)"
"Raichu (Alola)";"Sinistrail";"Raichu (Alola)"
"Argouste";"Tokorico";"Tokorico"
"Félinferno";"Trépassable";"Félinferno"
"Lampignon";"Gouroutan";"Lampignon"
"Ossatueur (Alola)";"Dodoala";"Ossatueur (Alola)"
"Feunard (Alola)";"Ossatueur (Alola)";"Feunard (Alola)"
"Malamandre";"Boumata";"Malamandre"
"Persian (Alola)";"Silvallié";"Silvallié"
"Trépassable";"Boumata";"Boumata"
"Triopikeur (Alola)";"Katagami";"Katagami"
"Plumeline (Buyo)";"Tokotoro";"Plumeline (Buyo)"
"Félinferno";"Silvallié";"Silvallié"
"Guérilande";"Mimiqui";"Guérilande"
"Triopikeur (Alola)";"Engloutyran";"Engloutyran"
"Tarenbulle";"Magearna";"Tarenbulle"
"Draïeul";"Necrozma";"Necrozma"
"Draïeul";"Marshadow";"Marshadow"
"Rattatac (Alola)";"Bourrinos";"Bourrinos"
"Froussardine (Solitaire)";"Togedemaru";"Froussardine (Solitaire)"
"Guérilande";"Gouroutan";"Guérilande"
"Trépassable";"Météno (Météore)";"Météno (Météore)"
"Météno (Météore)";"Mouscoto";"Météno (Météore)"
"Tokopiyon";"Solgaleo";"Solgaleo"
"Oratoria";"Silvallié";"Silvallié"
"Oratoria";"Magearna";"Oratoria"
"Rubombelle";"Togedemaru";"Rubombelle"
"Grolem (Alola)";"Togedemaru";"Togedemaru"
"Noadkoko (Alola)";"Sarmuraï";"Sarmuraï"
"Malamandre";"Cancrelove";"Malamandre"
"Gouroutan";"Lunala";"Lunala"
"Rubombelle";"Concombaffe";"Concombaffe"
"Prédastérie";"Bourrinos";"Bourrinos"
"Chelours";"Marshadow";"Marshadow"
"Archéduc";"Magearna";"Archéduc"
"Lunala";"Engloutyran";"Lunala"
"Lucanon";"Marshadow";"Lucanon"
"Lucanon";"Bourrinos";"Lucanon"
"Lougaroc (Crépusculaire)";"Lunala";"Lougaroc (Crépusculaire)"
"Plumeline (Buyo)";"Tokopiyon";"Plumeline (Buyo)"
"Câblifère";"Marshadow";"Marshadow"
"Ossatueur (Alola)";"Félinferno";"Ossatueur (Alola)"
"Grotadmorv (Alola)";"Plumeline (Buyo)";"Plumeline (Buyo)"
"Dodoala";"Sinistrail";"Sinistrail"
"Quartermac";"Tokopiyon";"Quartermac"
"Plumeline (Buyo)";"Lunala";"Lunala"
"Ekaïser";"Cancrelove";"Cancrelove"
"Rattatac (Alola)";"Necrozma";"Necrozma"
"Lucanon";"Guérilande";"Lucanon"
"Concombaffe";"Tokorico";"Concombaffe"
"Quartermac";"Météno (Météore)";"Météno (Météore)"
"Oratoria";"Quartermac";"Quartermac"
"Feunard (Alola)";"Persian (Alola)";"Feunard (Alola)"
"Mouscoto";"Katagami";"Mouscoto"
"Archéduc";"Solgaleo";"Archéduc"
"Prédastérie";"Engloutyran";"Prédastérie"
"Tokotoro";"Zéroïd";"Zéroïd"
"Tarenbulle";"Tokopiyon";"Tarenbulle"
"Rubombelle";"Necrozma";"Necrozma"
"Chelours";"Lunala";"Lunala"
"Argouste";"Chelours";"Argouste"
"Draïeul";"Cancrelove";"Cancrelove"
"Plumeline (Buyo)";"Engloutyran";"Plumeline (Buyo)"
"Rubombelle";"Trépassable";"Rubombelle"
"Prédastérie";"Lampignon";"Prédastérie"
"Lampignon";"Mouscoto";"Mouscoto"
"Togedemaru";"Tokopisco";"Tokopisco"
"Météno (Météore)";"Marshadow";"Marshadow"
"Sucreine";"Necrozma";"Sucreine"
"Feunard (Alola)";"Zéroïd";"Feunard (Alola)"
"Persian (Alola)";"Oratoria";"Oratoria"
"Grolem (Alola)";"Floramantis";"Floramantis"
"Dodoala";"Tokotoro";"Dodoala"
"Tokopiyon";"Mouscoto";"Mouscoto"
"Feunard (Alola)";"Rubombelle";"Feunard (Alola)"
"Grolem (Alola)";"Sarmuraï";"Sarmuraï"
"Froussardine (Solitaire)";"Mimiqui";"Froussardine (Solitaire)"
"Silvallié";"Katagami";"Silvallié"
"Feunard (Alola)";"Météno (Météore)";"Feunard (Alola)"
"Sablaireau (Alola)";"Froussardine (Solitaire)";"Sablaireau (Alola)"
"Tokopiyon";"Engloutyran";"Tokopiyon"
"Dodoala";"Ekaïser";"Dodoala"
"Rattatac (Alola)";"Persian (Alola)";"Rattatac (Alola)"
"Feunard (Alola)";"Gouroutan";"Feunard (Alola)"
"Tokorico";"Bamboiselle";"Tokorico"
"Sablaireau (Alola)";"Floramantis";"Sablaireau (Alola)"
"Silvallié";"Tokotoro";"Silvallié"
"Noadkoko (Alola)";"Froussardine (Solitaire)";"Froussardine (Solitaire)"
"Persian (Alola)";"Gouroutan";"Gouroutan"
"Lampignon";"Tokorico";"Tokorico"
"Bazoucan";"Zéroïd";"Zéroïd"
"Noadkoko (Alola)";"Sucreine";"Noadkoko (Alola)"
"Bazoucan";"Denticrisse";"Bazoucan"
"Bazoucan";"Lampignon";"Bazoucan"
"Triopikeur (Alola)";"Malamandre";"Malamandre"
"Tokorico";"Tokopiyon";"Tokorico"
"Silvallié";"Tokorico";"Silvallié"
"Denticrisse";"Tokotoro";"Tokotoro"
"Archéduc";"Tarenbulle";"Archéduc"
"Grotadmorv (Alola)";"Trépassable";"Trépassable"
"Rattatac (Alola)";"Félinferno";"Félinferno"
"Triopikeur (Alola)";"Lucanon";"Lucanon"
"Tokopiyon";"Katagami";"Katagami"
"Prédastérie";"Câblifère";"Câblifère"
"Rattatac (Alola)";"Marshadow";"Marshadow"
"Argouste";"Bourrinos";"Bourrinos"
"Guérilande";"Tokopiyon";"Guérilande"
"Concombaffe";"Tokopiyon";"Concombaffe"
"Persian (Alola)";"Prédastérie";"Prédastérie"
"Rattatac (Alola)";"Ossatueur (Alola)";"Ossatueur (Alola)"
"Feunard (Alola)";"Silvallié";"Feunard (Alola)"
"Rubombelle";"Sinistrail";"Sinistrail"
"Prédastérie";"Chelours";"Prédastérie"
"Bazoucan";"Bamboiselle";"Bazoucan"
"Rattatac (Alola)";"Froussardine (Solitaire)";"Froussardine (Solitaire)"
"Chelours";"Tokotoro";"Tokotoro"
"Guérilande";"Katagami";"Guérilande"
"Persian (Alola)";"Chelours";"Chelours"
"Boumata";"Mimiqui";"Mimiqui"
"Ossatueur (Alola)";"Tokopiyon";"Ossatueur (Alola)"
"Silvallié";"Sinistrail";"Silvallié"
"Prédastérie";"Tokopisco";"Tokopisco"
"Denticrisse";"Bamboiselle";"Bamboiselle"
"Rattatac (Alola)";"Solgaleo";"Solgaleo"
"Bazoucan";"Chelours";"Bazoucan"
"Bazoucan";"Câblifère";"Bazoucan"
"Raichu (Alola)";"Oratoria";"Raichu (Alola)"
"Gouroutan";"Zéroïd";"Zéroïd"
"Trépassable";"Cancrelove";"Trépassable"
"Mimiqui";"Câblifère";"Mimiqui"
"Cancrelove";"Marshadow";"Marshadow"
"Raichu (Alola)";"Gouroutan";"Raichu (Alola)"
"Oratoria";"Marshadow";"Marshadow"
"Chelours";"Ekaïser";"Ekaïser"
"Ossatueur (Alola)";"Trépassable";"Ossatueur (Alola)"
"Feunard (Alola)";"Triopikeur (Alola)";"Feunard (Alola)"
"Tarenbulle";"Mimiqui";"Mimiqui"
"Rubombelle";"Prédastérie";"Prédastérie"
"Félinferno";"Rubombelle";"Rubombelle"
"Oratoria";"Tokopiyon";"Oratoria"
"Guérilande";"Concombaffe";"Guérilande"
"Bazoucan";"Bourrinos";"Bazoucan"
"Sinistrail";"Engloutyran";"Sinistrail"
"Tokorico";"Katagami";"Tokorico"
"Grotadmorv (Alola)";"Solgaleo";"Solgaleo"
"Météno (Météore)";"Ekaïser";"Météno (Météore)"
"Sarmuraï";"Tokopisco";"Sarmuraï"
"Météno (Météore)";"Câblifère";"Météno (Météore)"
"Feunard (Alola)";"Lampignon";"Feunard (Alola)"
"Lucanon";"Magearna";"Lucanon"
"Ossatueur (Alola)";"Lampignon";"Ossatueur (Alola)"
"Magearna";"Marshadow";"Marshadow"
"Sinistrail";"Cancrelove";"Sinistrail"
"Lampignon";"Ekaïser";"Ekaïser"
"Togedemaru";"Solgaleo";"Solgaleo"
"Gouroutan";"Boumata";"Gouroutan"
"Grolem (Alola)";"Necrozma";"Necrozma"
"Raichu (Alola)";"Rubombelle";"Raichu (Alola)"
"Grolem (Alola)";"Tarenbulle";"Grolem (Alola)"
"Lampignon";"Silvallié";"Silvallié"
"Persian (Alola)";"Rubombelle";"Rubombelle"
"Bazoucan";"Necrozma";"Bazoucan"
"Sinistrail";"Katagami";"Sinistrail"
"Raichu (Alola)";"Bamboiselle";"Raichu (Alola)"
"Grolem (Alola)";"Gouroutan";"Gouroutan"
"Zéroïd";"Bamboiselle";"Zéroïd"
"Tarenbulle";"Quartermac";"Quartermac"
"Lampignon";"Malamandre";"Malamandre"
"Denticrisse";"Solgaleo";"Solgaleo"
"Froussardine (Solitaire)";"Tarenbulle";"Froussardine (Solitaire)"
"Trépassable";"Zéroïd";"Zéroïd"
"Sablaireau (Alola)";"Mouscoto";"Sablaireau (Alola)"
"Grotadmorv (Alola)";"Ossatueur (Alola)";"Ossatueur (Alola)"
"Malamandre";"Concombaffe";"Concombaffe"
"Quartermac";"Engloutyran";"Quartermac"
"Sablaireau (Alola)";"Marshadow";"Marshadow"
"Lougaroc (Crépusculaire)";"Chelours";"Lougaroc (Crépusculaire)"
"Raichu (Alola)";"Dodoala";"Raichu (Alola)"
"Floramantis";"Boumata";"Floramantis"
"Rattatac (Alola)";"Sucreine";"Sucreine"
"Raichu (Alola)";"Mouscoto";"Mouscoto"
"Denticrisse";"Sinistrail";"Sinistrail"
"Sinistrail";"Tokopiyon";"Sinistrail"
"Sucreine";"Solgaleo";"Solgaleo"
"Persian (Alola)";"Tokopiyon";"Tokopiyon"
"Tokopisco";"Marshadow";"Marshadow"
"Ossatueur (Alola)";"Marshadow";"Marshadow"
"Lunala";"Katagami";"Lunala"
"Persian (Alola)";"Grolem (Alola)";"Grolem (Alola)"
"Sarmuraï";"Necrozma";"Sarmuraï"
"Lougaroc (Crépusculaire)";"Ekaïser";"Lougaroc (Crépusculaire)"
"Grotadmorv (Alola)";"Guérilande";"Guérilande"
"Malamandre";"Sarmuraï";"Sarmuraï"
"Lucanon";"Tarenbulle";"Lucanon"
"Oratoria";"Trépassable";"Oratoria"
"Trépassable";"Tokopisco";"Tokopisco"
"Lucanon";"Draïeul";"Lucanon"
"Bourrinos";"Guérilande";"Bourrinos"
"Lucanon";"Chelours";"Lucanon"
"Sarmuraï";"Mimiqui";"Sarmuraï"
"Sucreine";"Ekaïser";"Ekaïser"
"Froussardine (Solitaire)";"Météno (Météore)";"Froussardine (Solitaire)"
"Grotadmorv (Alola)";"Félinferno";"Félinferno"
"Oratoria";"Lampignon";"Oratoria"
"Grolem (Alola)";"Mimiqui";"Mimiqui"
"Quartermac";"Lunala";"Lunala"
"Mimiqui";"Tokopiyon";"Mimiqui"
"Oratoria";"Draïeul";"Oratoria"
"Persian (Alola)";"Guérilande";"Guérilande"
"Lampignon";"Zéroïd";"Zéroïd"
"Chelours";"Magearna";"Magearna"
"Froussardine (Solitaire)";"Denticrisse";"Froussardine (Solitaire)"
"Grotadmorv (Alola)";"Froussardine (Solitaire)";"Froussardine (Solitaire)"
"Bazoucan";"Tokotoro";"Bazoucan"
"Grotadmorv (Alola)";"Lampignon";"Lampignon"
"Ekaïser";"Solgaleo";"Solgaleo"
"Malamandre";"Dodoala";"Malamandre"
"Félinferno";"Câblifère";"Félinferno"
"Bourrinos";"Denticrisse";"Bourrinos"
"Grotadmorv (Alola)";"Sinistrail";"Sinistrail"
"Quartermac";"Necrozma";"Quartermac"
"Ossatueur (Alola)";"Rubombelle";"Ossatueur (Alola)"
"Malamandre";"Chelours";"Malamandre"
"Raichu (Alola)";"Froussardine (Solitaire)";"Froussardine (Solitaire)"
"Rubombelle";"Ekaïser";"Rubombelle"
"Tokopiyon";"Magearna";"Magearna"
"Zéroïd";"Necrozma";"Zéroïd"
"Triopikeur (Alola)";"Guérilande";"Guérilande"
"Tokopisco";"Solgaleo";"Solgaleo"
"Malamandre";"Engloutyran";"Malamandre"
"Floramantis";"Météno (Météore)";"Floramantis"
"Grotadmorv (Alola)";"Prédastérie";"Prédastérie"
"Plumeline (Buyo)";"Ekaïser";"Plumeline (Buyo)"
"Grotadmorv (Alola)";"Quartermac";"Quartermac"
"Silvallié";"Zéroïd";"Silvallié"
"Tarenbulle";"Dodoala";"Tarenbulle"
"Grolem (Alola)";"Engloutyran";"Grolem (Alola)"
"Engloutyran";"Marshadow";"Marshadow"
"Bazoucan";"Floramantis";"Floramantis"
"Argouste";"Sucreine";"Sucreine"
"Bourrinos";"Trépassable";"Bourrinos"
"Argouste";"Sarmuraï";"Sarmuraï"
"Félinferno";"Katagami";"Katagami"
"Météno (Météore)";"Boumata";"Météno (Météore)"
"Persian (Alola)";"Lougaroc (Crépusculaire)";"Lougaroc (Crépusculaire)"
"Chelours";"Mimiqui";"Mimiqui"
"Lunala";"Zéroïd";"Lunala"
"Argouste";"Lougaroc (Crépusculaire)";"Lougaroc (Crépusculaire)"
"Gouroutan";"Dodoala";"Dodoala"
"Triopikeur (Alola)";"Dodoala";"Dodoala"
"Guérilande";"Togedemaru";"Guérilande"
"Bourrinos";"Boumata";"Bourrinos"
"Grolem (Alola)";"Trépassable";"Grolem (Alola)"
"Sinistrail";"Solgaleo";"Solgaleo"
"Malamandre";"Gouroutan";"Malamandre"
"Solgaleo";"Necrozma";"Solgaleo"
"Oratoria";"Bourrinos";"Oratoria"
"Tarenbulle";"Floramantis";"Floramantis"
"Noadkoko (Alola)";"Magearna";"Noadkoko (Alola)"
"Prédastérie";"Mimiqui";"Mimiqui"
"Silvallié";"Câblifère";"Silvallié"
"Sablaireau (Alola)";"Malamandre";"Sablaireau (Alola)"
"Froussardine (Solitaire)";"Tokopisco";"Froussardine (Solitaire)"
"Floramantis";"Gouroutan";"Floramantis"
"Oratoria";"Tarenbulle";"Oratoria"
"Rattatac (Alola)";"Plumeline (Buyo)";"Plumeline (Buyo)"
"Concombaffe";"Tokotoro";"Concombaffe"
"Grolem (Alola)";"Froussardine (Solitaire)";"Froussardine (Solitaire)"
"Chelours";"Sinistrail";"Sinistrail"
"Togedemaru";"Mouscoto";"Mouscoto"
"Prédastérie";"Tarenbulle";"Tarenbulle"
"Boumata";"Katagami";"Katagami"
"Noadkoko (Alola)";"Lougaroc (Crépusculaire)";"Lougaroc (Crépusculaire)"
"Gouroutan";"Solgaleo";"Solgaleo"
"Argouste";"Tokotoro";"Tokotoro"
"Draïeul";"Zéroïd";"Zéroïd"
"Oratoria";"Ekaïser";"Oratoria"
"Triopikeur (Alola)";"Tokopisco";"Tokopisco"
"Persian (Alola)";"Necrozma";"Necrozma"
"Sarmuraï";"Sinistrail";"Sarmuraï"
"Rubombelle";"Guérilande";"Rubombelle"
"Raichu (Alola)";"Denticrisse";"Raichu (Alola)"
"Guérilande";"Trépassable";"Guérilande"
"Lampignon";"Lunala";"Lunala"
"Noadkoko (Alola)";"Mouscoto";"Mouscoto"
"Trépassable";"Dodoala";"Dodoala"
"Trépassable";"Magearna";"Trépassable"
"Dodoala";"Tokorico";"Tokorico"
"Froussardine (Solitaire)";"Floramantis";"Floramantis"
"Boumata";"Engloutyran";"Engloutyran"
"Persian (Alola)";"Lampignon";"Lampignon"
"Rattatac (Alola)";"Raichu (Alola)";"Raichu (Alola)"
"Lampignon";"Necrozma";"Necrozma"
"Tokotoro";"Lunala";"Lunala"
"Argouste";"Concombaffe";"Concombaffe"
"Togedemaru";"Câblifère";"Câblifère"
"Concombaffe";"Denticrisse";"Concombaffe"
"Prédastérie";"Necrozma";"Necrozma"
"Zéroïd";"Engloutyran";"Zéroïd"
"Sinistrail";"Câblifère";"Câblifère"
"Câblifère";"Engloutyran";"Câblifère"
"Prédastérie";"Quartermac";"Quartermac"
"Sucreine";"Marshadow";"Marshadow"
"Katagami";"Necrozma";"Katagami"
"Guérilande";"Tokotoro";"Guérilande"
"Grolem (Alola)";"Dodoala";"Dodoala"
"Prédastérie";"Marshadow";"Marshadow"
"Archéduc";"Draïeul";"Archéduc"
"Quartermac";"Marshadow";"Marshadow"
"Boumata";"Câblifère";"Câblifère"
"Rattatac (Alola)";"Rubombelle";"Rubombelle"
"Tarenbulle";"Tokotoro";"Tarenbulle"
"Quartermac";"Tokopisco";"Tokopisco"
"Tarenbulle";"Gouroutan";"Tarenbulle"
"Lampignon";"Boumata";"Lampignon"
"Sablaireau (Alola)";"Togedemaru";"Sablaireau (Alola)"
"Tokorico";"Tokotoro";"Tokorico"
"Feunard (Alola)";"Chelours";"Feunard (Alola)"
"Floramantis";"Quartermac";"Floramantis"
"Prédastérie";"Solgaleo";"Solgaleo"
"Feunard (Alola)";"Magearna";"Feunard (Alola)"
"Rubombelle";"Chelours";"Rubombelle"
"Plumeline (Buyo)";"Zéroïd";"Zéroïd"
"Bazoucan";"Togedemaru";"Bazoucan"
"Silvallié";"Magearna";"Silvallié"
"Denticrisse";"Tokopisco";"Tokopisco"
"Lougaroc (Crépusculaire)";"Draïeul";"Lougaroc (Crépusculaire)"
"Feunard (Alola)";"Necrozma";"Feunard (Alola)"
"Quartermac";"Concombaffe";"Concombaffe"
"Feunard (Alola)";"Boumata";"Feunard (Alola)"
"Lucanon";"Mimiqui";"Lucanon"
"Draïeul";"Tokotoro";"Tokotoro"
"Grolem (Alola)";"Boumata";"Grolem (Alola)"
"Froussardine (Solitaire)";"Tokopiyon";"Froussardine (Solitaire)"
"Sablaireau (Alola)";"Sinistrail";"Sablaireau (Alola)"
"Feunard (Alola)";"Noadkoko (Alola)";"Feunard (Alola)"
"Ossatueur (Alola)";"Tokopisco";"Ossatueur (Alola)"
"Plumeline (Buyo)";"Rubombelle";"Rubombelle"
"Rubombelle";"Dodoala";"Rubombelle"
"Archéduc";"Lunala";"Lunala"
"Concombaffe";"Météno (Météore)";"Météno (Météore)"
"Raichu (Alola)";"Guérilande";"Raichu (Alola)"
"Plumeline (Buyo)";"Prédastérie";"Plumeline (Buyo)"
"Trépassable";"Togedemaru";"Trépassable"
"Bazoucan";"Rubombelle";"Bazoucan"
"Concombaffe";"Magearna";"Concombaffe"
"Gouroutan";"Tokorico";"Tokorico"
"Mimiqui";"Solgaleo";"Solgaleo"
"Grotadmorv (Alola)";"Mouscoto";"Mouscoto"
"Argouste";"Tarenbulle";"Tarenbulle"
"Tarenbulle";"Engloutyran";"Tarenbulle"
"Raichu (Alola)";"Tokotoro";"Raichu (Alola)"
"Lampignon";"Guérilande";"Guérilande"
"Archéduc";"Ekaïser";"Archéduc"
"Sablaireau (Alola)";"Météno (Météore)";"Sablaireau (Alola)"
"Argouste";"Necrozma";"Necrozma"
"Persian (Alola)";"Sinistrail";"Sinistrail"
"Guérilande";"Denticrisse";"Guérilande"
"Trépassable";"Lunala";"Lunala"
"Froussardine (Solitaire)";"Boumata";"Froussardine (Solitaire)"
"Triopikeur (Alola)";"Trépassable";"Trépassable"
"Archéduc";"Sarmuraï";"Sarmuraï"
"Noadkoko (Alola)";"Tokorico";"Noadkoko (Alola)"
"Feunard (Alola)";"Lunala";"Feunard (Alola)"
"Floramantis";"Marshadow";"Marshadow"
"Oratoria";"Solgaleo";"Solgaleo"
"Archéduc";"Chelours";"Archéduc"
"Lucanon";"Silvallié";"Lucanon"
"Dodoala";"Zéroïd";"Zéroïd"
"Mimiqui";"Katagami";"Katagami"
"Archéduc";"Tokopisco";"Archéduc"
"Guérilande";"Sinistrail";"Guérilande"
"Oratoria";"Tokopisco";"Tokopisco"
"Grolem (Alola)";"Concombaffe";"Concombaffe"
"Plumeline (Buyo)";"Sarmuraï";"Sarmuraï"
"Feunard (Alola)";"Dodoala";"Feunard (Alola)"
"Guérilande";"Draïeul";"Guérilande"
"Félinferno";"Denticrisse";"Félinferno"
"Grolem (Alola)";"Marshadow";"Marshadow"
"Rattatac (Alola)";"Lampignon";"Lampignon"
"Lucanon";"Solgaleo";"Solgaleo"
"Rattatac (Alola)";"Silvallié";"Silvallié"
"Sarmuraï";"Tokopiyon";"Sarmuraï"
"Persian (Alola)";"Tokotoro";"Tokotoro"
"Noadkoko (Alola)";"Ossatueur (Alola)";"Ossatueur (Alola)"
"Bourrinos";"Malamandre";"Malamandre"
"Lougaroc (Crépusculaire)";"Floramantis";"Lougaroc (Crépusculaire)"
"Mouscoto";"Necrozma";"Mouscoto"
"Archéduc";"Oratoria";"Archéduc"
"Plumeline (Buyo)";"Tarenbulle";"Plumeline (Buyo)"
"Argouste";"Floramantis";"Floramantis"
"Triopikeur (Alola)";"Marshadow";"Marshadow"
"Tokorico";"Magearna";"Tokorico"
"Tarenbulle";"Sinistrail";"Tarenbulle"
"Archéduc";"Sinistrail";"Archéduc"
"Concombaffe";"Câblifère";"Concombaffe"
"Floramantis";"Mouscoto";"Floramantis"
"Plumeline (Buyo)";"Concombaffe";"Concombaffe"
"Mimiqui";"Mouscoto";"Mimiqui"
"Togedemaru";"Ekaïser";"Togedemaru"
"Noadkoko (Alola)";"Prédastérie";"Noadkoko (Alola)"
"Floramantis";"Tokotoro";"Floramantis"
"Guérilande";"Zéroïd";"Zéroïd"
"Lougaroc (Crépusculaire)";"Cancrelove";"Lougaroc (Crépusculaire)"
"Tokotoro";"Necrozma";"Necrozma"
"Plumeline (Buyo)";"Gouroutan";"Plumeline (Buyo)"
"Chelours";"Quartermac";"Quartermac"
"Ekaïser";"Zéroïd";"Zéroïd"
"Dodoala";"Bamboiselle";"Bamboiselle"
"Persian (Alola)";"Marshadow";"Marshadow"
"Ekaïser";"Tokopiyon";"Ekaïser"
"Noadkoko (Alola)";"Malamandre";"Noadkoko (Alola)"
"Tokorico";"Câblifère";"Tokorico"
"Mimiqui";"Draïeul";"Mimiqui"
"Félinferno";"Draïeul";"Félinferno"
"Lampignon";"Tokopiyon";"Tokopiyon"
"Draïeul";"Engloutyran";"Engloutyran"
"Triopikeur (Alola)";"Lunala";"Lunala"
"Grotadmorv (Alola)";"Magearna";"Magearna"
"Grolem (Alola)";"Lunala";"Lunala"
"Félinferno";"Tokotoro";"Félinferno"
"Feunard (Alola)";"Cancrelove";"Feunard (Alola)"
"Argouste";"Câblifère";"Câblifère"
"Félinferno";"Tokopiyon";"Félinferno"
"Froussardine (Solitaire)";"Solgaleo";"Solgaleo"
"Lucanon";"Bamboiselle";"Lucanon"
"Togedemaru";"Tokotoro";"Togedemaru"
"Froussardine (Solitaire)";"Draïeul";"Froussardine (Solitaire)"
"Bazoucan";"Marshadow";"Marshadow"
"Plumeline (Buyo)";"Denticrisse";"Plumeline (Buyo)"
"Lampignon";"Marshadow";"Marshadow"
"Cancrelove";"Magearna";"Cancrelove"
"Tokorico";"Marshadow";"Marshadow"
"Rattatac (Alola)";"Concombaffe";"Concombaffe"
"Draïeul";"Bamboiselle";"Bamboiselle"
"Feunard (Alola)";"Denticrisse";"Feunard (Alola)"
"Ossatueur (Alola)";"Chelours";"Ossatueur (Alola)"
"Guérilande";"Boumata";"Guérilande"
"Ossatueur (Alola)";"Météno (Météore)";"Ossatueur (Alola)"
"Persian (Alola)";"Cancrelove";"Cancrelove"
"Feunard (Alola)";"Sinistrail";"Feunard (Alola)"
"Malamandre";"Katagami";"Katagami"
"Tarenbulle";"Guérilande";"Guérilande"
"Triopikeur (Alola)";"Persian (Alola)";"Triopikeur (Alola)"
"Raichu (Alola)";"Triopikeur (Alola)";"Raichu (Alola)"
"Raichu (Alola)";"Tokopisco";"Tokopisco"
"Sablaireau (Alola)";"Lougaroc (Crépusculaire)";"Lougaroc (Crépusculaire)"
"Gouroutan";"Sinistrail";"Sinistrail"
"Bourrinos";"Gouroutan";"Bourrinos"
"Froussardine (Solitaire)";"Sucreine";"Froussardine (Solitaire)"
"Triopikeur (Alola)";"Mimiqui";"Mimiqui"
"Persian (Alola)";"Engloutyran";"Engloutyran"
"Gouroutan";"Draïeul";"Gouroutan"
"Mouscoto";"Engloutyran";"Mouscoto"
"Mimiqui";"Zéroïd";"Mimiqui"
"Oratoria";"Météno (Météore)";"Météno (Météore)"
"Floramantis";"Malamandre";"Floramantis"
"Météno (Météore)";"Lunala";"Lunala"
"Malamandre";"Draïeul";"Malamandre"
"Togedemaru";"Cancrelove";"Cancrelove"
"Noadkoko (Alola)";"Tokopisco";"Tokopisco"
"Sarmuraï";"Concombaffe";"Sarmuraï"
"Noadkoko (Alola)";"Plumeline (Buyo)";"Noadkoko (Alola)"
"Quartermac";"Solgaleo";"Solgaleo"
"Persian (Alola)";"Quartermac";"Quartermac"
"Tokotoro";"Cancrelove";"Cancrelove"
"Sablaireau (Alola)";"Félinferno";"Sablaireau (Alola)"
"Bazoucan";"Lunala";"Lunala"
"Boumata";"Marshadow";"Marshadow"
"Météno (Météore)";"Mimiqui";"Mimiqui"
"Lucanon";"Lampignon";"Lucanon"
"Météno (Météore)";"Tokopisco";"Tokopisco"
"Rubombelle";"Draïeul";"Rubombelle"
"Grotadmorv (Alola)";"Bamboiselle";"Grotadmorv (Alola)"
"Froussardine (Solitaire)";"Katagami";"Froussardine (Solitaire)"
"Tarenbulle";"Boumata";"Tarenbulle"
"Feunard (Alola)";"Bourrinos";"Feunard (Alola)"
"Chelours";"Trépassable";"Trépassable"
"Ossatueur (Alola)";"Floramantis";"Floramantis"
"Rubombelle";"Denticrisse";"Rubombelle"
"Lampignon";"Bamboiselle";"Bamboiselle"
"Sablaireau (Alola)";"Persian (Alola)";"Sablaireau (Alola)"
"Rattatac (Alola)";"Boumata";"Boumata"
"Rattatac (Alola)";"Togedemaru";"Togedemaru"
"Sarmuraï";"Silvallié";"Sarmuraï"
"Grolem (Alola)";"Sucreine";"Grolem (Alola)"
"Sarmuraï";"Tokorico";"Sarmuraï"
"Plumeline (Buyo)";"Lougaroc (Crépusculaire)";"Lougaroc (Crépusculaire)"
"Météno (Météore)";"Denticrisse";"Météno (Météore)"
"Silvallié";"Engloutyran";"Silvallié"
"Argouste";"Magearna";"Magearna"
"Feunard (Alola)";"Ekaïser";"Feunard (Alola)"
"Oratoria";"Necrozma";"Necrozma"
"Plumeline (Buyo)";"Silvallié";"Silvallié"
"Plumeline (Buyo)";"Solgaleo";"Solgaleo"
"Oratoria";"Engloutyran";"Engloutyran"
