Numéro;Nom;Forme;Principale;Génération;Evolue;Sprite;Type.1;Type.2;PV;ATT;DEF;SATT;SDEF;VIT;Talent.1;Talent.2;Talent.3;Talent.caché;Talent.caché.2;Name;Poids;Taille;Taux.de.capture;Reproduction.1;Reproduction.2;Eclosion;Taux.mâles;Gain.exp;Espèce;EV;Sous.évolution;Violet;Team;Interdit;Pokemon
517;Munna;;1;5;TRUE;https://img.pokemondb.net/sprites/home/normal/munna.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Munna
518;Mushana;;1;5;FALSE;https://img.pokemondb.net/sprites/home/normal/musharna.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Mushana
519;Poichigeon;;1;5;TRUE;https://img.pokemondb.net/sprites/home/normal/pidove.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Poichigeon
520;Colombeau;;1;5;TRUE;https://img.pokemondb.net/sprites/home/normal/tranquill.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Colombeau
521;Déflaisan;Mâle;1;5;FALSE;https://img.pokemondb.net/sprites/home/normal/unfezant.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Déflaisan (Mâle)
521;Déflaisan;Femelle;0;5;FALSE;https://img.pokemondb.net/sprites/home/normal/unfezant-f.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Déflaisan (Femelle)
522;Zébibron;;1;5;TRUE;https://img.pokemondb.net/sprites/home/normal/blitzle.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Zébibron
523;Zéblitz;;1;5;FALSE;https://img.pokemondb.net/sprites/home/normal/zebstrika.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;TRUE;NA;Zéblitz
524;Nodulithe;;1;5;TRUE;https://img.pokemondb.net/sprites/home/normal/roggenrola.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Nodulithe
525;Géolithe;;1;5;TRUE;https://img.pokemondb.net/sprites/home/normal/boldore.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Géolithe
526;Gigalithe;;1;5;FALSE;https://img.pokemondb.net/sprites/home/normal/gigalith.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Gigalithe
527;Chovsourir;;1;5;TRUE;https://img.pokemondb.net/sprites/home/normal/woobat.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Chovsourir
528;Rhinolove;;1;5;FALSE;https://img.pokemondb.net/sprites/home/normal/swoobat.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Rhinolove
529;Rototaupe;;1;5;TRUE;https://img.pokemondb.net/sprites/home/normal/drilbur.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Rototaupe
530;Minotaupe;;1;5;FALSE;https://img.pokemondb.net/sprites/home/normal/excadrill.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Minotaupe
531;Nanméouïe;;1;5;FALSE;https://img.pokemondb.net/sprites/home/normal/audino.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Nanméouïe
531;Nanméouïe;Mega;0;6;FALSE;https://img.pokemondb.net/sprites/home/normal/audino-mega.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Nanméouïe (Mega)
532;Charpenti;;1;5;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/532.png;Combat;;75;80;55;25;35;35;Cran;Sans Limite;;Poing de Fer;;Timburr;12.5;0.6;190;Humanoïde;;20;75;Moyennement lent;Costaud;ATT +1;;TRUE;FALSE;NA;Charpenti
533;Ouvrifier;;1;5;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/533.png;Combat;;85;105;85;40;50;40;Cran;Sans Limite;;Poing de Fer;;Gurdurr;40;1.2;90;Humanoïde;;20;75;Moyennement lent;Costaud;ATT +2;Charpenti (Niveau 25);TRUE;FALSE;NA;Ouvrifier
534;Bétochef;;1;5;FALSE;https://www.serebii.net/scarletviolet/pokemon/new/534.png;Combat;;105;140;95;55;65;45;Cran;Sans Limite;;Poing de Fer;;Conkeldurr;87;1.4;45;Humanoïde;;20;75;Moyennement lent;Costaud;ATT +3;Ouvrifier (Echange);TRUE;FALSE;NA;Bétochef
535;Tritonde;;1;5;TRUE;https://img.pokemondb.net/sprites/home/normal/tympole.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Tritonde
536;Batracné;;1;5;TRUE;https://img.pokemondb.net/sprites/home/normal/palpitoad.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Batracné
537;Crapustule;;1;5;FALSE;https://img.pokemondb.net/sprites/home/normal/seismitoad.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Crapustule
538;Judokrak;;1;5;FALSE;https://img.pokemondb.net/sprites/home/normal/throh.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Judokrak
539;Karaclée;;1;5;FALSE;https://img.pokemondb.net/sprites/home/normal/sawk.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Karaclée
540;Larveyette;;1;5;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/540.png;Insecte;Plante;45;53;70;40;60;42;Chlorophylle;Essaim;;Envelocape;;Sewaddle;2.5;0.3;255;Insectoïde;;15;50;Moyennement lent;Couture;DEF +1;;TRUE;FALSE;NA;Larveyette
541;Couverdure;;1;5;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/541.png;Insecte;Plante;55;63;90;50;80;42;Chlorophylle;Feuille Garde;;Envelocape;;Swadloon;7.2;0.5;120;Insectoïde;;15;50;Moyennement lent;Capefeuille;DEF +2;Larveyette (Niveau 20);TRUE;FALSE;NA;Couverdure
542;Manternel;;1;5;FALSE;https://www.serebii.net/scarletviolet/pokemon/new/542.png;Insecte;Plante;73;103;80;70;80;92;Chlorophylle;Essaim;;Envelocape;;Leavanny;20.5;1.2;45;Insectoïde;;15;50;Moyennement lent;Précepteur;ATT +3;Couverdure (Bonheur);TRUE;FALSE;NA;Manternel
543;Venipatte;;1;5;TRUE;https://img.pokemondb.net/sprites/home/normal/venipede.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Venipatte
544;Scobolide;;1;5;TRUE;https://img.pokemondb.net/sprites/home/normal/whirlipede.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Scobolide
545;Brutapode;;1;5;FALSE;https://img.pokemondb.net/sprites/home/normal/scolipede.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Brutapode
546;Doudouvet;;1;5;TRUE;https://img.pokemondb.net/sprites/home/normal/cottonee.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Doudouvet
547;Farfaduvet;;1;5;FALSE;https://img.pokemondb.net/sprites/home/normal/whimsicott.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Farfaduvet
548;Chlorobule;;1;5;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/548.png;Plante;;45;35;50;70;50;30;Chlorophylle;Tempo Perso;;Feuille Garde;;Petilil;6.6;0.5;190;Végétal;;20;0;Moyennement rapide;Racine;SATT +1;;TRUE;FALSE;NA;Chlorobule
549;Fragilady;;1;5;FALSE;https://www.serebii.net/scarletviolet/pokemon/new/549.png;Plante;;70;60;75;110;75;90;Chlorophylle;Tempo Perso;;Feuille Garde;;Lilligant;16.3;1.1;75;Végétal;;20;0;Moyennement rapide;Chef-Fleur;SATT +2;Chlorobule (Pierre Soleil);TRUE;FALSE;NA;Fragilady
549;Fragilady;Hisui;1;8;FALSE;https://www.serebii.net/scarletviolet/pokemon/new/549-h.png;Plante;Combat;70;105;75;50;75;105;Chlorophylle;Agitation;;Feuille Garde;;Hisuian Lilligant;19.2;1.2;75;;;NA;0;Moyennement rapide;Chef-Fleur;;Chlorobule (Pierre Soleil);TRUE;FALSE;NA;Fragilady (Hisui)
550;Bargantua;Motif Rouge;1;5;FALSE;https://www.serebii.net/scarletviolet/pokemon/new/550.png;Eau;;70;92;65;80;55;98;Téméraire;Adaptabilité;;Brise Moule;;Basculin;18;1;25;Aquatique 2;;40;50;Moyennement rapide;Violent;NA;;TRUE;FALSE;NA;Bargantua (Motif Rouge)
550;Bargantua;Motif Bleu;0;5;FALSE;https://www.serebii.net/scarletviolet/pokemon/new/550-b.png;Eau;;70;92;65;80;55;98;Tête de Roc;Adaptabilité;;Brise Moule;;Basculin;18;1;25;Aquatique 2;;40;50;Moyennement rapide;Violent;NA;;TRUE;FALSE;NA;Bargantua (Motif Bleu)
550;Bargantua;Motif Blanc;1;8;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/550-w.png;Eau;;70;92;65;80;55;98;Phobique;Adaptabilité;;Brise Moule;;Basculin;18;1;25;Aquatique 2;;40;50;Moyennement rapide;Pacifique;;;TRUE;FALSE;NA;Bargantua (Motif Blanc)
551;Mascaïman;;1;5;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/551.png;Sol;Ténèbres;50;72;35;35;35;65;Impudence;Intimidation;;Colérique;;Sandile;15.2;0.7;180;Terrestre;;20;50;Moyennement lent;Croco Sable;ATT +1;;TRUE;FALSE;NA;Mascaïman
552;Escroco;;1;5;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/552.png;Sol;Ténèbres;60;82;45;45;45;74;Impudence;Intimidation;;Colérique;;Krokorok;33.4;1;90;Terrestre;;20;50;Moyennement lent;Croco Sable;ATT +2;Mascaïman (Niveau 29);TRUE;FALSE;NA;Escroco
553;Crocorible;;1;5;FALSE;https://www.serebii.net/scarletviolet/pokemon/new/553.png;Sol;Ténèbres;95;117;80;65;70;92;Impudence;Intimidation;;Colérique;;Krookodile;96.3;1.5;45;Terrestre;;20;50;Moyennement lent;Intimidation;ATT +3;Escroco (Niveau 40);TRUE;FALSE;NA;Crocorible
554;Darumarond;;1;5;TRUE;https://img.pokemondb.net/sprites/home/normal/darumaka.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Darumarond
554;Darumarond;Galar;1;8;TRUE;https://img.pokemondb.net/sprites/home/normal/darumaka-galarian.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Darumarond (Galar)
555;Darumacho;;1;5;FALSE;https://img.pokemondb.net/sprites/home/normal/darmanitan-standard.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Darumacho
555;Darumacho;Mode Transe;0;5;FALSE;https://img.pokemondb.net/sprites/home/normal/darmanitan-zen.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Darumacho (Mode Transe)
555;Darumacho;Galar;1;8;FALSE;https://img.pokemondb.net/sprites/home/normal/darmanitan-galarian-standard.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Darumacho (Galar)
555;Darumacho;Galar Mode Transe;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/darmanitan-galarian-zen.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Darumacho (Galar Mode Transe)
556;Maracachi;;1;5;FALSE;https://img.pokemondb.net/sprites/home/normal/maractus.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Maracachi
557;Crabicoque;;1;5;TRUE;https://img.pokemondb.net/sprites/home/normal/dwebble.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Crabicoque
558;Crabaraque;;1;5;FALSE;https://img.pokemondb.net/sprites/home/normal/crustle.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Crabaraque
559;Baggiguane;;1;5;TRUE;https://img.pokemondb.net/sprites/home/normal/scraggy.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Baggiguane
560;Baggaïd;;1;5;FALSE;https://img.pokemondb.net/sprites/home/normal/scrafty.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Baggaïd
561;Cryptéro;;1;5;FALSE;https://img.pokemondb.net/sprites/home/normal/sigilyph.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Cryptéro
562;Tutafeh;;1;5;TRUE;https://img.pokemondb.net/sprites/home/normal/yamask.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Tutafeh
562;Tutafeh;Galar;1;8;TRUE;https://img.pokemondb.net/sprites/home/normal/yamask-galarian.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Tutafeh (Galar)
563;Tutankafer;;1;5;FALSE;https://img.pokemondb.net/sprites/home/normal/cofagrigus.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Tutankafer
564;Carapagos;;1;5;TRUE;https://img.pokemondb.net/sprites/home/normal/tirtouga.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Carapagos
565;Mégapagos;;1;5;FALSE;https://img.pokemondb.net/sprites/home/normal/carracosta.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Mégapagos
566;Arkéapti;;1;5;TRUE;https://img.pokemondb.net/sprites/home/normal/archen.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Arkéapti
567;Aéroptéryx;;1;5;FALSE;https://img.pokemondb.net/sprites/home/normal/archeops.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Aéroptéryx
568;Miamiasme;;1;5;TRUE;https://img.pokemondb.net/sprites/home/normal/trubbish.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Miamiasme
569;Miasmax;;1;5;FALSE;https://img.pokemondb.net/sprites/home/normal/garbodor.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Miasmax
569;Miasmax;Gigamax;0;5;FALSE;https://img.pokemondb.net/sprites/home/normal/garbodor-gigantamax.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Miasmax (Gigamax)
570;Zorua;;1;5;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/570.png;Ténèbres;;40;65;40;80;40;65;Illusion;;;;;Zorua;12.5;0.7;75;Terrestre;;25;87.5;Moyennement lent;Sombrenard;SATT +1;;TRUE;FALSE;NA;Zorua
570;Zorua;Hisui;1;8;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/570-h.png;Normal;Spectre;35;60;40;85;40;70;Illusion;;;;;Hisuian Zorua;12.5;0.7;75;;;NA;88.14;Moyennement lent;Rancoeurenard;NA;;TRUE;FALSE;NA;Zorua (Hisui)
571;Zoroark;;1;5;FALSE;https://www.serebii.net/scarletviolet/pokemon/new/571.png;Ténèbres;;60;105;60;120;60;105;Illusion;;;;;Zoroark;81.1;1.6;45;Terrestre;;20;87.5;Moyennement lent;Polymorfox;SATT +2;Zorua (Niveau 30);TRUE;FALSE;NA;Zoroark
571;Zoroark;Hisui;1;8;FALSE;https://www.serebii.net/scarletviolet/pokemon/new/571-h.png;Normal;Spectre;55;100;60;125;60;110;Illusion;;;;;Hisuian Zoroark;73;1.6;45;;;NA;88.14;Moyennement lent;Maudirenard;;Zorua Hisui (niveau 30);TRUE;TRUE;NA;Zoroark (Hisui)
572;Chinchidou;;1;5;TRUE;https://img.pokemondb.net/sprites/home/normal/minccino.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Chinchidou
573;Pashmilla;;1;5;FALSE;https://img.pokemondb.net/sprites/home/normal/cinccino.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Pashmilla
574;Scrutella;;1;5;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/574.png;Psy;;45;30;50;55;65;45;Battant;Fouille;;Marque Ombre;;Gothita;5.8;0.4;200;Humanoïde;;20;25;Moyennement lent;Dévisageur;SDEF +1;;TRUE;FALSE;NA;Scrutella
575;Mesmérella;;1;5;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/575.png;Psy;;60;45;70;75;85;55;Battant;Fouille;;Marque Ombre;;Gothorita;18;0.7;100;Humanoïde;;20;25;Moyennement lent;Magouilleur;SDEF +2;Scrutella (Niveau 32);TRUE;FALSE;NA;Mesmérella
576;Sidérella;;1;5;FALSE;https://www.serebii.net/scarletviolet/pokemon/new/576.png;Psy;;70;55;95;95;110;65;Battant;Fouille;;Marque Ombre;;Gothitelle;44;1.5;50;Humanoïde;;20;25;Moyennement lent;Cosmique;SDEF +3;Mesmérella (Niveau 41);TRUE;FALSE;NA;Sidérella
577;Nucléos;;1;5;TRUE;https://img.pokemondb.net/sprites/home/normal/solosis.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Nucléos
578;Méios;;1;5;TRUE;https://img.pokemondb.net/sprites/home/normal/duosion.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Méios
579;Symbios;;1;5;FALSE;https://img.pokemondb.net/sprites/home/normal/reuniclus.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Symbios
580;Couaneton;;1;5;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/580.png;Eau;Vol;62;44;50;44;50;55;Coeur de Coq;Regard Vif;;Hydratation;;Ducklett;5.5;0.5;190;Aquatique 1;Aérien;20;50;Moyennement rapide;Oiseaudo;PV +1;;TRUE;FALSE;NA;Couaneton
581;Lakmécygne;;1;5;FALSE;https://www.serebii.net/scarletviolet/pokemon/new/581.png;Eau;Vol;75;87;63;87;63;98;Coeur de Coq;Regard Vif;;Hydratation;;Swanna;24.2;1.3;45;Aquatique 1;Aérien;20;50;Moyennement rapide;Cygne;VIT +2;Couaneton (Niveau 35);TRUE;FALSE;NA;Lakmécygne
582;Sorbébé;;1;5;TRUE;https://img.pokemondb.net/sprites/home/normal/vanillite.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Sorbébé
583;Sorboul;;1;5;TRUE;https://img.pokemondb.net/sprites/home/normal/vanillish.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Sorboul
584;Sorbouboul;;1;5;FALSE;https://img.pokemondb.net/sprites/home/normal/vanilluxe.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Sorbouboul
585;Vivaldaim;Printemps;0;5;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/585.png;Normal;Plante;60;60;50;40;50;75;Chlorophylle;Herbivore;;Sérénité;;Deerling;19.5;0.6;190;Terrestre;;20;50;Moyennement rapide;Saison;VIT +1;;TRUE;FALSE;NA;Vivaldaim (Printemps)
585;Vivaldaim;Eté;1;5;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/585-s.png;Normal;Plante;60;60;50;40;50;75;Chlorophylle;Herbivore;;Sérénité;;Deerling;19.5;0.6;190;Terrestre;;20;50;Moyennement rapide;Saison;VIT +1;;TRUE;FALSE;NA;Vivaldaim (Eté)
585;Vivaldaim;Automne;0;5;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/585-a.png;Normal;Plante;60;60;50;40;50;75;Chlorophylle;Herbivore;;Sérénité;;Deerling;19.5;0.6;190;Terrestre;;20;50;Moyennement rapide;Saison;VIT +1;;TRUE;FALSE;NA;Vivaldaim (Automne)
585;Vivaldaim;Hiver;0;5;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/585-w.png;Normal;Plante;60;60;50;40;50;75;Chlorophylle;Herbivore;;Sérénité;;Deerling;19.5;0.6;190;Terrestre;;20;50;Moyennement rapide;Saison;VIT +1;;TRUE;FALSE;NA;Vivaldaim (Hiver)
586;Haydaim;Printemps;0;5;FALSE;https://www.serebii.net/scarletviolet/pokemon/new/586.png;Normal;Plante;80;100;70;60;70;95;Chlorophylle;Herbivore;;Sérénité;;Sawsbuck;92.5;1.9;75;Terrestre;;20;50;Moyennement rapide;Saison;ATT +2;Vivaldaim (printemps, Niveau 34);TRUE;FALSE;NA;Haydaim (Printemps)
586;Haydaim;Eté;0;5;FALSE;https://www.serebii.net/scarletviolet/pokemon/new/586-s.png;Normal;Plante;80;100;70;60;70;95;Chlorophylle;Herbivore;;Sérénité;;Sawsbuck;92.5;1.9;75;Terrestre;;20;50;Moyennement rapide;Saison;ATT +2;Vivaldaim (été, Niveau 34);TRUE;FALSE;NA;Haydaim (Eté)
586;Haydaim;Automne;0;5;FALSE;https://www.serebii.net/scarletviolet/pokemon/new/586-a.png;Normal;Plante;80;100;70;60;70;95;Chlorophylle;Herbivore;;Sérénité;;Sawsbuck;92.5;1.9;75;Terrestre;;20;50;Moyennement rapide;Saison;ATT +2;Vivaldaim (automne, Niveau 34);TRUE;FALSE;NA;Haydaim (Automne)
586;Haydaim;Hiver;1;5;FALSE;https://www.serebii.net/scarletviolet/pokemon/new/586-w.png;Normal;Plante;80;100;70;60;70;95;Chlorophylle;Herbivore;;Sérénité;;Sawsbuck;92.5;1.9;75;Terrestre;;20;50;Moyennement rapide;Saison;ATT +2;Vivaldaim (hiver, Niveau 34);TRUE;TRUE;NA;Haydaim (Hiver)
587;Emolga;;1;5;FALSE;https://img.pokemondb.net/sprites/home/normal/emolga.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Emolga
588;Carabing;;1;5;TRUE;https://img.pokemondb.net/sprites/home/normal/karrablast.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Carabing
589;Lançargot;;1;5;FALSE;https://img.pokemondb.net/sprites/home/normal/escavalier.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Lançargot
590;Trompignon;;1;5;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/590.png;Plante;Poison;69;55;45;55;55;15;Pose Spore;;;Régé-Force;;Foongus;1;0.2;190;Végétal;;20;50;Moyennement rapide;Champignon;PV +1;;TRUE;FALSE;NA;Trompignon
591;Gaulet;;1;5;FALSE;https://www.serebii.net/scarletviolet/pokemon/new/591.png;Plante;Poison;114;85;70;85;80;30;Pose Spore;;;Régé-Force;;Amoonguss;10.5;0.6;75;Végétal;;20;50;Moyennement rapide;Champignon;PV +2;Trompignon (Niveau 39);TRUE;FALSE;NA;Gaulet
592;Viskuse;Mâle;1;5;TRUE;https://img.pokemondb.net/sprites/home/normal/frillish.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Viskuse (Mâle)
592;Viskuse;Femelle;0;5;TRUE;https://img.pokemondb.net/sprites/home/normal/frillish-f.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Viskuse (Femelle)
593;Moyade;Mâle;1;5;FALSE;https://img.pokemondb.net/sprites/home/normal/jellicent.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Moyade (Mâle)
593;Moyade;Femelle;0;5;FALSE;https://img.pokemondb.net/sprites/home/normal/jellicent-f.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Moyade (Femelle)
594;Mamanbo;;1;5;FALSE;https://www.serebii.net/scarletviolet/pokemon/new/594.png;Eau;;165;75;80;40;45;65;Coeur Soin;Hydratation;;Régé-Force;;Alomomola;31.6;1.2;75;Aquatique 1;Aquatique 2;40;50;Rapide;Soigneur;PV +2;;TRUE;FALSE;NA;Mamanbo
595;Statitik;;1;5;TRUE;https://img.pokemondb.net/sprites/home/normal/joltik.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Statitik
596;Mygavolt;;1;5;FALSE;https://img.pokemondb.net/sprites/home/normal/galvantula.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;TRUE;NA;Mygavolt
597;Grindur;;1;5;TRUE;https://img.pokemondb.net/sprites/home/normal/ferroseed.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Grindur
